cooldown_blocked,event,final_decision_allow_true_false,final_reason,inst_id,price,recent_stopout_present,recent_trade_penalty,recovery_blocked,side,timeframe,ts
False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0962,False,,False,long,15m,2026-03-20 12:48:32
False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0962,False,,False,short,15m,2026-03-20 12:48:32
False,reentry_check,True,ok,AAVE-USDT-SWAP,112.1,False,,False,long,15m,2026-03-20 12:48:32
False,reentry_check,True,ok,AAVE-USDT-SWAP,112.1,False,,False,short,15m,2026-03-20 12:48:32
False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0962,False,,False,long,15m,2026-03-20 12:48:52
False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0962,False,,False,short,15m,2026-03-20 12:48:52
False,reentry_check,True,ok,AAVE-USDT-SWAP,112.1,False,,False,long,15m,2026-03-20 12:48:53
False,reentry_check,True,ok,AAVE-USDT-SWAP,112.1,False,,False,short,15m,2026-03-20 12:48:53
False,reentry_check,True,ok,ADA-USDT-SWAP,0.269,False,,False,long,15m,2026-03-20 12:48:53
False,reentry_check,True,ok,ADA-USDT-SWAP,0.269,False,,False,short,15m,2026-03-20 12:48:53
,reentry_check,True,scan,ADA-USDT-SWAP,0.269,False,0.0,,scan,15m,2026-03-20 12:48:53
False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0962,False,,False,long,15m,2026-03-20 12:49:15
False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0962,False,,False,short,15m,2026-03-20 12:49:15
False,reentry_check,True,ok,AAVE-USDT-SWAP,112.1,False,,False,long,15m,2026-03-20 12:49:15
False,reentry_check,True,ok,AAVE-USDT-SWAP,112.1,False,,False,short,15m,2026-03-20 12:49:15
False,reentry_check,True,ok,ADA-USDT-SWAP,0.269,False,,False,long,15m,2026-03-20 12:49:15
False,reentry_check,True,ok,ADA-USDT-SWAP,0.269,False,,False,short,15m,2026-03-20 12:49:15
,reentry_check,True,scan,ADA-USDT-SWAP,0.269,False,0.0,,scan,15m,2026-03-20 12:49:16
False,reentry_check,True,ok,ARB-USDT-SWAP,0.1009,False,,False,long,15m,2026-03-20 12:49:16
False,reentry_check,True,ok,ARB-USDT-SWAP,0.1009,False,,False,short,15m,2026-03-20 12:49:16
False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0962,False,,False,long,15m,2026-03-20 12:49:37
False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0962,False,,False,short,15m,2026-03-20 12:49:37
False,reentry_check,True,ok,AAVE-USDT-SWAP,112.1,False,,False,long,15m,2026-03-20 12:49:37
False,reentry_check,True,ok,AAVE-USDT-SWAP,112.1,False,,False,short,15m,2026-03-20 12:49:37
False,reentry_check,True,ok,ADA-USDT-SWAP,0.269,False,,False,long,15m,2026-03-20 12:49:38
False,reentry_check,True,ok,ADA-USDT-SWAP,0.269,False,,False,short,15m,2026-03-20 12:49:38
,reentry_check,True,scan,ADA-USDT-SWAP,0.269,False,0.0,,scan,15m,2026-03-20 12:49:38
False,reentry_check,True,ok,ARB-USDT-SWAP,0.1009,False,,False,long,15m,2026-03-20 12:49:39
False,reentry_check,True,ok,ARB-USDT-SWAP,0.1009,False,,False,short,15m,2026-03-20 12:49:39
False,reentry_check,True,ok,AUCTION-USDT-SWAP,4.91,False,,False,long,15m,2026-03-20 12:49:39
False,reentry_check,True,ok,AUCTION-USDT-SWAP,4.91,False,,False,short,15m,2026-03-20 12:49:39
False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0962,False,,False,long,15m,2026-03-20 12:49:57
False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0962,False,,False,short,15m,2026-03-20 12:49:57
False,reentry_check,True,ok,AAVE-USDT-SWAP,112.1,False,,False,long,15m,2026-03-20 12:49:57
