block_reason,cooldown_blocked,inst_id,last_exit_reason,last_trade_pnl,price,recovery_blocked,side,ts
cooldown после ATR-стопа ещё активен 1791s; цена отошла только на 1.07 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,117.08,True,short,2026-03-18 14:41:27
cooldown после ATR-стопа ещё активен 1774s; цена отошла только на 1.07 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,117.08,True,short,2026-03-18 14:41:43
cooldown после ATR-стопа ещё активен 1760s; цена отошла только на 1.07 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,117.08,True,short,2026-03-18 14:41:57
cooldown после ATR-стопа ещё активен 1748s; цена отошла только на 1.07 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,117.08,True,short,2026-03-18 14:42:09
cooldown после ATR-стопа ещё активен 1731s; цена отошла только на 1.07 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,117.08,True,short,2026-03-18 14:42:26
cooldown после ATR-стопа ещё активен 1718s; цена отошла только на 1.07 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,117.08,True,short,2026-03-18 14:42:39
cooldown после ATR-стопа ещё активен 1706s; цена отошла только на 1.07 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,117.08,True,short,2026-03-18 14:42:51
cooldown после ATR-стопа ещё активен 1689s; цена отошла только на 1.07 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,117.08,True,short,2026-03-18 14:43:08
cooldown после ATR-стопа ещё активен 1675s; цена отошла только на 1.07 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,117.08,True,short,2026-03-18 14:43:22
cooldown после ATR-стопа ещё активен 1663s; цена отошла только на 1.07 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,117.08,True,short,2026-03-18 14:43:34
cooldown после ATR-стопа ещё активен 1648s; цена отошла только на 1.07 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,117.08,True,short,2026-03-18 14:43:49
cooldown после ATR-стопа ещё активен 1636s; цена отошла только на 1.07 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,117.08,True,short,2026-03-18 14:44:02
cooldown после ATR-стопа ещё активен 1624s; цена отошла только на 1.07 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,117.08,True,short,2026-03-18 14:44:13
cooldown после ATR-стопа ещё активен 1607s; цена отошла только на 1.07 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,117.08,True,short,2026-03-18 14:44:30
cooldown после ATR-стопа ещё активен 1593s; цена отошла только на 1.07 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,117.08,True,short,2026-03-18 14:44:44
cooldown после ATR-стопа ещё активен 1581s; цена отошла только на 1.07 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,117.08,True,short,2026-03-18 14:44:56
cooldown после ATR-стопа ещё активен 1563s; цена отошла только на 0.07 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,117.55,True,short,2026-03-18 14:45:14
cooldown после ATR-стопа ещё активен 1562s; цена отошла только на 0.13 ATR,True,XLM-USDT-SWAP,ATR стоп 2.0N,0.0,0.17131,True,short,2026-03-18 14:45:17
