atr,body_atr,body_to_range_ratio,breakout_buffer_atr_actual,breakout_level,channel_width_atr,close_beyond_channel_atr,distance_from_breakout_level_atr,donchian_high,donchian_low,entry_mode,entry_price,event,fresh_breakout_true_false,inst_id,side,system_name,timeframe,ts
0.2,1.9,0.95,0.05,119.34,11.95,0.2,-0.05,121.73,119.34,minimal,119.35,breakout_quality,True,AAVE-USDT-SWAP,short,Turtle 55,5m,2026-03-18 14:05:10
0.43,1.860465,1.0,0.697674,467.3,8.837209,0.697674,0.697674,471.1,467.3,minimal,467.0,breakout_quality,True,BCH-USDT-SWAP,short,Turtle 55,5m,2026-03-18 14:05:13
0.000215,1.162791,0.833333,0.232558,0.0989,13.255814,0.232558,0.232558,0.10175,0.0989,minimal,0.09885,breakout_quality,True,DOGE-USDT-SWAP,short,Turtle 55,5m,2026-03-18 14:06:07
0.000215,1.162791,0.833333,0.465116,0.0989,13.255814,0.232558,0.465116,0.10175,0.0989,minimal,0.0988,breakout_quality,True,DOGE-USDT-SWAP,short,Turtle 55,5m,2026-03-18 14:09:08
0.0002675,0.635514,0.314815,1.191342,0.17327,6.616822,0.186916,-1.191342,0.17504,0.17327,minimal,0.17358868,breakout_quality,True,XLM-USDT-SWAP,short,Turtle 20,5m,2026-03-18 14:11:49
0.00013,2.538462,1.0,0.730723,0.06112,12.461538,0.076923,0.730723,0.06274,0.06112,minimal,0.06102501,breakout_quality,True,MINA-USDT-SWAP,short,Turtle 55,5m,2026-03-18 14:30:14
0.525,2.666667,0.933333,1.880795,466.9,7.809524,1.52381,1.880795,471.0,466.9,minimal,465.91258249,breakout_quality,True,BCH-USDT-SWAP,short,Turtle 55,5m,2026-03-18 14:30:19
0.0026,2.307692,1.0,2.307692,1.629,3.076923,2.307692,2.307692,1.637,1.629,minimal,1.623,breakout_quality,True,DOT-USDT-SWAP,short,Turtle 20,5m,2026-03-18 14:30:24
0.127,1.732283,0.594595,0.709536,57.38,5.905512,0.629921,-0.709536,58.13,57.38,minimal,57.47011111,breakout_quality,True,LTC-USDT-SWAP,short,Turtle 20,5m,2026-03-18 14:30:28
0.000239,2.92887,1.0,0.83682,0.1348,5.020921,0.83682,0.83682,0.136,0.1348,minimal,0.1346,breakout_quality,True,OP-USDT-SWAP,short,Turtle 20,5m,2026-03-18 14:30:33
0.0004345,2.278481,0.363971,0.069045,0.17285,5.040276,0.414269,0.069045,0.17504,0.17285,minimal,0.17282,breakout_quality,True,XLM-USDT-SWAP,short,Turtle 20,5m,2026-03-18 14:30:38
0.2675,2.728972,0.960526,3.377988,119.27,8.11215,1.345794,3.377988,121.44,119.27,minimal,118.36638821,breakout_quality,True,AAVE-USDT-SWAP,short,Turtle 55,5m,2026-03-18 14:30:57
0.127,1.732283,0.594595,3.149606,57.38,5.905512,0.629921,3.149606,58.13,57.38,minimal,56.98,breakout_quality,True,LTC-USDT-SWAP,short,Turtle 20,5m,2026-03-18 14:32:36
0.2675,2.728972,0.960526,4.971963,119.27,8.11215,1.345794,4.971963,121.44,119.27,minimal,117.94,breakout_quality,True,AAVE-USDT-SWAP,short,Turtle 55,5m,2026-03-18 14:33:19
0.127,1.732283,0.594595,1.100808,57.38,5.905512,0.629921,1.100808,58.13,57.38,minimal,57.24019737,breakout_quality,True,LTC-USDT-SWAP,short,Turtle 20,5m,2026-03-18 14:33:23
