early_exit_flag,early_exit_gap_pct,inst_id,last_stop_move_reason,mae_pct,market_risk_score,mfe_pct,pnl_pct,side,stop_move_events,trade_id,unit_add_events
False,1.766424,BCH-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,3.296028,14.75,1.766424,-0.23654655803198163,short,1,20260318_160516_BCH-USDT-SWAP_short,0
False,0.0,2Z-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,8.172531,7.5,0.0,0.0,long,1,20260318_154013_2Z-USDT-SWAP_long,0
False,0.0,2Z-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,5.269321,7.5,0.702576,1.214574898785306,long,0,20260318_153020_2Z-USDT-SWAP_long,1
False,0.000241,MINA-USDT-SWAP,unit_added,4.463585,20.75,0.000241,-0.1843535939434067,short,1,20260318_152026_MINA-USDT-SWAP_short,0
False,0.208111,MINA-USDT-SWAP,unit_added,4.645582,20.75,0.322406,0.11429490785543425,short,0,20260318_150920_MINA-USDT-SWAP_short,3
False,0.856793,2Z-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,5.263158,7.5,0.856793,-1.5911872705018475,short,1,20260318_143520_2Z-USDT-SWAP_short,0
False,1.202576,OP-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,1.040119,16.0,2.080238,0.8776618617575626,short,1,20260318_143030_OP-USDT-SWAP_short,3
False,0.860553,XLM-USDT-SWAP,pre_close:ATR стоп 2.0N,2.191351,25.0,0.950313,0.08976030600617829,short,0,20260318_143400_XLM-USDT-SWAP_short,3
False,1.116875,AAVE-USDT-SWAP,pre_close:ATR стоп 2.0N,2.501272,18.0,1.195523,0.07864810288022203,short,0,20260318_143315_AAVE-USDT-SWAP_short,3
False,1.402745,LTC-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,2.532879,21.0,1.520218,0.11747296356487066,short,0,20260318_143405_LTC-USDT-SWAP_short,2
False,0.0,DOT-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,3.943315,7.25,0.123229,0.7284079084287229,short,0,20260318_143020_DOT-USDT-SWAP_short,2
False,1.473826,XLM-USDT-SWAP,pre_close:ATR стоп 2.0N,1.637542,25.0,1.487096,0.013269746115060184,short,0,20260318_143034_XLM-USDT-SWAP_short,3
False,0.0,LTC-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,3.001053,21.0,0.0,-0.7371007371007402,short,0,20260318_143232_LTC-USDT-SWAP_short,0
False,0.0,AAVE-USDT-SWAP,pre_close:ATR стоп 2.0N,2.132034,18.0,0.0,-0.20696519530951593,short,0,20260318_143055_AAVE-USDT-SWAP_short,2
False,0.307062,LTC-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,2.122649,21.0,0.452602,0.14554026732597894,short,0,20260318_143025_LTC-USDT-SWAP_short,2
False,1.92333,XLM-USDT-SWAP,pre_close:ATR стоп 2.0N,1.227797,25.0,1.92333,-0.0353226582527091,short,1,20260318_141146_XLM-USDT-SWAP_short,0
False,0.021413,BCH-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,0.856531,14.75,0.021413,-0.12847965738758518,short,1,20260318_140511_BCH-USDT-SWAP_short,0
False,0.151822,DOGE-USDT-SWAP,unit_added,2.42915,7.0,0.151822,-0.45546558704454054,short,0,20260318_140905_DOGE-USDT-SWAP_short,0
False,0.06703,AAVE-USDT-SWAP,pre_close:ATR стоп 2.0N,1.290323,18.0,0.06703,-0.31001256807708805,short,0,20260318_140507_AAVE-USDT-SWAP_short,0
False,0.0,DOGE-USDT-SWAP,unit_added,2.377339,7.0,0.0,-0.10126582278450356,short,0,20260318_140603_DOGE-USDT-SWAP_short,1
