available_after_bans,cache_errors,cache_fetch_count,closed_trades,event,loop_duration_sec,open_positions,signals_blocked,signals_found,symbols_scanned,ts
115,0,0,0,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-16 16:13:13
115,0,107,0,SYSTEM_HEALTH,0.0,7,0,8,115,2026-03-16 16:14:01
115,0,232,2,SYSTEM_HEALTH,56.55221343040466,8,0,2,115,2026-03-16 16:15:00
