block_reason,cooldown_blocked,inst_id,last_exit_reason,last_trade_pnl,price,recovery_blocked,side,ts
cooldown после ATR-стопа ещё активен 1783s; цена отошла только на 0.99 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.28,True,long,2026-03-19 22:05:51
cooldown после ATR-стопа ещё активен 1703s; цена отошла только на 0.99 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.28,True,long,2026-03-19 22:07:11
cooldown после ATR-стопа ещё активен 1674s; цена отошла только на 0.99 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.28,True,long,2026-03-19 22:07:39
cooldown после ATR-стопа ещё активен 1628s; цена отошла только на 0.99 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.28,True,long,2026-03-19 22:08:25
cooldown после ATR-стопа ещё активен 1601s; цена отошла только на 0.99 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.28,True,long,2026-03-19 22:08:52
cooldown после ATR-стопа ещё активен 1573s; цена отошла только на 0.99 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.28,True,long,2026-03-19 22:09:21
cooldown после ATR-стопа ещё активен 1544s; цена отошла только на 0.99 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.28,True,long,2026-03-19 22:09:49
cooldown после ATR-стопа ещё активен 1207s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:15:26
cooldown после ATR-стопа ещё активен 1174s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:15:59
cooldown после ATR-стопа ещё активен 1142s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:16:31
cooldown после ATR-стопа ещё активен 1115s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:16:58
cooldown после ATR-стопа ещё активен 1095s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:17:18
cooldown после ATR-стопа ещё активен 1072s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:17:41
cooldown после ATR-стопа ещё активен 1050s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:18:03
cooldown после ATR-стопа ещё активен 1029s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:18:24
cooldown после ATR-стопа ещё активен 1006s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:18:47
cooldown после ATR-стопа ещё активен 984s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:19:09
cooldown после ATR-стопа ещё активен 964s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:19:29
cooldown после ATR-стопа ещё активен 941s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:19:53
cooldown после ATR-стопа ещё активен 920s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:20:13
cooldown после ATR-стопа ещё активен 901s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:20:33
cooldown после ATR-стопа ещё активен 880s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:20:53
cooldown после ATR-стопа ещё активен 862s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:21:11
cooldown после ATR-стопа ещё активен 842s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:21:32
cooldown после ATR-стопа ещё активен 822s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:21:51
cooldown после ATR-стопа ещё активен 803s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:22:10
cooldown после ATR-стопа ещё активен 784s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:22:29
cooldown после ATR-стопа ещё активен 763s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:22:50
cooldown после ATR-стопа ещё активен 745s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:23:08
cooldown после ATR-стопа ещё активен 726s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:23:28
cooldown после ATR-стопа ещё активен 706s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:23:47
cooldown после ATR-стопа ещё активен 685s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:24:08
cooldown после ATR-стопа ещё активен 665s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:24:29
cooldown после ATR-стопа ещё активен 646s; цена отошла только на 0.86 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,384.31,True,long,2026-03-19 22:24:48
cooldown после ATR-стопа ещё активен 628s; цена отошла только на 0.25 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.69,True,long,2026-03-19 22:25:05
cooldown после ATR-стопа ещё активен 607s; цена отошла только на 0.25 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.69,True,long,2026-03-19 22:25:27
cooldown после ATR-стопа ещё активен 576s; цена отошла только на 0.25 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.69,True,long,2026-03-19 22:25:58
cooldown после ATR-стопа ещё активен 555s; цена отошла только на 0.25 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.69,True,long,2026-03-19 22:26:18
cooldown после ATR-стопа ещё активен 534s; цена отошла только на 0.25 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.69,True,long,2026-03-19 22:26:39
cooldown после ATR-стопа ещё активен 511s; цена отошла только на 0.25 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.69,True,long,2026-03-19 22:27:02
cooldown после ATR-стопа ещё активен 491s; цена отошла только на 0.25 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.69,True,long,2026-03-19 22:27:22
cooldown после ATR-стопа ещё активен 470s; цена отошла только на 0.25 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.69,True,long,2026-03-19 22:27:43
cooldown после ATR-стопа ещё активен 449s; цена отошла только на 0.25 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.69,True,long,2026-03-19 22:28:05
cooldown после ATR-стопа ещё активен 430s; цена отошла только на 0.25 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.69,True,long,2026-03-19 22:28:24
cooldown после ATR-стопа ещё активен 408s; цена отошла только на 0.25 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.69,True,long,2026-03-19 22:28:45
cooldown после ATR-стопа ещё активен 388s; цена отошла только на 0.25 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.69,True,long,2026-03-19 22:29:05
cooldown после ATR-стопа ещё активен 369s; цена отошла только на 0.25 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.69,True,long,2026-03-19 22:29:24
cooldown после ATR-стопа ещё активен 348s; цена отошла только на 0.25 ATR,True,TSLA-USDT-SWAP,ATR стоп 2.0N,0.0,383.69,True,long,2026-03-19 22:29:46
cooldown после ATR-стопа ещё активен 1612s; цена отошла только на 0.43 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,112.33,True,long,2026-03-19 22:30:13
cooldown после ATR-стопа ещё активен 1585s; цена отошла только на 0.43 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,112.33,True,long,2026-03-19 22:30:39
cooldown после ATR-стопа ещё активен 1564s; цена отошла только на 0.43 ATR,True,AAVE-USDT-SWAP,ATR стоп 2.0N,0.0,112.33,True,long,2026-03-19 22:31:00
