details,event_type,inst_id,reason_code,timestamp
,filter_diagnostics,,unknown,2026-03-19 21:49:51
"{""ts"": ""2026-03-19 21:49:51"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 0, ""open_positions_count"": 0, ""available_after_bans_count"": 113, ""trade_ready_count"": 3, ""scanner_total"": 113, ""scanner_scanned"": 4, ""scanner_ready"": 4, ""scanner_pending"": 109, ""scanner_failed"": 0, ""scanner_allowed"": 3, ""scanner_blocked"": 1, ""scanner_dead"": 1, ""scanner_saw"": 0, ""scanner_ripping"": 0, ""scanner_status_text"": ""SCANNING"", ""scanner_safe"": 3, ""scanner_caution"": 0, ""scanner_risky"": 1, ""scanner_blacklist"": 1, ""scanner_exec_watch"": 0, ""scanner_admitted"": 3, ""signal_funnel"": {""cycle_id"": 1, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-19 21:49:51
,filter_diagnostics,,unknown,2026-03-19 22:04:52
"{""ts"": ""2026-03-19 22:04:52"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 0, ""open_positions_count"": 0, ""available_after_bans_count"": 113, ""trade_ready_count"": 46, ""scanner_total"": 113, ""scanner_scanned"": 113, ""scanner_ready"": 113, ""scanner_pending"": 0, ""scanner_failed"": 1, ""scanner_allowed"": 46, ""scanner_blocked"": 66, ""scanner_dead"": 22, ""scanner_saw"": 1, ""scanner_ripping"": 43, ""scanner_status_text"": ""READY"", ""scanner_safe"": 46, ""scanner_caution"": 0, ""scanner_risky"": 66, ""scanner_blacklist"": 65, ""scanner_exec_watch"": 43, ""scanner_admitted"": 46, ""signal_funnel"": {""cycle_id"": 45, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-19 22:04:52
,filter_diagnostics,,unknown,2026-03-19 22:19:55
"{""ts"": ""2026-03-19 22:19:55"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 2, ""blocked_count"": 2, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 1, ""hard_blocked_unique_count"": 3, ""execution_watchlist_count"": 0, ""open_positions_count"": 2, ""available_after_bans_count"": 110, ""trade_ready_count"": 41, ""scanner_total"": 113, ""scanner_scanned"": 113, ""scanner_ready"": 113, ""scanner_pending"": 0, ""scanner_failed"": 1, ""scanner_allowed"": 46, ""scanner_blocked"": 66, ""scanner_dead"": 22, ""scanner_saw"": 1, ""scanner_ripping"": 43, ""scanner_status_text"": ""READY"", ""scanner_safe"": 46, ""scanner_caution"": 0, ""scanner_risky"": 66, ""scanner_blacklist"": 65, ""scanner_exec_watch"": 43, ""scanner_admitted"": 46, ""signal_funnel"": {""cycle_id"": 76, ""instruments_scanned"": 42, ""prefilter_skipped"": 71, ""warmup_rejected"": 1, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 44, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-19 22:19:55
,filter_diagnostics,,unknown,2026-03-19 22:35:01
"{""ts"": ""2026-03-19 22:35:01"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 3, ""blocked_count"": 3, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 2, ""hard_blocked_unique_count"": 5, ""execution_watchlist_count"": 0, ""open_positions_count"": 3, ""available_after_bans_count"": 108, ""trade_ready_count"": 38, ""scanner_total"": 113, ""scanner_scanned"": 113, ""scanner_ready"": 113, ""scanner_pending"": 0, ""scanner_failed"": 1, ""scanner_allowed"": 46, ""scanner_blocked"": 66, ""scanner_dead"": 22, ""scanner_saw"": 1, ""scanner_ripping"": 43, ""scanner_status_text"": ""READY"", ""scanner_safe"": 46, ""scanner_caution"": 0, ""scanner_risky"": 66, ""scanner_blacklist"": 65, ""scanner_exec_watch"": 43, ""scanner_admitted"": 46, ""signal_funnel"": {""cycle_id"": 120, ""instruments_scanned"": 40, ""prefilter_skipped"": 73, ""warmup_rejected"": 1, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 40, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-19 22:35:01
,filter_diagnostics,,unknown,2026-03-19 22:50:04
"{""ts"": ""2026-03-19 22:50:04"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 3, ""blocked_count"": 3, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 1, ""hard_blocked_unique_count"": 4, ""execution_watchlist_count"": 0, ""open_positions_count"": 3, ""available_after_bans_count"": 109, ""trade_ready_count"": 38, ""scanner_total"": 113, ""scanner_scanned"": 113, ""scanner_ready"": 113, ""scanner_pending"": 0, ""scanner_failed"": 1, ""scanner_allowed"": 45, ""scanner_blocked"": 67, ""scanner_dead"": 22, ""scanner_saw"": 1, ""scanner_ripping"": 44, ""scanner_status_text"": ""READY"", ""scanner_safe"": 45, ""scanner_caution"": 0, ""scanner_risky"": 67, ""scanner_blacklist"": 66, ""scanner_exec_watch"": 44, ""scanner_admitted"": 45, ""signal_funnel"": {""cycle_id"": 165, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-19 22:50:04
