current_price,error_code,error_msg,event,inst_id,requested_stop,response,side,trade_id,ts
386.9053448275862,,initial_turtle_stop,STOP_REJECTED,TSLA-USDT-SWAP,385.79534482758623,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51280"", ""sMsg"": ""SL trigger price must be less than the last price "", ""tag"": """"}], ""msg"": """"}",long,20260319_220527_TSLA-USDT-SWAP_long,2026-03-19 22:05:30
383.83,,market_already_crossed_stop,STOP_REJECTED,TSLA-USDT-SWAP,385.79534482758623,{},long,20260319_220527_TSLA-USDT-SWAP_long,2026-03-19 22:05:33
112.72,,atr_update,STOP_ERROR,AAVE-USDT-SWAP,112.244,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""reqId"": """", ""sCode"": ""51003"", ""sMsg"": ""Either client order ID or order ID is required.""}], ""msg"": """"}",long,20260319_221337_AAVE-USDT-SWAP_long,2026-03-19 22:25:35
112.72,,switch_to_turtle,STOP_ERROR,AAVE-USDT-SWAP,112.244,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""reqId"": """", ""sCode"": ""51003"", ""sMsg"": ""Either client order ID or order ID is required.""}], ""msg"": """"}",long,20260319_221337_AAVE-USDT-SWAP_long,2026-03-19 22:25:36
1.201,,atr_update,STOP_ERROR,LIT-USDT-SWAP,1.1952,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""reqId"": """", ""sCode"": ""51003"", ""sMsg"": ""Either client order ID or order ID is required.""}], ""msg"": """"}",long,20260319_221531_LIT-USDT-SWAP_long,2026-03-19 22:35:02
1.201,,switch_to_turtle,STOP_ERROR,LIT-USDT-SWAP,1.1952,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""reqId"": """", ""sCode"": ""51003"", ""sMsg"": ""Either client order ID or order ID is required.""}], ""msg"": """"}",long,20260319_221531_LIT-USDT-SWAP_long,2026-03-19 22:40:07
1.543,,atr_update,STOP_ERROR,DOT-USDT-SWAP,1.5056,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""reqId"": """", ""sCode"": ""51003"", ""sMsg"": ""Either client order ID or order ID is required.""}], ""msg"": """"}",long,20260319_222529_DOT-USDT-SWAP_long,2026-03-19 22:40:08
1.203,,switch_to_turtle,STOP_ERROR,LIT-USDT-SWAP,1.1952,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""reqId"": """", ""sCode"": ""51003"", ""sMsg"": ""Either client order ID or order ID is required.""}], ""msg"": """"}",long,20260319_221531_LIT-USDT-SWAP_long,2026-03-19 22:45:16
1.203,,switch_to_turtle,STOP_ERROR,LIT-USDT-SWAP,1.1952,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""reqId"": """", ""sCode"": ""51003"", ""sMsg"": ""Either client order ID or order ID is required.""}], ""msg"": """"}",long,20260319_221531_LIT-USDT-SWAP_long,2026-03-19 22:45:18
1.202,,switch_to_turtle,STOP_ERROR,LIT-USDT-SWAP,1.1952,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""reqId"": """", ""sCode"": ""51003"", ""sMsg"": ""Either client order ID or order ID is required.""}], ""msg"": """"}",long,20260319_221531_LIT-USDT-SWAP_long,2026-03-19 22:50:17
1.546,,atr_update,STOP_ERROR,DOT-USDT-SWAP,1.5117,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""reqId"": """", ""sCode"": ""51003"", ""sMsg"": ""Either client order ID or order ID is required.""}], ""msg"": """"}",long,20260319_222529_DOT-USDT-SWAP_long,2026-03-19 22:50:18
1.202,,switch_to_turtle,STOP_ERROR,LIT-USDT-SWAP,1.1952,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""reqId"": """", ""sCode"": ""51003"", ""sMsg"": ""Either client order ID or order ID is required.""}], ""msg"": """"}",long,20260319_221531_LIT-USDT-SWAP_long,2026-03-19 22:55:25
0.0,,pre_close:ATR стоп 2.0N,STOP_ERROR,DOGE-USDT-SWAP,0.0,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": ""3403970580759011328"", ""clOrdId"": """", ""sCode"": ""51400"", ""sMsg"": ""Order cancellation failed as the order has been filled, canceled or does not exist."", ""tag"": """"}], ""msg"": """"}",long,20260319_223025_DOGE-USDT-SWAP_long,2026-03-19 22:59:44
