avg_px,exchange_stop_status,hybrid_stop_mode,inst_id,last_px,qty,side,stop_price,sync_status,system_name,trade_id,turtle_exit_period
1.2007479674796748,active,DONCHIAN_ACTIVE,LIT-USDT-SWAP,1.202,984.0,long,1.1952,SYNC_OK,Turtle 55,20260319_221531_LIT-USDT-SWAP_long,20
1.5435,active,DONCHIAN_ACTIVE,DOT-USDT-SWAP,1.546,3739.2,long,1.5123,SYNC_OK,Turtle 55,20260319_222529_DOT-USDT-SWAP_long,20
0.2588,active,ATR_INITIAL,CRV-USDT-SWAP,0.2588,10434.0,long,0.24588999999999997,SYNC_OK,Turtle 55,20260319_225520_CRV-USDT-SWAP_long,20
