early_exit_flag,early_exit_gap_pct,exit_efficiency,exit_reason,hybrid_stop_mode,inst_id,mfe_pct,realized_pnl_pct,realized_r,side,system_name,trade_id,trend_capture_ratio,trend_move_r,trend_strength_r,turtle_exit_period,units
False,0.396876,0.0,stopout_cooldown,DONCHIAN_ACTIVE,2Z-USDT-SWAP,0.396876,-0.29481225962202384,-1.253592,short,Turtle 20,20260323_070448_2Z-USDT-SWAP_short,-0.742832,1.687585,1.687585,10,1
False,0.661021,0.0,stopout_cooldown,DONCHIAN_ACTIVE,2Z-USDT-SWAP,0.661021,-0.30746445888599866,-1.307228,short,Turtle 20,20260323_070234_2Z-USDT-SWAP_short,-0.465136,2.810421,2.810421,10,1
False,0.459465,0.0,stopout_cooldown,DONCHIAN_ACTIVE,2Z-USDT-SWAP,0.459465,-0.37234991336196277,-1.579891,short,Turtle 20,20260323_070029_2Z-USDT-SWAP_short,-0.810399,1.949522,1.949522,10,1
False,0.25016,0.0,stopout_cooldown,ATR_INITIAL,BTC-USDT-SWAP,0.25016,-0.4773657016033055,-0.950648,long,Turtle 55,20260323_061006_BTC-USDT-SWAP_long,-1.908242,0.49818,0.49818,20,1
False,1.961584,0.0,stopout_cooldown,DONCHIAN_ACTIVE,MINA-USDT-SWAP,1.961584,-0.7300165371112654,-1.074916,short,Turtle 20,20260323_065022_MINA-USDT-SWAP_short,-0.372157,2.88834,2.88834,10,1
False,0.018491,0.0,stopout_cooldown,ATR_INITIAL,LTC-USDT-SWAP,0.018491,-0.27736686390532284,-1.145048,long,Turtle 55,20260323_060534_LTC-USDT-SWAP_long,-15.000101,0.076336,0.076336,20,1
False,0.219298,0.0,stopout_cooldown,ATR_INITIAL,DOGE-USDT-SWAP,0.219298,-0.4934210526315854,-1.022728,long,Turtle 55,20260323_060516_DOGE-USDT-SWAP_long,-2.250003,0.454545,0.454545,20,1
False,0.487013,-4.329666,канальный_выход_10_свечей,DONCHIAN_ACTIVE,COMP-USDT-SWAP,0.487013,-0.3504433207171724,-0.696365,long,Turtle 20,20260323_042644_COMP-USDT-SWAP_long,-0.719577,0.967742,0.967742,10,4
False,0.175096,0.0,stopout_cooldown,ATR_INITIAL,IOTA-USDT-SWAP,0.175096,-0.41386337832776726,-1.021023,long,Turtle 55,20260323_060546_IOTA-USDT-SWAP_long,-2.363637,0.431971,0.431971,20,1
False,0.747065,-12.787682,канальный_выход_20_свечей,DONCHIAN_ACTIVE,ARB-USDT-SWAP,0.747065,-0.5251375264116245,-1.261677,long,Turtle 55,20260323_052602_ARB-USDT-SWAP_long,-0.702934,1.794872,1.794872,20,3
False,0.052129,0.0,stopout_cooldown,ATR_INITIAL,IOTA-USDT-SWAP,0.052129,-0.5210142410559252,-1.315094,long,Turtle 20,20260323_053024_IOTA-USDT-SWAP_long,-9.99471,0.131579,0.131579,10,1
False,0.600181,0.0,stopout_cooldown,DONCHIAN_ACTIVE,IMX-USDT-SWAP,0.600181,-0.4954011259980625,-1.537415,long,Turtle 20,20260323_053020_IMX-USDT-SWAP_long,-0.82542,1.862585,1.862585,10,1
False,0.220167,-3.611837,stopout_cooldown,DONCHIAN_ACTIVE,LRC-USDT-SWAP,0.220167,-0.8279432156757759,-1.457568,short,Turtle 55,20260323_051020_LRC-USDT-SWAP_short,-3.760524,0.387597,0.387597,20,2
False,0.389908,-2.187304,stopout_cooldown,DONCHIAN_ACTIVE,LINK-USDT-SWAP,0.389908,-0.4016873873317243,-0.690871,long,Turtle 20,20260323_042157_LINK-USDT-SWAP_long,-1.030211,0.670611,0.670611,10,1
False,0.0,0.0,stopout_cooldown,ATR_INITIAL,OP-USDT-SWAP,0.0,-0.6055363321799242,0.0,long,Turtle 55,20260323_044608_OP-USDT-SWAP_long,0.0,0.0,0.0,20,1
False,0.275938,-2.954545,канальный_выход_10_свечей,DONCHIAN_ACTIVE,DOGE-USDT-SWAP,0.275938,-0.23883887562009729,-0.627213,long,Turtle 20,20260323_042149_DOGE-USDT-SWAP_long,-0.865553,0.724638,0.724638,10,3
False,1.462604,-2.071356,stopout_cooldown,DONCHIAN_ACTIVE,LQTY-USDT-SWAP,1.462604,-0.5009836047630499,-0.958231,short,Turtle 20,20260323_033027_LQTY-USDT-SWAP_short,-0.342529,2.797518,2.797518,10,2
False,1.249573,-2.66687,stopout_cooldown,DONCHIAN_ACTIVE,CFX-USDT-SWAP,1.249573,-0.5331667739851208,-1.146976,short,Turtle 20,20260323_033549_CFX-USDT-SWAP_short,-0.426679,2.688148,2.688148,10,1
False,1.049318,-22.458922,stopout_cooldown,DONCHIAN_ACTIVE,IOTA-USDT-SWAP,1.049318,-0.2846967442509136,-1.122687,short,Turtle 20,20260323_031147_IOTA-USDT-SWAP_short,-0.271316,4.137931,4.137931,10,2
False,0.502107,0.0,stopout_cooldown,DONCHIAN_ACTIVE,IMX-USDT-SWAP,0.502107,-0.537714425437764,-1.199123,short,Turtle 20,20260323_030919_IMX-USDT-SWAP_short,-1.070916,1.119717,1.119717,10,1
False,0.229,0.0,stopout_cooldown,ATR_INITIAL,LINK-USDT-SWAP,0.229,-0.5610163129303403,-0.882866,long,Turtle 20,20260323_021553_LINK-USDT-SWAP_long,-2.449853,0.360375,0.360375,10,1
False,0.186254,-16.0,stopout_cooldown,DONCHIAN_ACTIVE,LTC-USDT-SWAP,0.186254,-0.29800707766808826,-0.851066,long,Turtle 20,20260323_015516_LTC-USDT-SWAP_long,-1.600004,0.531915,0.531915,10,1
False,1.969594,0.463987,канальный_выход_20_свечей,DONCHIAN_ACTIVE,CFX-USDT-SWAP,3.106098,1.1365035079804662,4.187943,short,Turtle 55,20260322_220540_CFX-USDT-SWAP_short,0.365894,11.445783,11.445783,20,4
False,0.609013,-3.076923,stopout_cooldown,DONCHIAN_ACTIVE,IOTA-USDT-SWAP,0.609013,-0.3478865889719931,-0.774924,long,Turtle 20,20260323_012541_IOTA-USDT-SWAP_long,-0.57123,1.356589,1.356589,10,2
False,0.064613,0.0,stopout_cooldown,ATR_INITIAL,AUCTION-USDT-SWAP,0.064613,-0.4522937755761342,-1.088087,short,Turtle 55,20260323_010700_AUCTION-USDT-SWAP_short,-7.000043,0.15544,0.15544,20,1
False,1.005083,-5.304348,канальный_выход_20_свечей,DONCHIAN_ACTIVE,LINK-USDT-SWAP,1.005083,-0.47202661920606626,-1.05035,short,Turtle 55,20260323_001158_LINK-USDT-SWAP_short,-0.469639,2.236504,2.236504,20,3
False,0.0,0.0,stopout_cooldown,ATR_INITIAL,DOGE-USDT-SWAP,0.0,-0.5036373810856251,0.0,short,Turtle 55,20260323_002625_DOGE-USDT-SWAP_short,0.0,0.0,0.0,20,1
False,0.086484,0.0,stopout_cooldown,ATR_INITIAL,LQTY-USDT-SWAP,0.086484,-0.45983935530718395,-1.034878,long,Turtle 20,20260323_001201_LQTY-USDT-SWAP_long,-5.317045,0.194634,0.194634,10,1
False,0.473479,0.857143,stopout_cooldown,DONCHIAN_ACTIVE,BCH-USDT-SWAP,0.731655,0.25817555938037623,1.395048,short,Turtle 55,20260322_235516_BCH-USDT-SWAP_short,0.352865,3.953488,3.953488,20,1
False,0.0,0.0,stopout_cooldown,ATR_INITIAL,IMX-USDT-SWAP,0.0,-0.25608194622278085,0.0,short,Turtle 55,20260322_234304_IMX-USDT-SWAP_short,0.0,0.0,0.0,20,1
False,0.074651,0.0,stopout_cooldown,ATR_INITIAL,CRV-USDT-SWAP,0.074651,-0.520486089331487,-1.072584,long,Turtle 20,20260322_232520_CRV-USDT-SWAP_long,-6.972259,0.153836,0.153836,10,1
False,0.184077,0.0,stopout_cooldown,DONCHIAN_ACTIVE,KSM-USDT-SWAP,0.184077,-0.39116428900138855,-1.214289,long,Turtle 20,20260322_232738_KSM-USDT-SWAP_long,-2.125004,0.571429,0.571429,10,1
False,0.226363,-1.642506,stopout_cooldown,DONCHIAN_ACTIVE,IOTA-USDT-SWAP,0.226363,-0.27093348589705024,-0.889124,short,Turtle 55,20260322_225231_IOTA-USDT-SWAP_short,-1.196898,0.742857,0.742857,20,2
False,0.088778,-24.337515,stopout_cooldown,ATR_INITIAL,BTC-USDT-SWAP,0.088778,-0.39317290103094754,-0.995572,short,Turtle 55,20260322_225228_BTC-USDT-SWAP_short,-4.42872,0.224799,0.224799,20,1
False,0.930626,-0.676903,канальный_выход_20_свечей,DONCHIAN_ACTIVE,ICP-USDT-SWAP,0.930626,-0.4623851531324985,-2.02422,short,Turtle 55,20260322_220537_ICP-USDT-SWAP_short,-0.496854,4.074074,4.074074,20,4
False,0.185977,-1.4,канальный_выход_20_свечей,DONCHIAN_ACTIVE,LTC-USDT-SWAP,0.185977,-0.08683247534577966,-0.405999,short,Turtle 55,20260322_223055_LTC-USDT-SWAP_short,-0.466899,0.869565,0.869565,20,3
False,0.475382,-1.909091,канальный_выход_20_свечей,DONCHIAN_ACTIVE,INJ-USDT-SWAP,0.475382,-0.2376910016977969,-0.786517,short,Turtle 55,20260322_223730_INJ-USDT-SWAP_short,-0.5,1.573034,1.573034,20,3
False,0.261289,-0.617138,stopout_cooldown,DONCHIAN_ACTIVE,IOTA-USDT-SWAP,0.261289,-0.0645658848800963,-0.239979,short,Turtle 55,20260322_222008_IOTA-USDT-SWAP_short,-0.247105,0.971161,0.971161,20,2
False,0.27885,0.0,stopout_cooldown,DONCHIAN_ACTIVE,BCH-USDT-SWAP,0.27885,-0.22568511552928774,-1.237817,short,Turtle 20,20260322_213626_BCH-USDT-SWAP_short,-0.809342,1.529412,1.529412,10,2
False,0.055741,0.0,stopout_cooldown,ATR_INITIAL,LTC-USDT-SWAP,0.055741,-0.22296544035673993,-1.428581,short,Turtle 55,20260322_213617_LTC-USDT-SWAP_short,-4.000026,0.357143,0.357143,20,1
False,0.071852,-4.6,stopout_cooldown,ATR_INITIAL,ETHFI-USDT-SWAP,0.071852,-0.41314891323874253,-1.337208,short,Turtle 20,20260322_210547_ETHFI-USDT-SWAP_short,-5.749999,0.232558,0.232558,10,1
False,1.667047,-4.75,stopout_cooldown,DONCHIAN_ACTIVE,LINK-USDT-SWAP,1.667047,-0.21694450787851258,-0.855856,short,Turtle 20,20260322_210541_LINK-USDT-SWAP_short,-0.130137,6.576577,6.576577,10,1
False,0.000156,0.0,stopout_cooldown,ATR_INITIAL,LTC-USDT-SWAP,0.000156,-0.16654097290875255,-1.09853,short,Turtle 20,20260322_210553_LTC-USDT-SWAP_short,-1067.570339,0.001029,0.001029,10,1
False,0.038149,-2.173352,stopout_cooldown,ATR_INITIAL,AUCTION-USDT-SWAP,0.038149,-0.17599345160163,-1.067346,short,Turtle 20,20260322_202535_AUCTION-USDT-SWAP_short,-4.613318,0.231362,0.231362,10,1
False,0.0,0.0,stopout_cooldown,ATR_INITIAL,ENA-USDT-SWAP,0.0,-0.23777779486771483,0.0,short,Turtle 55,20260322_200646_ENA-USDT-SWAP_short,0.0,0.0,0.0,20,1
