avg_px,hybrid_stop_mode,inst_id,last_px,peak_pnl_pct,pnl_pct,position_age_sec,qty,reconciler_interval_sec,side,sync_status,system_name,trade_id,trend_hold_state,turtle_exit_period
18.60226634251756,DONCHIAN_ACTIVE,COMP-USDT-SWAP,18.63,0.2859918865139998,0.44726255884829325,0,2961.6,10,long,SYNC_OK,Turtle 55,20260323_072525_COMP-USDT-SWAP_long,,20
0.2763320277423442,DONCHIAN_ACTIVE,LQTY-USDT-SWAP,0.2763,0.6540615144236219,-0.03477093401648125,0,19911.8,10,long,SYNC_OK,Turtle 20,20260323_075056_LQTY-USDT-SWAP_long,,10
1.2915470361445784,ATR_INITIAL,NEAR-USDT-SWAP,1.2915470361445784,0.0,0.0,0,207.5,10,long,SYNC_OK,Turtle 55,20260323_075617_NEAR-USDT-SWAP_long,,20
54.1,ATR_INITIAL,LTC-USDT-SWAP,54.1,0.0,0.0,0,49.5,10,long,SYNC_OK,Turtle 55,20260323_075620_LTC-USDT-SWAP_long,,20
0.0904989881956156,ATR_INITIAL,HBAR-USDT-SWAP,0.0904989881956156,0.0,0.0,0,296.5,10,long,SYNC_OK,Turtle 55,20260323_075625_HBAR-USDT-SWAP_long,,20
0.0579652718360072,ATR_INITIAL,IOTA-USDT-SWAP,0.0579652718360072,0.0,0.0,0,4488.0,10,long,SYNC_OK,Turtle 55,20260323_075629_IOTA-USDT-SWAP_long,,20
4.702,ATR_INITIAL,AUCTION-USDT-SWAP,4.702,0.0,0.0,0,5527.7,10,long,SYNC_OK,Turtle 55,20260323_075633_AUCTION-USDT-SWAP_long,,20
68455.8,ATR_INITIAL,BTC-USDT-SWAP,68455.8,0.0,0.0,0,3.79,10,long,SYNC_OK,Turtle 20,20260323_075637_BTC-USDT-SWAP_long,,10
2.392945418069499,ATR_INITIAL,ICP-USDT-SWAP,2.392945418069499,0.0,0.0,0,105025.6,10,long,SYNC_OK,Turtle 20,20260323_075642_ICP-USDT-SWAP_long,,10
0.1165578585671228,ATR_INITIAL,OP-USDT-SWAP,0.1165578585671228,0.0,0.0,0,21565.0,10,long,SYNC_OK,Turtle 20,20260323_075647_OP-USDT-SWAP_long,,10
4.414829521463758,ATR_INITIAL,KSM-USDT-SWAP,4.414829521463758,0.0,0.0,0,5684.0,10,long,STOP_MISSING,Turtle 20,20260323_075651_KSM-USDT-SWAP_long,,10
