category,extra,message,severity,source,time,title,traceback
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for BIO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:00:30,Market-data worker fetch failed for BIO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for AAVE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 02:00:30,Manage failed for AAVE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for HOME-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:03:34,Market-data worker fetch failed for HOME-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for ICP-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 02:03:34,Entry eval failed for ICP-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 212}",Scanner refresh temporary failure for CFX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:04:49,Scanner refresh temporary failure for CFX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for FIL-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:04:49,Market-data worker fetch failed for FIL-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for XAG-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:08:05,Market-data worker fetch failed for XAG-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 212}",Scanner refresh temporary failure for DOT-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:08:05,Scanner refresh temporary failure for DOT-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for LTC-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:08:18,Market-data worker fetch failed for LTC-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for LTC-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 02:08:18,Manage failed for LTC-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for GMT-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:14:21,Market-data worker fetch failed for GMT-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for ETHFI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 02:14:21,Entry eval failed for ETHFI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for YGG-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:22:15,Market-data worker fetch failed for YGG-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for LINK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 02:22:15,Manage failed for LINK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for BLUAI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:34:07,Market-data worker fetch failed for BLUAI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 212}",Scanner refresh temporary failure for SOL-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:34:07,Scanner refresh temporary failure for SOL-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for AUCTION-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 02:34:09,Entry eval failed for AUCTION-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for BOME-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:34:09,Market-data worker fetch failed for BOME-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for NEO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:38:56,Market-data worker fetch failed for NEO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for TRX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 02:38:56,Manage failed for TRX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for YB-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:39:16,Market-data worker fetch failed for YB-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for INJ-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 02:39:16,Entry eval failed for INJ-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for HBAR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:48:25,Market-data worker fetch failed for HBAR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for TRX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 02:48:25,Manage failed for TRX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for LTC-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:49:58,Market-data worker fetch failed for LTC-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for LINK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 02:49:58,Manage failed for LINK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for MET-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:56:56,Market-data worker fetch failed for MET-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for ENA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 02:56:56,Entry eval failed for ENA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for THETA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:57:17,Market-data worker fetch failed for THETA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for CRV-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 02:57:17,Entry eval failed for CRV-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for H-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 02:59:25,Market-data worker fetch failed for H-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for AUCTION-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 02:59:25,Entry eval failed for AUCTION-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for COAI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:03:23,Market-data worker fetch failed for COAI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for XLM-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 03:03:23,Entry eval failed for XLM-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for ATOM-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:07:18,Market-data worker fetch failed for ATOM-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for LQTY-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 03:07:18,Entry eval failed for LQTY-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for MAJOR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:09:17,Market-data worker fetch failed for MAJOR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for OP-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 03:09:17,Entry eval failed for OP-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for A-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:13:56,Market-data worker fetch failed for A-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 212}",Scanner refresh temporary failure for TEST1234-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:19:44,Scanner refresh temporary failure for TEST1234-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for ETC-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:19:44,Market-data worker fetch failed for ETC-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for BAND-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:22:11,Market-data worker fetch failed for BAND-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for ASTER-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 03:22:11,Entry eval failed for ASTER-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for CRV-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 03:28:17,Entry eval failed for CRV-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for MUBARAK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:28:17,Market-data worker fetch failed for MUBARAK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for LTC-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:36:18,Market-data worker fetch failed for LTC-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for CFX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 03:36:18,Manage failed for CFX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for PIGGY-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:37:49,Market-data worker fetch failed for PIGGY-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for RESOLV-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 03:37:49,Entry eval failed for RESOLV-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for AKITA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:38:18,Market-data worker fetch failed for AKITA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for XLM-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 03:38:18,Entry eval failed for XLM-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for COAI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:42:46,Market-data worker fetch failed for COAI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for LINK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 03:42:46,Manage failed for LINK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for SPK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:43:29,Market-data worker fetch failed for SPK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for LINK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 03:43:29,Manage failed for LINK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for MAJOR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:48:42,Market-data worker fetch failed for MAJOR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for PEPE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 03:48:42,Entry eval failed for PEPE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for HOME-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:49:52,Market-data worker fetch failed for HOME-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for OP-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 03:49:52,Entry eval failed for OP-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for MAJOR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:54:09,Market-data worker fetch failed for MAJOR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for IOTA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 03:54:09,Entry eval failed for IOTA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for TEST3110-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:54:30,Market-data worker fetch failed for TEST3110-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for XTZ-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:55:56,Market-data worker fetch failed for XTZ-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for KSM-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 03:55:56,Entry eval failed for KSM-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for LRC-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 03:57:32,Entry eval failed for LRC-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for AVAX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:57:32,Market-data worker fetch failed for AVAX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for ETC-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 03:57:49,Market-data worker fetch failed for ETC-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for AKITA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 04:02:50,Market-data worker fetch failed for AKITA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for ICP-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 04:02:50,Entry eval failed for ICP-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for TRX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 04:03:21,Manage failed for TRX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for HMSTR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 04:03:21,Market-data worker fetch failed for HMSTR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
