category,extra,message,severity,source,time,title,traceback
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for INJ-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-22 20:49:33,Entry eval failed for INJ-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for HBAR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-22 20:49:33,Market-data worker fetch failed for HBAR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for SAND-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-22 21:14:37,Market-data worker fetch failed for SAND-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for INJ-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-22 21:14:37,Manage failed for INJ-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for XAU-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-22 21:17:02,Market-data worker fetch failed for XAU-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for SUI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-22 21:17:02,Manage failed for SUI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for BCH-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-22 21:23:10,Market-data worker fetch failed for BCH-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for CATI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-22 21:24:29,Market-data worker fetch failed for CATI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for ICP-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-22 21:24:29,Entry eval failed for ICP-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for MUBARAK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-22 21:51:16,Market-data worker fetch failed for MUBARAK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for XSR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-22 22:08:55,Market-data worker fetch failed for XSR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for INJ-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-22 22:08:55,Manage failed for INJ-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for XTZ-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-22 22:08:55,Market-data worker fetch failed for XTZ-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for ETHFI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-22 22:08:55,Manage failed for ETHFI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for IMX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-22 22:16:43,Market-data worker fetch failed for IMX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for ADA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-22 22:16:43,Manage failed for ADA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for MAGIC-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-22 22:24:50,Market-data worker fetch failed for MAGIC-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for ICP-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-22 22:24:50,Manage failed for ICP-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for QTUM-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-22 22:57:36,Market-data worker fetch failed for QTUM-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for AAVE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-22 22:57:36,Manage failed for AAVE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for ZETA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-22 23:03:26,Market-data worker fetch failed for ZETA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 212}",Scanner refresh temporary failure for ATOM-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-22 23:03:26,Scanner refresh temporary failure for ATOM-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for CRO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-22 23:24:02,Market-data worker fetch failed for CRO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for KSM-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-22 23:24:02,Entry eval failed for KSM-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for AVAX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 00:01:01,Market-data worker fetch failed for AVAX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for ETHFI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 00:01:01,Entry eval failed for ETHFI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for BIO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 00:01:03,Market-data worker fetch failed for BIO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for KAITO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 00:01:03,Entry eval failed for KAITO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for HMSTR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 00:58:36,Market-data worker fetch failed for HMSTR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for CFX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 00:58:36,Manage failed for CFX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for MUBARAK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 01:20:27,Market-data worker fetch failed for MUBARAK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for TRX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 01:20:27,Manage failed for TRX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for ROBO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 01:21:54,Market-data worker fetch failed for ROBO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 212}",Scanner refresh temporary failure for CELO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 01:21:54,Scanner refresh temporary failure for CELO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for LIT-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 01:24:17,Market-data worker fetch failed for LIT-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for IMX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 01:24:17,Manage failed for IMX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for RESOLV-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 01:32:44,Market-data worker fetch failed for RESOLV-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for CELO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 01:33:25,Market-data worker fetch failed for CELO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for CFX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 01:33:25,Manage failed for CFX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for 2Z-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 01:39:55,Market-data worker fetch failed for 2Z-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for BCH-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 01:39:55,Entry eval failed for BCH-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for IMX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 01:41:14,Market-data worker fetch failed for IMX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for DOGE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 01:41:14,Entry eval failed for DOGE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for HMSTR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 01:41:53,Market-data worker fetch failed for HMSTR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for AAVE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 01:41:53,Manage failed for AAVE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for HBAR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 01:43:15,Market-data worker fetch failed for HBAR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 212}",Scanner refresh temporary failure for YB-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 01:43:15,Scanner refresh temporary failure for YB-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for IOTA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 01:46:01,Market-data worker fetch failed for IOTA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for CFX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 01:46:01,Manage failed for CFX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for A-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 01:49:29,Market-data worker fetch failed for A-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for OP-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 01:49:29,Entry eval failed for OP-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for COMP-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 01:49:51,Market-data worker fetch failed for COMP-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for XLM-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 01:49:51,Entry eval failed for XLM-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for BNB-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 01:52:32,Market-data worker fetch failed for BNB-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for TRX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 01:52:32,Manage failed for TRX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for SUI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 01:53:57,Entry eval failed for SUI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for CATI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 01:53:57,Market-data worker fetch failed for CATI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for DOT-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 01:55:27,Market-data worker fetch failed for DOT-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'manage_open_positions', 'lineno': 5955}",Manage failed for AAVE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 01:55:27,Manage failed for AAVE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for 1INCH-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 01:57:39,Market-data worker fetch failed for 1INCH-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'WARNING', 'module': 'main_v098', 'funcName': 'scan_markets', 'lineno': 4004}",Entry eval failed for SOL-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,WARNING,logging:root,2026-03-23 01:57:39,Entry eval failed for SOL-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
