atr,avg_px,close_pending,entry_time,inst_id,last_px,next_unit_level,peak_pnl_pct,peak_unrealized_pnl,pnl_pct,position_age_sec,qty,side,stop_price,trade_id,units,unrealized_pnl
0.013499999999999979,18.60226634251756,False,2026-03-23 07:25:25,COMP-USDT-SWAP,18.63,18.61076634251756,0.2859918865139998,5.251999999999904,0.44726255884829325,0,2961.6,long,18.583,20260323_072525_COMP-USDT-SWAP_long,2,8.213599999999316
0.00041500000000000147,0.2763320277423442,False,2026-03-23 07:50:56,LQTY-USDT-SWAP,0.2763,0.27653952774234425,0.6540615144236219,5.9864599999972725,-0.03477093401648125,0,19911.8,long,0.275018702277042,20260323_075056_LQTY-USDT-SWAP_long,2,-0.6377300000098721
0.002550000000000008,1.2915470361445784,False,2026-03-23 07:56:17,NEAR-USDT-SWAP,1.2915470361445784,1.2928220361445784,0.0,0.0,0.0,0,207.5,long,1.2864470361445783,20260323_075617_NEAR-USDT-SWAP_long,1,0.0
0.036000000000000296,54.1,False,2026-03-23 07:56:21,LTC-USDT-SWAP,54.1,54.118,0.0,0.0,0.0,0,49.5,long,54.028,20260323_075620_LTC-USDT-SWAP_long,1,0.0
7.499999999999799e-05,0.0904989881956156,False,2026-03-23 07:56:25,HBAR-USDT-SWAP,0.0904989881956156,0.09053648819561559,0.0,0.0,0.0,0,296.5,long,0.0903489881956156,20260323_075625_HBAR-USDT-SWAP_long,1,0.0
5.850000000000057e-05,0.0579652718360072,False,2026-03-23 07:56:30,IOTA-USDT-SWAP,0.0579652718360072,0.0579945218360072,0.0,0.0,0.0,0,4488.0,long,0.0578482718360072,20260323_075629_IOTA-USDT-SWAP_long,1,0.0
0.004000000000000048,4.702,False,2026-03-23 07:56:33,AUCTION-USDT-SWAP,4.702,4.704,0.0,0.0,0.0,0,5527.7,long,4.694,20260323_075633_AUCTION-USDT-SWAP_long,1,0.0
178.375,68455.8,False,2026-03-23 07:56:38,BTC-USDT-SWAP,68455.8,68544.9875,0.0,0.0,0.0,0,3.79,long,68099.05,20260323_075637_BTC-USDT-SWAP_long,1,0.0
0.0026000000000000246,2.392945418069499,False,2026-03-23 07:56:43,ICP-USDT-SWAP,2.392945418069499,2.394245418069499,0.0,0.0,0.0,0,105025.6,long,2.3877454180694992,20260323_075642_ICP-USDT-SWAP_long,1,0.0
0.0002339999999999988,0.1165578585671228,False,2026-03-23 07:56:47,OP-USDT-SWAP,0.1165578585671228,0.1166748585671228,0.0,0.0,0.0,0,21565.0,long,0.1160898585671228,20260323_075647_OP-USDT-SWAP_long,1,0.0
0.0037000000000000366,4.414829521463758,False,2026-03-23 07:56:51,KSM-USDT-SWAP,4.414829521463758,4.416679521463758,0.0,0.0,0.0,0,5684.0,long,4.407429521463758,20260323_075651_KSM-USDT-SWAP_long,1,0.0
