early_exit_flag,early_exit_gap_pct,inst_id,last_stop_move_reason,mae_pct,market_risk_score,mfe_pct,pnl_pct,side,stop_move_events,trade_id,unit_add_events
False,0.732601,ETC-USDT-SWAP,closed_candle,0.976801,9.75,0.732601,-0.7960808328230189,short,6,20260327_040802_ETC-USDT-SWAP_short,3
False,0.449309,XLM-USDT-SWAP,STOP_STRATEGY_RECALC,0.990783,16.75,0.449309,-0.1604967210745841,short,4,20260327_061333_XLM-USDT-SWAP_short,1
False,0.125067,MINA-USDT-SWAP,STOP_STRATEGY_RECALC,0.750402,9.25,0.125067,-0.965319985698961,long,5,20260327_042155_MINA-USDT-SWAP_long,0
False,0.470746,IMX-USDT-SWAP,STOP_STRATEGY_RECALC,1.075992,8.25,0.470746,-0.4604511436251835,long,1,20260327_061827_IMX-USDT-SWAP_long,3
False,0.382742,LDO-USDT-SWAP,STOP_STRATEGY_RECALC,0.800278,7.0,0.382742,-0.48819716384288075,short,0,20260327_061830_LDO-USDT-SWAP_short,1
False,0.561836,KSM-USDT-SWAP,closed_candle,0.675833,7.25,0.629224,0.06738796382844765,long,7,20260327_042150_KSM-USDT-SWAP_long,3
False,2.992402,YGG-USDT-SWAP,post_close:Канальный выход 10 свечей,11.242604,9.75,9.763314,6.770912478421261,long,21,20260327_014759_YGG-USDT-SWAP_long,3
False,0.212196,LINK-USDT-SWAP,post_close:Ротация под новый сигнал BCH-USDT-SWAP,0.792942,0.5,0.212196,-0.41336163557145356,long,2,20260327_053933_LINK-USDT-SWAP_long,0
False,0.763249,NEO-USDT-SWAP,manage_cycle_reconcile,23.929967,6.5,0.763249,-19.5408548462546,short,1,20260327_042414_NEO-USDT-SWAP_short,0
False,0.810127,CFX-USDT-SWAP,post_close:Канальный выход 10 свечей,0.810127,2.5,0.810127,-0.08044008755082616,long,9,20260327_041717_CFX-USDT-SWAP_long,3
False,0.69242,LQTY-USDT-SWAP,STOP_STRATEGY_RECALC,1.166181,4.25,0.69242,-0.12701759926947306,long,3,20260327_051952_LQTY-USDT-SWAP_long,2
False,0.368155,SYRUP-USDT-SWAP,closed_candle,1.38058,5.5,0.368155,-0.1730303379858693,short,3,20260327_051040_SYRUP-USDT-SWAP_short,3
False,0.172891,LDO-USDT-SWAP,STOP_STRATEGY_RECALC,1.175657,7.0,0.172891,-0.4899691366274858,long,4,20260327_043617_LDO-USDT-SWAP_long,2
False,0.342857,FIL-USDT-SWAP,post_close:Канальный выход 10 свечей,1.371429,1.25,0.342857,-0.2567760342368143,long,4,20260327_041221_FIL-USDT-SWAP_long,3
False,0.128258,XLM-USDT-SWAP,STOP_STRATEGY_RECALC,2.022969,16.75,0.128258,-2.0229689821652532,short,5,20260326_235555_XLM-USDT-SWAP_short,0
False,1.010249,XAG-USDT-SWAP,STOP_STRATEGY_RECALC,1.098097,3.5,1.010249,-0.7465195974591995,short,5,20260327_032835_XAG-USDT-SWAP_short,3
False,0.137804,SYRUP-USDT-SWAP,closed_candle,1.194304,5.5,0.137804,-0.2110782628164899,short,2,20260327_035116_SYRUP-USDT-SWAP_short,1
False,0.196495,INJ-USDT-SWAP,closed_candle,1.410481,4.75,0.196495,-1.4104813059794985,short,9,20260326_235556_INJ-USDT-SWAP_short,0
False,0.763249,NEO-USDT-SWAP,manage_cycle_reconcile,21.360731,6.5,0.763249,-12.51113890454948,short,10,20260326_235554_NEO-USDT-SWAP_short,0
False,0.211313,NEAR-USDT-SWAP,STOP_STRATEGY_RECALC,2.153771,6.0,0.211313,-0.24914694253372469,long,10,20260327_002953_NEAR-USDT-SWAP_long,2
True,2.374044,OP-USDT-SWAP,STOP_STRATEGY_RECALC,1.23434,7.5,2.4042,0.030155962719086476,short,5,20260327_022752_OP-USDT-SWAP_short,0
False,1.36781,LQTY-USDT-SWAP,STOP_STRATEGY_RECALC,1.768028,4.25,1.36781,-0.7470574969712632,long,4,20260326_235554_LQTY-USDT-SWAP_long,3
False,2.201835,OP-USDT-SWAP,STOP_STRATEGY_RECALC,2.899083,7.5,2.201835,-0.38553717863510173,long,10,20260327_002958_OP-USDT-SWAP_long,3
False,0.49054,KSM-USDT-SWAP,closed_candle,1.44826,7.25,0.49054,-0.5216680650385237,long,5,20260327_002955_KSM-USDT-SWAP_long,1
False,0.089575,XTZ-USDT-SWAP,STOP_HEALTH_SOFT_MISSING,1.945963,4.0,0.089575,-0.606793205687337,long,6,20260326_235554_XTZ-USDT-SWAP_long,3
False,0.901172,YGG-USDT-SWAP,post_close:Канальный выход 10 свечей,9.642646,9.75,9.882757,8.981584513884243,short,6,20260326_235555_YGG-USDT-SWAP_short,1
