avg_px,hybrid_stop_mode,inst_id,last_px,peak_pnl_pct,pnl_pct,position_age_sec,qty,reconciler_interval_sec,side,sync_status,system_name,trade_id,trend_hold_state,turtle_exit_period
0.2168,ATR_INITIAL,CRV-USDT-SWAP,0.222,0.0,-7.0613578321266814,0,12502.0,10,short,SYNC_OK,Turtle 20,20260326_235556_CRV-USDT-SWAP_short,,10
85.59,ATR_INITIAL,SOL-USDT-SWAP,85.95,0.0,-1.2619032458086967,0,32.05,10,short,SYNC_OK,Turtle 20,20260326_235556_SOL-USDT-SWAP_short,,10
2.1180983774302002,ATR_INITIAL,LPT-USDT-SWAP,2.129,0.0,-2.5720948032834046,0,13682.0,10,short,SYNC_OK,Turtle 20,20260326_235557_LPT-USDT-SWAP_short,,10
1.33,ATR_INITIAL,DOT-USDT-SWAP,1.32,0.4512620784995961,-2.2563103924979804,0,1788.3,10,long,SYNC_OK,Turtle 20,20260327_004300_DOT-USDT-SWAP_long,,10
0.853,ATR_INITIAL,QTUM-USDT-SWAP,0.845,0.0,-4.683484624582476,0,2977.0,10,long,SYNC_OK,Turtle 55,20260327_021139_QTUM-USDT-SWAP_long,,20
0.0917750000000001,DONCHIAN_ACTIVE,DOGE-USDT-SWAP,0.09192,0.5551650320313192,-0.47394765445872816,0,109.76,10,short,SYNC_OK,Turtle 20,20260327_021929_DOGE-USDT-SWAP_short,,10
0.02337499875,DONCHIAN_ACTIVE,LRC-USDT-SWAP,0.0235,3.5385433527573347,1.6042942034381855,0,12000.0,10,long,SYNC_OK,Turtle 55,20260327_051518_LRC-USDT-SWAP_long,,20
0.1359,ATR_INITIAL,MET-USDT-SWAP,0.1359,1.545021939311552,0.0,0,1740.0,10,short,SYNC_OK,Turtle 55,20260327_061825_MET-USDT-SWAP_short,,20
0.9201743372633086,ATR_INITIAL,SUI-USDT-SWAP,0.92484,0.040393032221268034,-2.5352058559726833,0,2799.0,10,short,SYNC_OK,Turtle 20,20260327_070914_SUI-USDT-SWAP_short,,10
0.2157874441465595,DONCHIAN_ACTIVE,SYRUP-USDT-SWAP,0.2166,0.1215698349438477,-1.1296614452997586,0,2238.0,10,short,SYNC_OK,Turtle 55,20260327_071347_SYRUP-USDT-SWAP_short,,20
