avg_px,exchange_stop_status,hybrid_stop_mode,inst_id,last_px,qty,side,stop_price,sync_status,system_name,trade_id,turtle_exit_period
0.2168,active,ATR_INITIAL,CRV-USDT-SWAP,0.222,12502.0,short,0.21714,SYNC_OK,Turtle 20,20260326_235556_CRV-USDT-SWAP_short,10
85.59,active,ATR_INITIAL,SOL-USDT-SWAP,85.95,32.05,short,85.82300000000001,SYNC_OK,Turtle 20,20260326_235556_SOL-USDT-SWAP_short,10
2.1180983774302002,active,ATR_INITIAL,LPT-USDT-SWAP,2.129,13682.0,short,2.1182983774302,SYNC_OK,Turtle 20,20260326_235557_LPT-USDT-SWAP_short,10
1.33,active,ATR_INITIAL,DOT-USDT-SWAP,1.32,1788.3,long,1.3291,SYNC_OK,Turtle 20,20260327_004300_DOT-USDT-SWAP_long,10
0.853,active,ATR_INITIAL,QTUM-USDT-SWAP,0.845,2977.0,long,0.8526,SYNC_OK,Turtle 55,20260327_021139_QTUM-USDT-SWAP_long,20
0.0917750000000001,active,DONCHIAN_ACTIVE,DOGE-USDT-SWAP,0.09192,109.76,short,0.09182,SYNC_OK,Turtle 20,20260327_021929_DOGE-USDT-SWAP_short,10
0.02337499875,active,DONCHIAN_ACTIVE,LRC-USDT-SWAP,0.0235,12000.0,long,0.02314,SYNC_OK,Turtle 55,20260327_051518_LRC-USDT-SWAP_long,20
0.1359,active,ATR_INITIAL,MET-USDT-SWAP,0.1359,1740.0,short,0.13621,SYNC_OK,Turtle 55,20260327_061825_MET-USDT-SWAP_short,20
0.9201743372633086,active,ATR_INITIAL,SUI-USDT-SWAP,0.92484,2799.0,short,0.9220480000000001,SYNC_OK,Turtle 20,20260327_070914_SUI-USDT-SWAP_short,10
0.2157874441465595,active,DONCHIAN_ACTIVE,SYRUP-USDT-SWAP,0.2166,2238.0,short,0.21617999999999998,SYNC_OK,Turtle 55,20260327_071347_SYRUP-USDT-SWAP_short,20
