current_price,error_code,error_msg,event,inst_id,requested_stop,response,side,trade_id,ts
0.09885,,manage_open_positions,STOP_MISSING,DOGE-USDT-SWAP,0.0,{},short,20260318_140603_DOGE-USDT-SWAP_short,2026-03-18 14:08:45
0.09885,,market_already_crossed_stop,STOP_REJECTED,DOGE-USDT-SWAP,0.09878925000000015,{},short,20260318_140603_DOGE-USDT-SWAP_short,2026-03-18 14:08:48
0.0,,pre_close:Early invalidation: движение против позиции 1.98 ATR,STOP_ERROR,DOGE-USDT-SWAP,0.0,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": ""3400062170753753088"", ""clOrdId"": """", ""sCode"": ""51400"", ""sMsg"": ""Order cancellation failed as the order has been filled, canceled or does not exist."", ""tag"": """"}], ""msg"": """"}",short,20260318_140905_DOGE-USDT-SWAP_short,2026-03-18 14:13:45
467.6,,market_already_crossed_stop,STOP_REJECTED,BCH-USDT-SWAP,467.0,{},short,20260318_140511_BCH-USDT-SWAP_short,2026-03-18 14:20:09
0.17365,,market_already_crossed_stop,STOP_REJECTED,XLM-USDT-SWAP,0.1735886838624339,{},short,20260318_141146_XLM-USDT-SWAP_short,2026-03-18 14:25:10
0.0,,unit_added,STOP_ERROR,XLM-USDT-SWAP,0.1724985873937438,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51278"", ""sMsg"": ""SL trigger price cannot be lower than the last price "", ""tag"": """"}], ""msg"": """"}",short,20260318_143034_XLM-USDT-SWAP_short,2026-03-18 14:31:10
57.28337037037037,,market_already_crossed_stop,STOP_REJECTED,LTC-USDT-SWAP,57.17875,{},short,20260318_143025_LTC-USDT-SWAP_short,2026-03-18 14:31:26
0.1715,,manage_open_positions,STOP_MISSING,XLM-USDT-SWAP,0.0,{},short,20260318_143034_XLM-USDT-SWAP_short,2026-03-18 14:31:51
57.2,,manage_open_positions,STOP_MISSING,LTC-USDT-SWAP,0.0,{},short,20260318_143025_LTC-USDT-SWAP_short,2026-03-18 14:32:13
57.2,,market_already_crossed_stop,STOP_REJECTED,LTC-USDT-SWAP,57.17875,{},short,20260318_143025_LTC-USDT-SWAP_short,2026-03-18 14:32:16
0.0,,unit_added,STOP_ERROR,AAVE-USDT-SWAP,117.74727999590502,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51278"", ""sMsg"": ""SL trigger price cannot be lower than the last price "", ""tag"": """"}], ""msg"": """"}",short,20260318_143055_AAVE-USDT-SWAP_short,2026-03-18 14:32:23
0.1719128123937439,,market_already_crossed_stop,STOP_REJECTED,XLM-USDT-SWAP,0.1716593654921798,{},short,20260318_143034_XLM-USDT-SWAP_short,2026-03-18 14:32:56
117.98,,manage_open_positions,STOP_MISSING,AAVE-USDT-SWAP,0.0,{},short,20260318_143055_AAVE-USDT-SWAP_short,2026-03-18 14:32:59
117.98,,market_already_crossed_stop,STOP_REJECTED,AAVE-USDT-SWAP,117.74727999590502,{},short,20260318_143055_AAVE-USDT-SWAP_short,2026-03-18 14:33:02
0.0,,pre_close:Early invalidation: движение против позиции 3.31 ATR,STOP_ERROR,LTC-USDT-SWAP,0.0,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": ""3400109395664003072"", ""clOrdId"": """", ""sCode"": ""51400"", ""sMsg"": ""Order cancellation failed as the order has been filled, canceled or does not exist."", ""tag"": """"}], ""msg"": """"}",short,20260318_143232_LTC-USDT-SWAP_short,2026-03-18 14:33:04
0.17189,,manage_open_positions,STOP_MISSING,XLM-USDT-SWAP,0.0,{},short,20260318_143034_XLM-USDT-SWAP_short,2026-03-18 14:33:39
0.17189,,market_already_crossed_stop,STOP_REJECTED,XLM-USDT-SWAP,0.1716593654921798,{},short,20260318_143034_XLM-USDT-SWAP_short,2026-03-18 14:33:42
0.1339988202395056,,market_already_crossed_stop,STOP_REJECTED,OP-USDT-SWAP,0.13390875000000002,{},short,20260318_143030_OP-USDT-SWAP_short,2026-03-18 14:34:30
464.97086083003376,,market_already_crossed_stop,STOP_REJECTED,BCH-USDT-SWAP,464.944064440045,{},short,20260318_143016_BCH-USDT-SWAP_short,2026-03-18 14:34:49
462.9,,manage_open_positions,STOP_MISSING,BCH-USDT-SWAP,0.0,{},short,20260318_143016_BCH-USDT-SWAP_short,2026-03-18 14:35:30
464.5281456225253,,market_already_crossed_stop,STOP_REJECTED,BCH-USDT-SWAP,463.69374999999997,{},short,20260318_143016_BCH-USDT-SWAP_short,2026-03-18 14:35:38
0.1328,,manage_open_positions,STOP_MISSING,OP-USDT-SWAP,0.0,{},short,20260318_143030_OP-USDT-SWAP_short,2026-03-18 14:35:44
0.1335659468351103,,market_already_crossed_stop,STOP_REJECTED,OP-USDT-SWAP,0.133164375,{},short,20260318_143030_OP-USDT-SWAP_short,2026-03-18 14:35:52
117.75333333333333,,market_already_crossed_stop,STOP_REJECTED,AAVE-USDT-SWAP,117.65460277777781,{},short,20260318_143315_AAVE-USDT-SWAP_short,2026-03-18 14:35:59
0.1714984581847009,,market_already_crossed_stop,STOP_REJECTED,XLM-USDT-SWAP,0.17138962757960113,{},short,20260318_143400_XLM-USDT-SWAP_short,2026-03-18 14:36:07
0.0607356005244263,,market_already_crossed_stop,STOP_REJECTED,MINA-USDT-SWAP,0.06073375,{},short,20260318_143011_MINA-USDT-SWAP_short,2026-03-18 14:36:27
463.1,,manage_open_positions,STOP_MISSING,BCH-USDT-SWAP,0.0,{},short,20260318_143016_BCH-USDT-SWAP_short,2026-03-18 14:36:29
0.1324,,manage_open_positions,STOP_MISSING,OP-USDT-SWAP,0.0,{},short,20260318_143030_OP-USDT-SWAP_short,2026-03-18 14:36:40
0.1332494798657722,,market_already_crossed_stop,STOP_REJECTED,OP-USDT-SWAP,0.132764375,{},short,20260318_143030_OP-USDT-SWAP_short,2026-03-18 14:36:45
117.65,,manage_open_positions,STOP_MISSING,AAVE-USDT-SWAP,0.0,{},short,20260318_143315_AAVE-USDT-SWAP_short,2026-03-18 14:36:48
