cooldown_blocked,cooldown_expired,cooldown_required_seconds,event,final_decision_allow_true_false,final_reason,inst_id,last_exit_reason,last_trade_pnl,price,recent_stopout_present,recent_trade_penalty,recovery_atr_actual,recovery_atr_required,recovery_blocked,seconds_since_last_close,side,timeframe,ts
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0828,False,,,,False,,long,5m,2026-03-18 14:03:59
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0828,False,,,,False,,short,5m,2026-03-18 14:03:59
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,119.67,False,,,,False,,long,5m,2026-03-18 14:03:59
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,119.67,False,,,,False,,short,5m,2026-03-18 14:03:59
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0828,False,,,,False,,long,5m,2026-03-18 14:04:11
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0828,False,,,,False,,short,5m,2026-03-18 14:04:11
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,119.67,False,,,,False,,long,5m,2026-03-18 14:04:11
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,119.67,False,,,,False,,short,5m,2026-03-18 14:04:11
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0828,False,,,,False,,long,5m,2026-03-18 14:04:24
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0828,False,,,,False,,short,5m,2026-03-18 14:04:24
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,119.67,False,,,,False,,long,5m,2026-03-18 14:04:25
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,119.67,False,,,,False,,short,5m,2026-03-18 14:04:25
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.7264,False,,,,False,,long,5m,2026-03-18 14:04:25
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.7264,False,,,,False,,short,5m,2026-03-18 14:04:25
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0828,False,,,,False,,long,5m,2026-03-18 14:04:37
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0828,False,,,,False,,short,5m,2026-03-18 14:04:37
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,119.67,False,,,,False,,long,5m,2026-03-18 14:04:37
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,119.67,False,,,,False,,short,5m,2026-03-18 14:04:37
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.7264,False,,,,False,,long,5m,2026-03-18 14:04:38
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.7264,False,,,,False,,short,5m,2026-03-18 14:04:38
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0828,False,,,,False,,long,5m,2026-03-18 14:04:50
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0828,False,,,,False,,short,5m,2026-03-18 14:04:50
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,119.67,False,,,,False,,long,5m,2026-03-18 14:04:51
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,119.67,False,,,,False,,short,5m,2026-03-18 14:04:51
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.7264,False,,,,False,,long,5m,2026-03-18 14:04:51
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.7264,False,,,,False,,short,5m,2026-03-18 14:04:51
False,,,reentry_check,True,ok,BCH-USDT-SWAP,,,467.9,False,,,,False,,long,5m,2026-03-18 14:04:51
False,,,reentry_check,True,ok,BCH-USDT-SWAP,,,467.9,False,,,,False,,short,5m,2026-03-18 14:04:51
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0822,False,,,,False,,long,5m,2026-03-18 14:05:04
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0822,False,,,,False,,short,5m,2026-03-18 14:05:04
,,,reentry_check,True,scan,2Z-USDT-SWAP,,,0.0822,False,0.0,,,,,scan,5m,2026-03-18 14:05:04
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,119.3,False,,,,False,,long,5m,2026-03-18 14:05:05
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,119.3,False,,,,False,,short,5m,2026-03-18 14:05:05
,,,reentry_check,True,scan,AAVE-USDT-SWAP,,,119.3,False,0.0,,,,,scan,5m,2026-03-18 14:05:05
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.7231,False,,,,False,,long,5m,2026-03-18 14:05:05
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.7231,False,,,,False,,short,5m,2026-03-18 14:05:05
,,,reentry_check,True,scan,ASTER-USDT-SWAP,,,0.7231,False,0.0,,,,,scan,5m,2026-03-18 14:05:05
False,,,reentry_check,True,ok,BCH-USDT-SWAP,,,467.0,False,,,,False,,long,5m,2026-03-18 14:05:06
False,,,reentry_check,True,ok,BCH-USDT-SWAP,,,467.0,False,,,,False,,short,5m,2026-03-18 14:05:06
,,,reentry_check,True,scan,BCH-USDT-SWAP,,,467.0,False,0.0,,,,,scan,5m,2026-03-18 14:05:06
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0822,False,,,,False,,long,5m,2026-03-18 14:05:27
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0822,False,,,,False,,short,5m,2026-03-18 14:05:27
,,,reentry_check,True,scan,2Z-USDT-SWAP,,,0.0822,False,0.0,,,,,scan,5m,2026-03-18 14:05:27
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.7231,False,,,,False,,long,5m,2026-03-18 14:05:27
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.7231,False,,,,False,,short,5m,2026-03-18 14:05:27
,,,reentry_check,True,scan,ASTER-USDT-SWAP,,,0.7231,False,0.0,,,,,scan,5m,2026-03-18 14:05:28
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0822,False,,,,False,,long,5m,2026-03-18 14:05:41
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0822,False,,,,False,,short,5m,2026-03-18 14:05:41
,,,reentry_check,True,scan,2Z-USDT-SWAP,,,0.0822,False,0.0,,,,,scan,5m,2026-03-18 14:05:41
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.7231,False,,,,False,,long,5m,2026-03-18 14:05:41
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.7231,False,,,,False,,short,5m,2026-03-18 14:05:41
