duration_sec,early_exit_flag,early_exit_gap_pct,entry_quality,entry_type,exit_efficiency,exit_reason,inst_id,last_stop_move_reason,mae_pct,mae_r,market_risk_score,mfe_pct,mfe_r,pyramid_effect_label,pyramid_effect_score,realized_pnl,realized_pnl_pct,side,stop_efficiency,stop_errors_for_symbol,stop_move_count,stop_rejects_for_symbol,trade_id,trend_capture_ratio,trend_strength_r,unit_add_count,units
890,False,1.766424,normal,Turtle 55,0.0,локальный_защитный_выход_2.0n,BCH-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,3.296028,4.242122,14.75,1.766424,2.273459,no_pyramid,-0.236547,-2.7813,-0.23654655803198163,short,0.319652,2,1,4,20260318_160516_BCH-USDT-SWAP_short,-0.133913,2.273459,0,1
900,False,0.0,unknown,Turtle 55,0.0,локальный_защитный_выход_2.0n,2Z-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,8.172531,1.069837,7.5,0.0,0.0,no_pyramid,0.0,0.0,0.0,long,0.4,0,1,3,20260318_154013_2Z-USDT-SWAP_long,0.0,0.0,0,1
509,False,0.0,weak,Turtle 20,1.105263,локальный_защитный_выход_2.0n,2Z-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,5.269321,0.681818,7.5,0.702576,0.090909,helped,0.607287,28.622999999997226,1.214574898785306,long,1.237247,0,0,3,20260318_153020_2Z-USDT-SWAP_long,1.728745,0.090909,1,2
877,False,0.000241,weak,Turtle 55,0.0,локальный_защитный_выход_2.0n,MINA-USDT-SWAP,initial_turtle_stop,4.463585,7.732141,20.75,0.000241,0.000417,no_pyramid,-0.184354,-1.9760999999989244,-0.1843535939434067,short,-458.571603,3,1,5,20260318_152026_MINA-USDT-SWAP_short,-764.952672,0.000417,0,1
655,False,0.208111,weak,Turtle 55,1.171867,локальный_защитный_выход_2.0n,MINA-USDT-SWAP,initial_turtle_stop,4.645582,8.958892,20.75,0.322406,0.621753,neutral,0.028574,4.874500000016649,0.11429490785543425,short,0.412704,3,0,5,20260318_150920_MINA-USDT-SWAP_short,0.354506,0.621753,3,4
900,False,0.856793,weak,Turtle 55,-4.333333,локальный_защитный_выход_2.0n,2Z-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,5.263158,0.692432,7.5,0.856793,0.112721,no_pyramid,-1.591187,-14.261000000000104,-1.5911872705018475,short,-0.714286,0,1,3,20260318_143520_2Z-USDT-SWAP_short,-1.857143,0.112721,0,1
874,False,1.202576,strong,Turtle 20,0.587832,локальный_защитный_выход_2.0n,OP-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,1.040119,2.92887,16.0,2.080238,5.857741,neutral,0.219415,35.54751000001194,0.8776618617575626,short,0.653143,3,1,4,20260318_143030_OP-USDT-SWAP_short,0.421905,5.857741,3,4
440,False,0.860553,normal,Turtle 20,0.180178,stopout_cooldown,XLM-USDT-SWAP,pre_close:ATR стоп 2.0N,2.191351,4.334371,25.0,0.950313,1.879668,neutral,0.02244,3.622710000002981,0.08976030600617829,short,0.256672,6,0,5,20260318_143400_XLM-USDT-SWAP_short,0.094453,1.879668,3,4
482,False,1.116875,strong,Turtle 55,0.143969,stopout_cooldown,AAVE-USDT-SWAP,pre_close:ATR стоп 2.0N,2.501272,5.514019,18.0,1.195523,2.635514,neutral,0.019662,2.7528000000000343,0.07864810288022203,short,0.239472,5,0,3,20260318_143315_AAVE-USDT-SWAP_short,0.065786,2.635514,3,4
360,False,1.402745,strong,Turtle 20,0.146241,локальный_защитный_выход_2.0n,LTC-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,2.532879,5.707971,21.0,1.520218,3.425888,neutral,0.039158,3.426999999999995,0.11747296356487066,short,0.246364,4,0,5,20260318_143405_LTC-USDT-SWAP_short,0.077274,3.425888,2,3
458,False,0.0,weak,Turtle 20,0.729167,локальный_защитный_выход_2.0n,DOT-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,3.943315,12.307692,7.25,0.123229,0.384615,helped,0.242803,22.58200000000009,0.7284079084287229,short,3.746606,1,0,2,20260318_143020_DOT-USDT-SWAP_short,5.91101,0.384615,2,3
189,False,1.473826,strong,Turtle 20,0.086801,локальный_защитный_выход_2.0n,XLM-USDT-SWAP,pre_close:ATR стоп 2.0N,1.637542,3.256617,25.0,1.487096,2.957422,neutral,0.003317,0.5367300000067035,0.013269746115060184,short,0.205354,6,0,5,20260318_143034_XLM-USDT-SWAP_short,0.008923,2.957422,3,4
32,False,0.0,unknown,Turtle 20,0.0,early_invalidation:_движение_против_позиции_3.31_atr,LTC-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,3.001053,6.732283,21.0,0.0,0.0,no_pyramid,-0.737101,-6.468000000000027,-0.7371007371007402,short,0.2,4,0,5,20260318_143232_LTC-USDT-SWAP_short,0.0,0.0,0,1
128,False,0.0,unknown,Turtle 55,-0.637672,локальный_защитный_выход_2.0n,AAVE-USDT-SWAP,pre_close:ATR стоп 2.0N,2.132034,4.717031,18.0,0.0,0.0,hurt,-0.068988,-5.950500000000103,-0.20696519530951593,short,0.2,5,0,3,20260318_143055_AAVE-USDT-SWAP_short,0.0,0.0,2,3
111,False,0.307062,normal,Turtle 20,0.304972,локальный_защитный_выход_2.0n,LTC-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,2.122649,4.802712,21.0,0.452602,1.024059,neutral,0.048513,4.501999999999853,0.14554026732597894,short,0.392938,4,0,5,20260318_143025_LTC-USDT-SWAP_short,0.321563,1.024059,2,3
805,False,1.92333,strong,Turtle 20,-1.585057,локальный_защитный_выход_2.0n,XLM-USDT-SWAP,pre_close:ATR стоп 2.0N,1.227797,3.983768,25.0,1.92333,6.240531,no_pyramid,-0.035323,-0.37083999999979156,-0.0353226582527091,short,0.388981,6,1,5,20260318_141146_XLM-USDT-SWAP_short,-0.018365,6.240531,0,1
898,False,0.021413,weak,Turtle 55,-3.0,локальный_защитный_выход_2.0n,BCH-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,0.856531,4.651163,14.75,0.021413,0.116279,no_pyramid,-0.12848,-1.3620000000000516,-0.12847965738758518,short,-3.200046,2,1,4,20260318_140511_BCH-USDT-SWAP_short,-6.000077,0.116279,0,1
281,False,0.151822,weak,Turtle 55,0.0,early_invalidation:_движение_против_позиции_1.98_atr,DOGE-USDT-SWAP,unit_added,2.42915,5.581395,7.0,0.151822,0.348837,no_pyramid,-0.455466,-4.765500000000063,-0.45546558704454054,short,-1.599998,2,0,1,20260318_140905_DOGE-USDT-SWAP_short,-2.999997,0.348837,0,1
306,False,0.06703,weak,Turtle 55,-3.083333,early_invalidation:_движение_против_позиции_1.74_atr,AAVE-USDT-SWAP,pre_close:ATR стоп 2.0N,1.290323,3.85,18.0,0.06703,0.2,no_pyramid,-0.310013,-3.326300000000041,-0.31001256807708805,short,-2.574989,5,0,3,20260318_140507_AAVE-USDT-SWAP_short,-4.624982,0.2,0,1
165,False,0.0,unknown,Turtle 55,-1.25,локальный_защитный_выход_2.0n,DOGE-USDT-SWAP,unit_added,2.377339,5.465116,7.0,0.0,0.0,hurt,-0.050633,-2.1179999999935943,-0.10126582278450356,short,0.2,2,0,1,20260318_140603_DOGE-USDT-SWAP_short,0.0,0.0,1,2
