early_exit_flag,early_exit_gap_pct,exit_efficiency,exit_reason,hybrid_stop_mode,inst_id,mfe_pct,realized_pnl_pct,realized_r,side,system_name,trade_id,trend_capture_ratio,trend_move_r,trend_strength_r,turtle_exit_period,units
False,1.766424,0.0,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,BCH-USDT-SWAP,1.766424,-0.23654655803198163,-0.304446,short,Turtle 55,20260318_160516_BCH-USDT-SWAP_short,-0.133913,2.273459,2.273459,20,1
False,0.0,0.0,локальный_защитный_выход_2.0n,ATR_INITIAL,2Z-USDT-SWAP,0.0,0.0,0.0,long,Turtle 55,20260318_154013_2Z-USDT-SWAP_long,0.0,0.0,0.0,20,1
False,0.0,1.105263,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,2Z-USDT-SWAP,0.702576,1.214574898785306,0.157158,long,Turtle 20,20260318_153020_2Z-USDT-SWAP_long,1.728745,0.090909,0.090909,10,2
False,0.000241,0.0,локальный_защитный_выход_2.0n,ATR_INITIAL,MINA-USDT-SWAP,0.000241,-0.1843535939434067,-0.318985,short,Turtle 55,20260318_152026_MINA-USDT-SWAP_short,-764.952672,0.000417,0.000417,20,1
False,0.208111,1.171867,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,MINA-USDT-SWAP,0.322406,0.11429490785543425,0.220415,short,Turtle 55,20260318_150920_MINA-USDT-SWAP_short,0.354506,0.621753,0.621753,20,4
False,0.856793,-4.333333,локальный_защитный_выход_2.0n,ATR_INITIAL,2Z-USDT-SWAP,0.856793,-1.5911872705018475,-0.209339,short,Turtle 55,20260318_143520_2Z-USDT-SWAP_short,-1.857143,0.112721,0.112721,20,1
False,1.202576,0.587832,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,OP-USDT-SWAP,2.080238,0.8776618617575626,2.47141,short,Turtle 20,20260318_143030_OP-USDT-SWAP_short,0.421905,5.857741,5.857741,10,4
False,0.860553,0.180178,stopout_cooldown,DONCHIAN_ACTIVE,XLM-USDT-SWAP,0.950313,0.08976030600617829,0.17754,short,Turtle 20,20260318_143400_XLM-USDT-SWAP_short,0.094453,1.879668,1.879668,10,4
False,1.116875,0.143969,stopout_cooldown,DONCHIAN_ACTIVE,AAVE-USDT-SWAP,1.195523,0.07864810288022203,0.17338,short,Turtle 55,20260318_143315_AAVE-USDT-SWAP_short,0.065786,2.635514,2.635514,20,4
False,1.402745,0.146241,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,LTC-USDT-SWAP,1.520218,0.11747296356487066,0.264732,short,Turtle 20,20260318_143405_LTC-USDT-SWAP_short,0.077274,3.425888,3.425888,10,3
False,0.0,0.729167,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,DOT-USDT-SWAP,0.123229,0.7284079084287229,2.273463,short,Turtle 20,20260318_143020_DOT-USDT-SWAP_short,5.91101,0.384615,0.384615,10,3
False,1.473826,0.086801,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,XLM-USDT-SWAP,1.487096,0.013269746115060184,0.026389,short,Turtle 20,20260318_143034_XLM-USDT-SWAP_short,0.008923,2.957422,2.957422,10,4
False,0.0,0.0,early_invalidation:_движение_против_позиции_3.31_atr,ATR_INITIAL,LTC-USDT-SWAP,0.0,-0.7371007371007402,0.0,short,Turtle 20,20260318_143232_LTC-USDT-SWAP_short,0.0,0.0,0.0,10,1
False,0.0,-0.637672,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,AAVE-USDT-SWAP,0.0,-0.20696519530951593,0.0,short,Turtle 55,20260318_143055_AAVE-USDT-SWAP_short,0.0,0.0,0.0,20,3
False,0.307062,0.304972,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,LTC-USDT-SWAP,0.452602,0.14554026732597894,0.329299,short,Turtle 20,20260318_143025_LTC-USDT-SWAP_short,0.321563,1.024059,1.024059,10,3
False,1.92333,-1.585057,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,XLM-USDT-SWAP,1.92333,-0.0353226582527091,-0.114607,short,Turtle 20,20260318_141146_XLM-USDT-SWAP_short,-0.018365,6.240531,6.240531,10,1
False,0.021413,-3.0,локальный_защитный_выход_2.0n,ATR_INITIAL,BCH-USDT-SWAP,0.021413,-0.12847965738758518,-0.697683,short,Turtle 55,20260318_140511_BCH-USDT-SWAP_short,-6.000077,0.116279,0.116279,20,1
False,0.151822,0.0,early_invalidation:_движение_против_позиции_1.98_atr,ATR_INITIAL,DOGE-USDT-SWAP,0.151822,-0.45546558704454054,-1.04651,short,Turtle 55,20260318_140905_DOGE-USDT-SWAP_short,-2.999997,0.348837,0.348837,20,1
False,0.06703,-3.083333,early_invalidation:_движение_против_позиции_1.74_atr,ATR_INITIAL,AAVE-USDT-SWAP,0.06703,-0.31001256807708805,-0.924996,short,Turtle 55,20260318_140507_AAVE-USDT-SWAP_short,-4.624982,0.2,0.2,20,1
False,0.0,-1.25,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,DOGE-USDT-SWAP,0.0,-0.10126582278450356,0.0,short,Turtle 55,20260318_140603_DOGE-USDT-SWAP_short,0.0,0.0,0.0,20,2
