details,event_type,inst_id,reason_code,timestamp
,filter_diagnostics,,unknown,2026-03-18 14:03:58
"{""ts"": ""2026-03-18 14:03:58"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 0, ""open_positions_count"": 0, ""available_after_bans_count"": 113, ""trade_ready_count"": 2, ""scanner_total"": 113, ""scanner_ready"": 4, ""scanner_pending"": 109, ""scanner_failed"": 0, ""scanner_safe"": 2, ""scanner_caution"": 1, ""scanner_risky"": 0, ""scanner_blacklist"": 1, ""scanner_exec_watch"": 0, ""scanner_admitted"": 2, ""signal_funnel"": {""cycle_id"": 1, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-18 14:03:58
,filter_diagnostics,,unknown,2026-03-18 14:19:00
"{""ts"": ""2026-03-18 14:19:00"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 2, ""blocked_count"": 2, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 2, ""execution_watchlist_count"": 23, ""open_positions_count"": 2, ""available_after_bans_count"": 111, ""trade_ready_count"": 10, ""scanner_total"": 113, ""scanner_ready"": 113, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_safe"": 11, ""scanner_caution"": 28, ""scanner_risky"": 2, ""scanner_blacklist"": 72, ""scanner_exec_watch"": 23, ""scanner_admitted"": 14, ""signal_funnel"": {""cycle_id"": 63, ""instruments_scanned"": 10, ""prefilter_skipped"": 103, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 10, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-18 14:19:00
,filter_diagnostics,,unknown,2026-03-18 14:34:08
"{""ts"": ""2026-03-18 14:34:08"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 3, ""blocked_count"": 3, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 3, ""execution_watchlist_count"": 23, ""open_positions_count"": 7, ""available_after_bans_count"": 110, ""trade_ready_count"": 4, ""scanner_total"": 113, ""scanner_ready"": 113, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_safe"": 11, ""scanner_caution"": 28, ""scanner_risky"": 2, ""scanner_blacklist"": 72, ""scanner_exec_watch"": 23, ""scanner_admitted"": 14, ""signal_funnel"": {""cycle_id"": 141, ""instruments_scanned"": 6, ""prefilter_skipped"": 107, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 8, ""other_rejected"": 0, ""candidates"": 2, ""ranked_candidates"": 2, ""orders_sent"": 0, ""entry_failed"": 2, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-18 14:34:08
,filter_diagnostics,,unknown,2026-03-18 14:49:12
"{""ts"": ""2026-03-18 14:49:12"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 3, ""blocked_count"": 3, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 2, ""hard_blocked_unique_count"": 5, ""execution_watchlist_count"": 23, ""open_positions_count"": 2, ""available_after_bans_count"": 108, ""trade_ready_count"": 7, ""scanner_total"": 113, ""scanner_ready"": 113, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_safe"": 11, ""scanner_caution"": 28, ""scanner_risky"": 2, ""scanner_blacklist"": 72, ""scanner_exec_watch"": 23, ""scanner_admitted"": 14, ""signal_funnel"": {""cycle_id"": 191, ""instruments_scanned"": 9, ""prefilter_skipped"": 104, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 9, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-18 14:49:12
,filter_diagnostics,,unknown,2026-03-18 15:04:23
"{""ts"": ""2026-03-18 15:04:23"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 3, ""blocked_count"": 3, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 2, ""hard_blocked_unique_count"": 5, ""execution_watchlist_count"": 23, ""open_positions_count"": 1, ""available_after_bans_count"": 108, ""trade_ready_count"": 8, ""scanner_total"": 113, ""scanner_ready"": 113, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_safe"": 10, ""scanner_caution"": 29, ""scanner_risky"": 2, ""scanner_blacklist"": 72, ""scanner_exec_watch"": 23, ""scanner_admitted"": 13, ""signal_funnel"": {""cycle_id"": 270, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-18 15:04:23
