available_after_bans,cache_errors,cache_fetch_count,closed_trades,event,loop_duration_sec,open_positions,signals_blocked,signals_found,symbols_scanned,ts
102,6,31962,49,SYSTEM_HEALTH,0.0,0,0,0,115,2026-03-15 03:00:10
101,6,32096,50,SYSTEM_HEALTH,0.0,1,0,0,115,2026-03-15 03:01:24
101,6,32217,50,SYSTEM_HEALTH,0.0,2,0,1,115,2026-03-15 03:02:04
101,6,32346,51,SYSTEM_HEALTH,0.0,2,0,2,115,2026-03-15 03:03:21
101,7,32346,51,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:04:00
101,7,32589,52,SYSTEM_HEALTH,0.0,3,0,2,115,2026-03-15 03:05:19
101,7,32589,53,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:06:00
101,7,32841,53,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:07:16
101,7,32980,53,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:08:31
101,7,32980,53,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:09:09
101,7,33225,54,SYSTEM_HEALTH,0.0,2,0,2,115,2026-03-15 03:10:24
101,7,33225,54,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:11:03
101,7,33497,54,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:12:19
101,7,33497,54,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:13:02
101,7,33618,54,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:14:08
101,7,33765,54,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:15:23
100,7,33902,54,SYSTEM_HEALTH,0.0,2,0,1,115,2026-03-15 03:16:02
100,7,34020,54,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:17:12
100,7,34152,54,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:18:23
100,7,34298,54,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:19:06
100,7,34442,55,SYSTEM_HEALTH,0.0,1,0,0,115,2026-03-15 03:20:11
100,7,34576,55,SYSTEM_HEALTH,0.0,1,0,0,115,2026-03-15 03:21:31
100,7,34693,55,SYSTEM_HEALTH,0.0,1,0,0,115,2026-03-15 03:22:06
100,7,34821,55,SYSTEM_HEALTH,0.0,1,0,0,115,2026-03-15 03:23:17
100,7,34960,55,SYSTEM_HEALTH,0.0,1,0,0,115,2026-03-15 03:24:29
100,7,35087,55,SYSTEM_HEALTH,0.0,1,0,0,115,2026-03-15 03:25:06
99,7,35207,55,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:26:17
99,7,35345,55,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:27:27
99,7,35345,55,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:28:01
99,7,35488,55,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:29:13
99,7,35743,55,SYSTEM_HEALTH,0.0,3,0,3,115,2026-03-15 03:30:26
99,7,35743,55,SYSTEM_HEALTH,0.0,4,0,0,115,2026-03-15 03:31:05
99,7,35871,56,SYSTEM_HEALTH,0.0,4,0,2,115,2026-03-15 03:32:19
99,7,36007,56,SYSTEM_HEALTH,0.0,4,0,0,115,2026-03-15 03:33:00
99,7,36125,56,SYSTEM_HEALTH,0.0,4,0,0,115,2026-03-15 03:34:11
99,8,36258,56,SYSTEM_HEALTH,0.0,4,0,0,115,2026-03-15 03:35:24
98,8,36391,56,SYSTEM_HEALTH,0.0,4,0,2,115,2026-03-15 03:36:07
98,8,36511,56,SYSTEM_HEALTH,0.0,4,0,0,115,2026-03-15 03:37:18
98,8,36642,56,SYSTEM_HEALTH,0.0,4,0,0,115,2026-03-15 03:38:28
98,8,36780,56,SYSTEM_HEALTH,0.0,4,0,0,115,2026-03-15 03:39:03
98,8,36907,56,SYSTEM_HEALTH,0.0,4,0,0,115,2026-03-15 03:40:14
98,8,37026,56,SYSTEM_HEALTH,0.0,4,0,0,115,2026-03-15 03:41:00
98,8,37161,56,SYSTEM_HEALTH,0.0,4,0,0,115,2026-03-15 03:42:06
98,8,37297,57,SYSTEM_HEALTH,0.0,3,0,0,115,2026-03-15 03:43:27
98,8,37413,57,SYSTEM_HEALTH,0.0,3,0,0,115,2026-03-15 03:44:02
98,8,37541,58,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:45:09
98,8,37675,58,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:46:25
98,8,37794,58,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:47:01
98,8,37915,58,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:48:10
98,8,38048,58,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:49:19
98,8,38189,58,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:50:27
98,8,38189,58,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:51:01
98,8,38331,58,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:52:15
98,8,38576,58,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:53:29
98,8,38576,58,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:54:08
98,8,38833,58,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:55:23
98,8,38954,58,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:56:31
98,8,38954,58,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:57:03
98,8,39080,58,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:58:12
98,8,39217,58,SYSTEM_HEALTH,0.0,2,0,0,115,2026-03-15 03:59:20
