cooldown_blocked,event,final_decision_allow_true_false,final_reason,inst_id,price,recent_stopout_present,recent_trade_penalty,recovery_blocked,side,timeframe,ts
False,reentry_check,True,ok,1INCH-USDT-SWAP,0.1017,False,,False,long,5m,2026-03-16 15:25:30
False,reentry_check,True,ok,1INCH-USDT-SWAP,0.1017,False,,False,short,5m,2026-03-16 15:25:30
False,reentry_check,True,ok,2Z-USDT-SWAP,0.0873,False,,False,long,5m,2026-03-16 15:25:30
False,reentry_check,True,ok,2Z-USDT-SWAP,0.0873,False,,False,short,5m,2026-03-16 15:25:30
,reentry_check,True,scan,2Z-USDT-SWAP,0.0873,False,0.0,,scan,5m,2026-03-16 15:25:30
False,reentry_check,True,ok,A-USDT-SWAP,0.0857,False,,False,long,5m,2026-03-16 15:25:31
False,reentry_check,True,ok,A-USDT-SWAP,0.0857,False,,False,short,5m,2026-03-16 15:25:31
,reentry_check,True,scan,A-USDT-SWAP,0.0857,False,0.0,,scan,5m,2026-03-16 15:25:31
False,reentry_check,True,ok,AAVE-USDT-SWAP,119.34,False,,False,long,5m,2026-03-16 15:25:31
False,reentry_check,True,ok,AAVE-USDT-SWAP,119.34,False,,False,short,5m,2026-03-16 15:25:31
False,reentry_check,True,ok,ACT-USDT-SWAP,0.01439,False,,False,long,5m,2026-03-16 15:25:32
False,reentry_check,True,ok,ACT-USDT-SWAP,0.01439,False,,False,short,5m,2026-03-16 15:25:32
False,reentry_check,True,ok,ADA-USDT-SWAP,0.1996,False,,False,long,5m,2026-03-16 15:25:32
False,reentry_check,True,ok,ADA-USDT-SWAP,0.1996,False,,False,short,5m,2026-03-16 15:25:32
False,reentry_check,True,ok,AI16Z-USDT-SWAP,0.05888,False,,False,long,5m,2026-03-16 15:25:32
False,reentry_check,True,ok,AI16Z-USDT-SWAP,0.05888,False,,False,short,5m,2026-03-16 15:25:32
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0944,False,,False,long,5m,2026-03-16 15:25:33
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0944,False,,False,short,5m,2026-03-16 15:25:33
False,reentry_check,True,ok,ARB-USDT-SWAP,0.108,False,,False,long,5m,2026-03-16 15:25:33
False,reentry_check,True,ok,ARB-USDT-SWAP,0.108,False,,False,short,5m,2026-03-16 15:25:33
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.7345,False,,False,long,5m,2026-03-16 15:25:34
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.7345,False,,False,short,5m,2026-03-16 15:25:34
