early_exit_flag,exit_reason,hybrid_stop_mode,inst_id,realized_r,retained_r_share,side,system_name,trade_id,trend_hold_state,trend_move_r,units
False,защита_тренда:_откат_от_пика_944.88r_→_102.38r,DONCHIAN_ACTIVE,BREV-USDT-SWAP,102.375083,1.0,long,Turtle 20,20260316_174800_BREV-USDT-SWAP_long,TREND_HOLD,102.375083,1
False,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,CRO-USDT-SWAP,-16.54466,-7.284626,short,Turtle 20,20260316_174759_CRO-USDT-SWAP_short,TREND_HOLD,2.271175,1
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,RAVE-USDT-SWAP,0.759144,1.0,short,Turtle 20,20260316_174759_RAVE-USDT-SWAP_short,TREND_ACTIVE,0.759144,1
False,защита_тренда:_откат_от_пика_962.38r_→_102.38r,DONCHIAN_ACTIVE,BREV-USDT-SWAP,102.375083,1.0,long,Turtle 20,20260316_174628_BREV-USDT-SWAP_long,TREND_HOLD,102.375083,1
False,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,CRO-USDT-SWAP,-16.54466,-7.284626,short,Turtle 20,20260316_174628_CRO-USDT-SWAP_short,TREND_HOLD,2.271175,1
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,RAVE-USDT-SWAP,0.759144,1.0,short,Turtle 20,20260316_174628_RAVE-USDT-SWAP_short,TREND_ACTIVE,0.759144,1
False,stopout_cooldown,DONCHIAN_ACTIVE,1INCH-USDT-SWAP,-0.33871,-0.476226,short,Turtle 55,20260316_173806_1INCH-USDT-SWAP_short,TREND_ACTIVE,0.711238,3
False,защита_тренда:_откат_от_пика_899.88r_→_102.38r,DONCHIAN_ACTIVE,BREV-USDT-SWAP,102.375083,1.0,long,Turtle 20,20260316_174514_BREV-USDT-SWAP_long,TREND_HOLD,102.375083,1
False,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,CRO-USDT-SWAP,-16.54466,-7.284626,short,Turtle 20,20260316_174514_CRO-USDT-SWAP_short,TREND_HOLD,2.271175,1
False,stopout_cooldown,DONCHIAN_ACTIVE,BAND-USDT-SWAP,-0.864983,-0.98635,short,Turtle 55,20260316_173443_BAND-USDT-SWAP_short,TREND_ACTIVE,0.876953,1
False,stopout_cooldown,DONCHIAN_ACTIVE,FIL-USDT-SWAP,-0.185185,-0.25,short,Turtle 55,20260316_173438_FIL-USDT-SWAP_short,TREND_ACTIVE,0.740741,1
False,stopout_cooldown,ATR_INITIAL,OP-USDT-SWAP,-0.649766,-3.495508,short,Turtle 20,20260316_173113_OP-USDT-SWAP_short,INITIAL_RISK,0.185886,1
False,stopout_cooldown,DONCHIAN_ACTIVE,YFI-USDT-SWAP,0.0,0.0,short,Turtle 20,20260316_173034_YFI-USDT-SWAP_short,TREND_HOLD,1.802469,1
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,RAVE-USDT-SWAP,0.759144,1.0,short,Turtle 20,20260316_171238_RAVE-USDT-SWAP_short,TREND_ACTIVE,0.759144,1
False,защита_тренда:_откат_от_пика_907.38r_→_102.38r,DONCHIAN_ACTIVE,BREV-USDT-SWAP,102.375083,1.0,long,Turtle 20,20260316_174406_BREV-USDT-SWAP_long,TREND_HOLD,102.375083,1
False,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,CRO-USDT-SWAP,-16.12044,-7.284626,short,Turtle 20,20260316_174406_CRO-USDT-SWAP_short,TREND_HOLD,2.21294,1
False,защита_тренда:_откат_от_пика_927.38r_→_102.38r,DONCHIAN_ACTIVE,BREV-USDT-SWAP,102.375083,1.0,long,Turtle 20,20260316_174257_BREV-USDT-SWAP_long,TREND_HOLD,102.375083,1
False,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,CRO-USDT-SWAP,-16.12044,-7.284626,short,Turtle 20,20260316_174256_CRO-USDT-SWAP_short,TREND_HOLD,2.21294,1
False,защита_тренда:_откат_от_пика_957.38r_→_102.38r,DONCHIAN_ACTIVE,BREV-USDT-SWAP,102.375083,1.0,long,Turtle 20,20260316_174148_BREV-USDT-SWAP_long,TREND_HOLD,102.375083,1
False,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,CRO-USDT-SWAP,-16.12044,-7.284626,short,Turtle 20,20260316_174147_CRO-USDT-SWAP_short,TREND_HOLD,2.21294,1
False,защита_тренда:_откат_от_пика_932.38r_→_102.38r,DONCHIAN_ACTIVE,BREV-USDT-SWAP,102.375083,1.0,long,Turtle 20,20260316_174049_BREV-USDT-SWAP_long,TREND_HOLD,102.375083,1
False,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,CRO-USDT-SWAP,-16.12044,-7.284626,short,Turtle 20,20260316_174049_CRO-USDT-SWAP_short,TREND_HOLD,2.21294,1
False,защита_тренда:_откат_от_пика_897.38r_→_102.38r,DONCHIAN_ACTIVE,BREV-USDT-SWAP,102.375083,1.0,long,Turtle 20,20260316_173946_BREV-USDT-SWAP_long,TREND_HOLD,102.375083,1
False,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,CRO-USDT-SWAP,-7.714077,-7.284626,short,Turtle 20,20260316_173945_CRO-USDT-SWAP_short,TREND_HOLD,1.058953,1
False,защита_тренда:_откат_от_пика_917.38r_→_102.38r,DONCHIAN_ACTIVE,BREV-USDT-SWAP,102.375083,1.0,long,Turtle 20,20260316_173840_BREV-USDT-SWAP_long,TREND_HOLD,102.375083,1
False,локальный_защитный_выход_2.0n,DONCHIAN_ACTIVE,CRO-USDT-SWAP,-7.714077,-7.284626,short,Turtle 20,20260316_173840_CRO-USDT-SWAP_short,TREND_HOLD,1.058953,1
False,защита_тренда:_откат_от_пика_917.38r_→_102.38r,DONCHIAN_ACTIVE,BREV-USDT-SWAP,102.375083,1.0,long,Turtle 20,20260316_173734_BREV-USDT-SWAP_long,TREND_HOLD,102.375083,1
