atr,avg_px,close_pending,entry_time,inst_id,last_px,next_unit_level,peak_pnl_pct,peak_unrealized_pnl,pnl_pct,position_age_sec,qty,side,stop_price,trade_id,units,unrealized_pnl
0.0036900000000000045,0.4053521232876717,False,2026-03-16 17:30:11,XTZ-USDT-SWAP,0.4071,0.4071246232876717,0.7755306945201205,3.059799999998667,0.701520967479154,0,2920.0,long,0.4053521232876717,20260316_173011_XTZ-USDT-SWAP_long,1,2.767799999998699
3.1349999999999996e-05,0.004296,False,2026-03-16 17:35:51,ZIL-USDT-SWAP,0.004301,0.004280725,1.047486033519571,3.7635000000000645,-0.4189944134078163,0,2509.0,short,0.0043571,20260316_173550_ZIL-USDT-SWAP_short,1,-1.505399999999982
0.00028000000000000247,0.1982,False,2026-03-16 17:39:45,ADA-USDT-SWAP,0.1982,0.19807999999999998,1.009081735620544,2.2159999999999096,-0.5045408678103069,0,55.4,short,0.19868,20260316_173945_ADA-USDT-SWAP_short,1,-1.1080000000000316
0.001220000000000021,1.4465773841961853,False,2026-03-16 17:40:18,XRP-USDT-SWAP,1.447,1.4471798841961854,0.2950307019914753,1.0441999999999472,0.04616741687935505,0,7.34,long,1.4441673841961853,20260316_174017_XRP-USDT-SWAP_long,1,0.1634000000000442
0.003813499999999996,0.06766,False,2026-03-16 17:45:43,CFX-USDT-SWAP,0.06657,0.06956675,0.0,0.0,-4.9216671593260415,0,1480.7,long,0.060033,20260316_174542_CFX-USDT-SWAP_long,1,-16.435769999999998
0.0009750000000000022,0.2364,False,2026-03-16 17:46:27,BAND-USDT-SWAP,0.2364,0.2368875,0.0,0.0,0.0,0,4700.0,long,0.23445,20260316_174627_BAND-USDT-SWAP_long,1,0.0
4.995000000000028,3448.0,False,2026-03-16 17:46:27,YFI-USDT-SWAP,3445.5,3450.4975,0.0,0.0,-0.21751740139211137,0,3757.0,long,3438.0099999999998,20260316_174627_YFI-USDT-SWAP_long,1,-0.93925
0.000316,0.0022997787153212,False,2026-03-16 17:48:57,RAVE-USDT-SWAP,0.00237,0.0021417787153212,0.0,0.0,-11.840401413092877,0,18820.0,short,0.0029317787153212,20260316_174857_RAVE-USDT-SWAP_short,1,-6.293158362335434
3.800000000000053e-05,0.1026926093294466,False,2026-03-16 17:48:58,CRO-USDT-SWAP,0.10304,0.1026736093294466,0.0,0.0,-1.691410281722176,0,9507.0,short,0.1027686093294466,20260316_174858_CRO-USDT-SWAP_short,1,-33.026431049512446
1.9999999999997796e-05,1.0089049966666679,False,2026-03-16 17:48:58,BREV-USDT-SWAP,1.0467,1.008914996666668,0.0,453.54003999998497,11.238400603287477,0,120000.0,long,1.0088649966666678,20260316_174858_BREV-USDT-SWAP_long,1,453.54003999998497
