cooldown_blocked,cooldown_required_seconds,event,final_decision_allow_true_false,final_reason,inst_id,last_exit_reason,last_trade_pnl,price,recent_stopout_present,recent_trade_penalty,recovery_atr_actual,recovery_atr_required,recovery_blocked,seconds_since_last_close,side,timeframe,ts
False,,reentry_check,True,ok,YGG-USDT-SWAP,,,0.0514,False,,,,False,,long,5m,2026-03-16 17:31:05
False,,reentry_check,True,ok,YGG-USDT-SWAP,,,0.0514,False,,,,False,,short,5m,2026-03-16 17:31:05
False,,reentry_check,True,ok,ZAMA-USDT-SWAP,,,0.02187,False,,,,False,,long,5m,2026-03-16 17:31:06
False,,reentry_check,True,ok,ZAMA-USDT-SWAP,,,0.02187,False,,,,False,,short,5m,2026-03-16 17:31:06
,,reentry_check,True,scan,ZAMA-USDT-SWAP,,,0.02187,False,0.0,,,,,scan,5m,2026-03-16 17:31:06
False,,reentry_check,True,ok,ZIL-USDT-SWAP,,,0.004297,False,,,,False,,long,5m,2026-03-16 17:31:07
False,,reentry_check,True,ok,ZIL-USDT-SWAP,,,0.004297,False,,,,False,,short,5m,2026-03-16 17:31:07
False,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.1014,False,,,,False,,long,5m,2026-03-16 17:31:35
False,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.1014,False,,,,False,,short,5m,2026-03-16 17:31:35
False,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0828,False,,,,False,,long,5m,2026-03-16 17:31:35
False,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0828,False,,,,False,,short,5m,2026-03-16 17:31:35
False,,reentry_check,True,ok,AAVE-USDT-SWAP,,,120.42,False,,,,False,,long,5m,2026-03-16 17:31:36
False,,reentry_check,True,ok,AAVE-USDT-SWAP,,,120.42,False,,,,False,,short,5m,2026-03-16 17:31:36
False,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01443,False,,,,False,,long,5m,2026-03-16 17:31:36
False,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01443,False,,,,False,,short,5m,2026-03-16 17:31:36
False,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.1988,False,,,,False,,long,5m,2026-03-16 17:31:36
False,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.1988,False,,,,False,,short,5m,2026-03-16 17:31:36
,,reentry_check,True,scan,ADA-USDT-SWAP,,,0.1988,False,0.0,,,,,scan,5m,2026-03-16 17:31:37
False,,reentry_check,True,ok,ALGO-USDT-SWAP,,,0.0946,False,,,,False,,long,5m,2026-03-16 17:31:37
False,,reentry_check,True,ok,ALGO-USDT-SWAP,,,0.0946,False,,,,False,,short,5m,2026-03-16 17:31:37
False,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.1073,False,,,,False,,long,5m,2026-03-16 17:31:38
False,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.1073,False,,,,False,,short,5m,2026-03-16 17:31:38
False,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.7226,False,,,,False,,long,5m,2026-03-16 17:31:38
False,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.7226,False,,,,False,,short,5m,2026-03-16 17:31:38
False,,reentry_check,True,ok,ATOM-USDT-SWAP,,,1.908,False,,,,False,,long,5m,2026-03-16 17:31:39
False,,reentry_check,True,ok,ATOM-USDT-SWAP,,,1.908,False,,,,False,,short,5m,2026-03-16 17:31:39
False,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.892,False,,,,False,,long,5m,2026-03-16 17:31:39
False,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.892,False,,,,False,,short,5m,2026-03-16 17:31:39
False,,reentry_check,True,ok,AVAX-USDT-SWAP,,,7.216,False,,,,False,,long,5m,2026-03-16 17:31:39
False,,reentry_check,True,ok,AVAX-USDT-SWAP,,,7.216,False,,,,False,,short,5m,2026-03-16 17:31:39
False,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.2213,False,,,,False,,long,5m,2026-03-16 17:31:40
False,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.2213,False,,,,False,,short,5m,2026-03-16 17:31:40
False,,reentry_check,True,ok,BCH-USDT-SWAP,,,476.9,False,,,,False,,long,5m,2026-03-16 17:31:40
False,,reentry_check,True,ok,BCH-USDT-SWAP,,,476.9,False,,,,False,,short,5m,2026-03-16 17:31:40
False,,reentry_check,True,ok,BIO-USDT-SWAP,,,0.026,False,,,,False,,long,5m,2026-03-16 17:31:40
False,,reentry_check,True,ok,BIO-USDT-SWAP,,,0.026,False,,,,False,,short,5m,2026-03-16 17:31:40
False,,reentry_check,True,ok,BNB-USDT-SWAP,,,723.3,False,,,,False,,long,5m,2026-03-16 17:31:41
False,,reentry_check,True,ok,BNB-USDT-SWAP,,,723.3,False,,,,False,,short,5m,2026-03-16 17:31:41
,,reentry_check,True,scan,BNB-USDT-SWAP,,,723.3,False,0.0,,,,,scan,5m,2026-03-16 17:31:41
False,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.000477,False,,,,False,,long,5m,2026-03-16 17:31:42
False,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.000477,False,,,,False,,short,5m,2026-03-16 17:31:42
,,reentry_check,True,scan,BOME-USDT-SWAP,,,0.000477,False,0.0,,,,,scan,5m,2026-03-16 17:31:42
False,,reentry_check,True,ok,BRETT-USDT-SWAP,,,0.0081,False,,,,False,,long,5m,2026-03-16 17:31:42
False,,reentry_check,True,ok,BRETT-USDT-SWAP,,,0.0081,False,,,,False,,short,5m,2026-03-16 17:31:42
False,,reentry_check,True,ok,BTC-USDT-SWAP,,,73602.0,False,,,,False,,long,5m,2026-03-16 17:31:42
False,,reentry_check,True,ok,BTC-USDT-SWAP,,,73602.0,False,,,,False,,short,5m,2026-03-16 17:31:42
False,,reentry_check,True,ok,CAT-USDT-SWAP,,,2.044e-06,False,,,,False,,long,5m,2026-03-16 17:31:43
False,,reentry_check,True,ok,CAT-USDT-SWAP,,,2.044e-06,False,,,,False,,short,5m,2026-03-16 17:31:43
False,,reentry_check,True,ok,CATI-USDT-SWAP,,,0.0309,False,,,,False,,long,5m,2026-03-16 17:31:43
False,,reentry_check,True,ok,CATI-USDT-SWAP,,,0.0309,False,,,,False,,short,5m,2026-03-16 17:31:43
False,,reentry_check,True,ok,CELO-USDT-SWAP,,,0.0786,False,,,,False,,long,5m,2026-03-16 17:31:43
