avg_px,close_pending,exchange_stop_status,inst_id,last_px,position_health_state,qty,side,stop_price,stop_state,sync_status,trade_id
0.4053521232876717,False,cancel_error,XTZ-USDT-SWAP,0.4071,HEALTHY,2920.0,long,0.4053521232876717,ACTIVE,,20260316_173011_XTZ-USDT-SWAP_long
0.004296,False,active,ZIL-USDT-SWAP,0.004301,HEALTHY,2509.0,short,0.0043571,ACTIVE,,20260316_173550_ZIL-USDT-SWAP_short
0.1982,False,active,ADA-USDT-SWAP,0.1982,HEALTHY,55.4,short,0.19868,ACTIVE,,20260316_173945_ADA-USDT-SWAP_short
1.4465773841961853,False,active,XRP-USDT-SWAP,1.447,HEALTHY,7.34,long,1.4441673841961853,ACTIVE,,20260316_174017_XRP-USDT-SWAP_long
0.06766,False,active,CFX-USDT-SWAP,0.06657,HEALTHY,1480.7,long,0.060033,ACTIVE,,20260316_174542_CFX-USDT-SWAP_long
0.2364,False,active,BAND-USDT-SWAP,0.2364,HEALTHY,4700.0,long,0.23445,ACTIVE,,20260316_174627_BAND-USDT-SWAP_long
3448.0,False,active,YFI-USDT-SWAP,3445.5,HEALTHY,3757.0,long,3438.0099999999998,ACTIVE,,20260316_174627_YFI-USDT-SWAP_long
0.0022997787153212,False,,RAVE-USDT-SWAP,0.00237,HEALTHY,18820.0,short,0.0029317787153212,UNVERIFIED,,20260316_174857_RAVE-USDT-SWAP_short
0.1026926093294466,False,,CRO-USDT-SWAP,0.10304,HEALTHY,9507.0,short,0.1027686093294466,UNVERIFIED,,20260316_174858_CRO-USDT-SWAP_short
1.0089049966666679,False,,BREV-USDT-SWAP,1.0467,HEALTHY,120000.0,long,1.0088649966666678,UNVERIFIED,,20260316_174858_BREV-USDT-SWAP_long
