add_qty,atr,avg_px,distance_to_next_add_atr,event,has_locked_break_even,inst_id,last_price,mfe_r,next_pyramid_price,note,proposed_qty,qty,reason_blocked,side,stop_price,trade_id,ts,units,unrealized_r
,0.000316,0.0022997787153212,,pyramid_blocked,False,RAVE-USDT-SWAP,0.00182,,0.0021417787153212,"{'code': '1', 'data': [{'clOrdId': '', 'ordId': '', 'sCode': '51004', 'sMsg': 'Order failed. For buy/sell mode of RAVE-USDT-SWAP, the sum of current sell order size, position quantity, and pending sell orders can’t be more than 27,000(contracts) which is the maximum position amount under current leverage. Please lower the leverage or use a new sub-account to place the order again (current leverage: 5×, current sell order size: 18,820 contracts, position quantity: -18,820 contracts, pending sell orders: 0 contracts).', 'subCode': '1105', 'tag': '', 'ts': '1773671476761'}], 'inTime': '1773671476760700', 'msg': 'All operations failed', 'outTime': '1773671476761819'}",18820.0,18820.0,order_rejected,short,0.0022997787153212,20260316_171238_RAVE-USDT-SWAP_short,2026-03-16 17:31:17,1,
57.3,0.000180000000000001,0.19830000000000003,5.055556,pyramid_added,True,ADA-USDT-SWAP,0.1978,0.581395,0.19771,,,114.6,,short,0.198025,20260316_173111_ADA-USDT-SWAP_short,2026-03-16 17:31:28,2,0.581395
,0.000316,0.0022997787153212,,pyramid_blocked,False,RAVE-USDT-SWAP,0.00182,,0.0021417787153212,"{'code': '1', 'data': [{'clOrdId': '', 'ordId': '', 'sCode': '51004', 'sMsg': 'Order failed. For buy/sell mode of RAVE-USDT-SWAP, the sum of current sell order size, position quantity, and pending sell orders can’t be more than 27,000(contracts) which is the maximum position amount under current leverage. Please lower the leverage or use a new sub-account to place the order again (current leverage: 5×, current sell order size: 18,820 contracts, position quantity: -18,820 contracts, pending sell orders: 0 contracts).', 'subCode': '1105', 'tag': '', 'ts': '1773671531721'}], 'inTime': '1773671531721321', 'msg': 'All operations failed', 'outTime': '1773671531722584'}",18820.0,18820.0,order_rejected,short,0.0022997787153212,20260316_171238_RAVE-USDT-SWAP_short,2026-03-16 17:32:12,1,
12565.0,0.002699999999999958,0.927,2.462963,pyramid_added,True,FIL-USDT-SWAP,0.925,0.810811,0.9236500000000001,,,25130.0,,short,0.924375,20260316_173108_FIL-USDT-SWAP_short,2026-03-16 17:32:25,2,0.27027
,0.000316,0.0022997787153212,,pyramid_blocked,False,RAVE-USDT-SWAP,0.00182,,0.0021417787153212,"{'code': '1', 'data': [{'clOrdId': '', 'ordId': '', 'sCode': '51004', 'sMsg': 'Order failed. For buy/sell mode of RAVE-USDT-SWAP, the sum of current sell order size, position quantity, and pending sell orders can’t be more than 27,000(contracts) which is the maximum position amount under current leverage. Please lower the leverage or use a new sub-account to place the order again (current leverage: 5×, current sell order size: 18,820 contracts, position quantity: -18,820 contracts, pending sell orders: 0 contracts).', 'subCode': '1105', 'tag': '', 'ts': '1773671599874'}], 'inTime': '1773671599874022', 'msg': 'All operations failed', 'outTime': '1773671599875294'}",18820.0,18820.0,order_rejected,short,0.0022997787153212,20260316_171238_RAVE-USDT-SWAP_short,2026-03-16 17:33:20,1,
,0.000316,0.0022997787153212,,pyramid_blocked,False,RAVE-USDT-SWAP,0.00182,,0.0021417787153212,"{'code': '1', 'data': [{'clOrdId': '', 'ordId': '', 'sCode': '51004', 'sMsg': 'Order failed. For buy/sell mode of RAVE-USDT-SWAP, the sum of current sell order size, position quantity, and pending sell orders can’t be more than 27,000(contracts) which is the maximum position amount under current leverage. Please lower the leverage or use a new sub-account to place the order again (current leverage: 5×, current sell order size: 18,820 contracts, position quantity: -18,820 contracts, pending sell orders: 0 contracts).', 'subCode': '1105', 'tag': '', 'ts': '1773671686259'}], 'inTime': '1773671686258869', 'msg': 'All operations failed', 'outTime': '1773671686260159'}",18820.0,18820.0,order_rejected,short,0.0022997787153212,20260316_171238_RAVE-USDT-SWAP_short,2026-03-16 17:34:46,1,
,0.000316,0.0022997787153212,,pyramid_blocked,False,RAVE-USDT-SWAP,0.00182,,0.0021417787153212,"{'code': '1', 'data': [{'clOrdId': '', 'ordId': '', 'sCode': '51004', 'sMsg': 'Order failed. For buy/sell mode of RAVE-USDT-SWAP, the sum of current sell order size, position quantity, and pending sell orders can’t be more than 27,000(contracts) which is the maximum position amount under current leverage. Please lower the leverage or use a new sub-account to place the order again (current leverage: 5×, current sell order size: 18,820 contracts, position quantity: -18,820 contracts, pending sell orders: 0 contracts).', 'subCode': '1105', 'tag': '', 'ts': '1773671757494'}], 'inTime': '1773671757493751', 'msg': 'All operations failed', 'outTime': '1773671757495048'}",18820.0,18820.0,order_rejected,short,0.0022997787153212,20260316_171238_RAVE-USDT-SWAP_short,2026-03-16 17:35:57,1,
11270.0,0.0035150000000000016,0.10025000000000026,0.09744,pyramid_added,True,1INCH-USDT-SWAP,0.0997000000000005,0.204485,0.0979425000000005,,,22540.0,,short,0.10007425000000025,20260316_173549_1INCH-USDT-SWAP_short,2026-03-16 17:36:15,2,0.072559
,0.000316,0.0022997787153212,,pyramid_blocked,False,RAVE-USDT-SWAP,0.00182,,0.0021417787153212,"{'code': '1', 'data': [{'clOrdId': '', 'ordId': '', 'sCode': '51004', 'sMsg': 'Order failed. For buy/sell mode of RAVE-USDT-SWAP, the sum of current sell order size, position quantity, and pending sell orders can’t be more than 27,000(contracts) which is the maximum position amount under current leverage. Please lower the leverage or use a new sub-account to place the order again (current leverage: 5×, current sell order size: 18,820 contracts, position quantity: -18,820 contracts, pending sell orders: 0 contracts).', 'subCode': '1105', 'tag': '', 'ts': '1773671821041'}], 'inTime': '1773671821041166', 'msg': 'All operations failed', 'outTime': '1773671821042526'}",18820.0,18820.0,order_rejected,short,0.0022997787153212,20260316_171238_RAVE-USDT-SWAP_short,2026-03-16 17:37:01,1,
,0.000316,0.0022997787153212,,pyramid_blocked,False,RAVE-USDT-SWAP,0.00182,,0.0021417787153212,"{'code': '1', 'data': [{'clOrdId': '', 'ordId': '', 'sCode': '51004', 'sMsg': 'Order failed. For buy/sell mode of RAVE-USDT-SWAP, the sum of current sell order size, position quantity, and pending sell orders can’t be more than 27,000(contracts) which is the maximum position amount under current leverage. Please lower the leverage or use a new sub-account to place the order again (current leverage: 5×, current sell order size: 18,820 contracts, position quantity: -18,820 contracts, pending sell orders: 0 contracts).', 'subCode': '1105', 'tag': '', 'ts': '1773671890427'}], 'inTime': '1773671890426694', 'msg': 'All operations failed', 'outTime': '1773671890427951'}",18820.0,18820.0,order_rejected,short,0.0022997787153212,20260316_171238_RAVE-USDT-SWAP_short,2026-03-16 17:38:10,1,
