duration_sec,early_exit_flag,early_exit_gap_pct,entry_quality,entry_type,exit_efficiency,exit_reason,inst_id,last_stop_move_reason,mae_pct,mae_r,market_risk_score,mfe_pct,mfe_r,pyramid_effect_label,pyramid_effect_score,realized_pnl,realized_pnl_pct,side,stop_efficiency,stop_errors_for_symbol,stop_move_count,stop_rejects_for_symbol,trade_id,trend_capture_ratio,trend_strength_r,unit_add_count,units
51,False,0.0,strong,Turtle 20,0.108348,защита_тренда:_откат_от_пика_944.88r_→_102.38r,BREV-USDT-SWAP,pre_close:Защита тренда: откат от пика 944.88R → 102.38R,0.0,0.0,120.0,0.405886,102.375083,no_pyramid,0.405886,49.140039999984175,0.4058859205635357,long,0.8,60,0,0,20260316_174800_BREV-USDT-SWAP_long,1.0,102.375083,0,1
50,False,0.168083,normal,Turtle 20,0.0,локальный_защитный_выход_2.0n,CRO-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,1.3218,17.860404,162.0,0.168083,2.271175,no_pyramid,-1.224422,-119.54013104951188,-1.2244217755920346,short,-4.170776,36,0,36,20260316_174759_CRO-USDT-SWAP_short,-7.284626,2.271175,0,1
49,False,0.0,weak,Turtle 20,0.0,канальный_выход_10_свечей,RAVE-USDT-SWAP,pre_close:Канальный выход 10 свечей,238.728241,8.687059,82.0,20.861951,0.759144,no_pyramid,20.861951,42.997268537664574,20.86195128796082,short,0.8,8,0,0,20260316_174759_RAVE-USDT-SWAP_short,1.0,0.759144,0,1
85,False,0.0,strong,Turtle 20,0.106378,защита_тренда:_откат_от_пика_962.38r_→_102.38r,BREV-USDT-SWAP,pre_close:Защита тренда: откат от пика 944.88R → 102.38R,0.0,0.0,120.0,0.405886,102.375083,no_pyramid,0.405886,49.140039999984175,0.4058859205635357,long,0.8,60,0,0,20260316_174628_BREV-USDT-SWAP_long,1.0,102.375083,0,1
83,False,0.168083,normal,Turtle 20,0.0,локальный_защитный_выход_2.0n,CRO-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,1.3218,17.860404,162.0,0.168083,2.271175,no_pyramid,-1.224422,-119.54013104951188,-1.2244217755920346,short,-4.170776,36,0,36,20260316_174628_CRO-USDT-SWAP_short,-7.284626,2.271175,0,1
81,False,0.0,weak,Turtle 20,0.0,канальный_выход_10_свечей,RAVE-USDT-SWAP,pre_close:Канальный выход 10 свечей,238.728241,8.687059,82.0,20.861951,0.759144,no_pyramid,20.861951,42.997268537664574,20.86195128796082,short,0.8,8,0,0,20260316_174628_RAVE-USDT-SWAP_short,1.0,0.759144,0,1
571,False,4.935834,weak,Turtle 55,-1.842105,stopout_cooldown,1INCH-USDT-SWAP,pre_close:ATR стоп 2.0N,1.1846,0.170697,16.0,4.935834,0.711238,hurt,-0.783524,-77.86099999998865,-2.350570852921073,short,-0.085736,8,0,0,20260316_173806_1INCH-USDT-SWAP_short,-0.476226,0.711238,2,3
64,False,0.0,strong,Turtle 20,0.113766,защита_тренда:_откат_от_пика_899.88r_→_102.38r,BREV-USDT-SWAP,pre_close:Защита тренда: откат от пика 944.88R → 102.38R,0.0,0.0,120.0,0.405886,102.375083,no_pyramid,0.405886,49.140039999984175,0.4058859205635357,long,0.8,60,0,0,20260316_174514_BREV-USDT-SWAP_long,1.0,102.375083,0,1
62,False,0.168083,normal,Turtle 20,0.0,локальный_защитный_выход_2.0n,CRO-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,1.3218,17.860404,162.0,0.168083,2.271175,no_pyramid,-1.224422,-119.54013104951188,-1.2244217755920346,short,-4.170776,36,0,36,20260316_174514_CRO-USDT-SWAP_short,-7.284626,2.271175,0,1
682,False,0.578762,weak,Turtle 55,0.0,stopout_cooldown,BAND-USDT-SWAP,missing_stop_recovery,1.209543,1.832725,12.5,0.578762,0.876953,no_pyramid,-0.570862,-6.301399999999835,-0.5708624431144042,short,-0.191811,5,1,1,20260316_173443_BAND-USDT-SWAP_short,-0.986351,0.876953,0,1
