atr,body_atr,body_to_range_ratio,breakout_buffer_atr_actual,breakout_level,channel_width_atr,close_beyond_channel_atr,distance_from_breakout_level_atr,donchian_high,donchian_low,entry_mode,entry_price,event,fresh_breakout_true_false,inst_id,side,system_name,timeframe,ts
0.000815,3.803681,0.62,1.532194,0.0836,9.693252,0.613497,1.532194,0.0836,0.0757,minimal,0.08484874,breakout_quality,True,CELO-USDT-SWAP,long,Turtle 55,5m,2026-03-16 17:13:14
9.2e-05,0.652174,0.666667,0.217391,0.02968,5.0,0.434783,-0.217391,0.02968,0.02922,minimal,0.02966,breakout_quality,True,LRC-USDT-SWAP,long,Turtle 20,5m,2026-03-16 17:13:17
4.05,0.024691,1.0,0.024691,3447.9,7.209877,0.024691,0.024691,3447.9,3418.7,minimal,3448.0,breakout_quality,True,YFI-USDT-SWAP,long,Turtle 55,5m,2026-03-16 17:15:39
0.002915,1.303602,0.678571,1.02916,1.865,14.476844,1.02916,1.02916,1.865,1.8228,minimal,1.868,breakout_quality,True,NEAR-USDT-SWAP,long,Turtle 55,5m,2026-03-16 17:15:41
0.00122,1.639344,1.0,1.229508,1.4441,7.295082,1.229508,1.229508,1.4441,1.4352,minimal,1.4456,breakout_quality,True,XRP-USDT-SWAP,long,Turtle 20,5m,2026-03-16 17:15:43
0.002915,1.303602,0.678571,1.02916,1.865,14.476844,1.02916,1.02916,1.865,1.8228,minimal,1.868,breakout_quality,True,NEAR-USDT-SWAP,long,Turtle 55,5m,2026-03-16 17:16:34
0.002915,1.303602,0.678571,1.02916,1.865,14.476844,1.02916,1.02916,1.865,1.8228,minimal,1.868,breakout_quality,True,NEAR-USDT-SWAP,long,Turtle 55,5m,2026-03-16 17:17:29
0.002915,1.303602,0.678571,1.02916,1.865,14.476844,1.02916,1.02916,1.865,1.8228,minimal,1.868,breakout_quality,True,NEAR-USDT-SWAP,long,Turtle 55,5m,2026-03-16 17:18:25
0.002915,1.303602,0.678571,1.02916,1.865,14.476844,1.02916,1.02916,1.865,1.8228,minimal,1.868,breakout_quality,True,NEAR-USDT-SWAP,long,Turtle 55,5m,2026-03-16 17:19:20
0.002915,0.0,0.0,0.0,1.868,15.506003,0.0,0.0,1.868,1.8228,minimal,1.868,breakout_quality,True,NEAR-USDT-SWAP,long,Turtle 55,5m,2026-03-16 17:20:12
0.09,1.888889,0.894737,1.555556,93.86,2.0,1.333333,1.555556,93.86,93.68,minimal,94.0,breakout_quality,True,SOL-USDT-SWAP,long,Turtle 20,5m,2026-03-16 17:20:14
0.000875,5.257143,1.0,4.685714,0.1117,7.314286,4.685714,4.685714,0.1181,0.1117,minimal,0.1076,breakout_quality,True,ENA-USDT-SWAP,short,Turtle 55,5m,2026-03-16 17:21:05
0.000875,5.257143,1.0,6.4,0.1117,7.314286,4.685714,6.4,0.1181,0.1117,minimal,0.1061,breakout_quality,True,ENA-USDT-SWAP,short,Turtle 55,5m,2026-03-16 17:22:00
0.003545,2.990127,1.0,2.77916,0.3955,6.121298,2.454161,2.77916,0.3955,0.3738,minimal,0.40535212,breakout_quality,True,XTZ-USDT-SWAP,long,Turtle 55,5m,2026-03-16 17:30:12
0.0027,1.851852,1.0,0.740741,0.931,5.185185,0.740741,0.740741,0.945,0.931,minimal,0.929,breakout_quality,True,FIL-USDT-SWAP,short,Turtle 55,5m,2026-03-16 17:31:08
0.000775,1.677419,1.0,2.193548,0.2353,3.096774,0.903226,2.193548,0.2377,0.2353,minimal,0.2336,breakout_quality,True,BAND-USDT-SWAP,short,Turtle 55,5m,2026-03-16 17:31:10
0.00018,7.777778,1.0,1.111111,0.199,518.888889,1.111111,1.111111,0.2924,0.199,minimal,0.1988,breakout_quality,True,ADA-USDT-SWAP,short,Turtle 55,5m,2026-03-16 17:31:11
0.22765,0.039534,1.0,0.021964,1.65,6.215682,0.021964,0.021964,3.065,1.65,minimal,1.645,breakout_quality,True,LPT-USDT-SWAP,short,Turtle 55,5m,2026-03-16 17:31:13
0.0005385,1.467038,0.831579,2.042341,0.1307,2.414113,0.742804,2.042341,0.132,0.1307,minimal,0.1296002,breakout_quality,True,OP-USDT-SWAP,short,Turtle 20,5m,2026-03-16 17:31:14
0.00018,7.777778,1.0,1.111111,0.199,518.888889,1.111111,1.111111,0.2924,0.199,minimal,0.1988,breakout_quality,True,ADA-USDT-SWAP,short,Turtle 55,5m,2026-03-16 17:32:06
0.22765,0.039534,1.0,0.021964,1.65,6.215682,0.021964,0.021964,3.065,1.65,minimal,1.645,breakout_quality,True,LPT-USDT-SWAP,short,Turtle 55,5m,2026-03-16 17:32:08
0.00018,7.777778,1.0,1.111111,0.199,518.888889,1.111111,1.111111,0.2924,0.199,minimal,0.1988,breakout_quality,True,ADA-USDT-SWAP,short,Turtle 55,5m,2026-03-16 17:33:15
0.22765,0.039534,1.0,0.021964,1.65,6.215682,0.021964,0.021964,3.065,1.65,minimal,1.645,breakout_quality,True,LPT-USDT-SWAP,short,Turtle 55,5m,2026-03-16 17:33:17
0.0027,1.851852,1.0,2.222222,0.931,5.185185,0.740741,2.222222,0.945,0.931,minimal,0.925,breakout_quality,True,FIL-USDT-SWAP,short,Turtle 55,5m,2026-03-16 17:34:39
0.00018,7.777778,1.0,1.111111,0.199,518.888889,1.111111,1.111111,0.2924,0.199,minimal,0.1988,breakout_quality,True,ADA-USDT-SWAP,short,Turtle 55,5m,2026-03-16 17:34:40
0.22765,0.039534,1.0,0.021964,1.65,6.215682,0.021964,0.021964,3.065,1.65,minimal,1.645,breakout_quality,True,LPT-USDT-SWAP,short,Turtle 55,5m,2026-03-16 17:34:42
0.000775,1.677419,1.0,0.568675,0.2353,3.096774,0.903226,0.568675,0.2377,0.2353,minimal,0.23485928,breakout_quality,True,BAND-USDT-SWAP,short,Turtle 55,5m,2026-03-16 17:34:43
0.003515,1.337127,1.0,0.825036,0.0979,1.308677,0.341394,-0.825036,0.1025,0.0979,minimal,0.1008,breakout_quality,True,1INCH-USDT-SWAP,short,Turtle 55,5m,2026-03-16 17:35:49
