cooldown_blocked,event,final_decision_allow_true_false,final_reason,inst_id,price,recent_stopout_present,recent_trade_penalty,recovery_blocked,side,timeframe,ts
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0862,False,,False,long,5m,2026-03-31 14:36:00
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0862,False,,False,short,5m,2026-03-31 14:36:00
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0862,False,,False,long,5m,2026-03-31 14:36:07
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0862,False,,False,short,5m,2026-03-31 14:36:07
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.6609,False,,False,long,5m,2026-03-31 14:36:07
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.6609,False,,False,short,5m,2026-03-31 14:36:07
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0862,False,,False,long,5m,2026-03-31 14:36:14
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0862,False,,False,short,5m,2026-03-31 14:36:14
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.6609,False,,False,long,5m,2026-03-31 14:36:14
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.6609,False,,False,short,5m,2026-03-31 14:36:14
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0862,False,,False,long,5m,2026-03-31 14:36:20
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0862,False,,False,short,5m,2026-03-31 14:36:20
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.6609,False,,False,long,5m,2026-03-31 14:36:20
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.6609,False,,False,short,5m,2026-03-31 14:36:20
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0862,False,,False,long,5m,2026-03-31 14:36:27
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0862,False,,False,short,5m,2026-03-31 14:36:27
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.6609,False,,False,long,5m,2026-03-31 14:36:27
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.6609,False,,False,short,5m,2026-03-31 14:36:27
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0862,False,,False,long,5m,2026-03-31 14:36:33
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0862,False,,False,short,5m,2026-03-31 14:36:33
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.6609,False,,False,long,5m,2026-03-31 14:36:33
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.6609,False,,False,short,5m,2026-03-31 14:36:33
False,reentry_check,True,ok,BRETT-USDT-SWAP,0.006,False,,False,long,5m,2026-03-31 14:36:34
False,reentry_check,True,ok,BRETT-USDT-SWAP,0.006,False,,False,short,5m,2026-03-31 14:36:34
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0862,False,,False,long,5m,2026-03-31 14:36:40
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0862,False,,False,short,5m,2026-03-31 14:36:40
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.6609,False,,False,long,5m,2026-03-31 14:36:40
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.6609,False,,False,short,5m,2026-03-31 14:36:40
False,reentry_check,True,ok,BRETT-USDT-SWAP,0.006,False,,False,long,5m,2026-03-31 14:36:40
False,reentry_check,True,ok,BRETT-USDT-SWAP,0.006,False,,False,short,5m,2026-03-31 14:36:40
False,reentry_check,True,ok,CATI-USDT-SWAP,0.052,False,,False,long,5m,2026-03-31 14:36:41
False,reentry_check,True,ok,CATI-USDT-SWAP,0.052,False,,False,short,5m,2026-03-31 14:36:41
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0862,False,,False,long,5m,2026-03-31 14:36:47
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0862,False,,False,short,5m,2026-03-31 14:36:47
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.6609,False,,False,long,5m,2026-03-31 14:36:47
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.6609,False,,False,short,5m,2026-03-31 14:36:47
False,reentry_check,True,ok,BRETT-USDT-SWAP,0.006,False,,False,long,5m,2026-03-31 14:36:47
False,reentry_check,True,ok,BRETT-USDT-SWAP,0.006,False,,False,short,5m,2026-03-31 14:36:47
False,reentry_check,True,ok,CATI-USDT-SWAP,0.052,False,,False,long,5m,2026-03-31 14:36:47
False,reentry_check,True,ok,CATI-USDT-SWAP,0.052,False,,False,short,5m,2026-03-31 14:36:47
False,reentry_check,True,ok,CHZ-USDT-SWAP,0.04271,False,,False,long,5m,2026-03-31 14:36:48
False,reentry_check,True,ok,CHZ-USDT-SWAP,0.04271,False,,False,short,5m,2026-03-31 14:36:48
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0862,False,,False,long,5m,2026-03-31 14:36:54
