action,inst_id,latency_ms,price,qty,response_code,response_message,side,success,timestamp,trade_id
position_opened,ETHW-USDT-SWAP,0.0,0.2608,94852.0,,,short,True,2026-03-15 13:07:40,20260315_130739_ETHW-USDT-SWAP_short
OPEN,ETHW-USDT-SWAP,0.0,0.2608,94852.0,,Первичный вход,short,True,2026-03-15 13:07:40,20260315_130739_ETHW-USDT-SWAP_short
position_opened,NEO-USDT-SWAP,0.0,2.668,915.0,,,long,True,2026-03-15 13:10:59,20260315_131059_NEO-USDT-SWAP_long
OPEN,NEO-USDT-SWAP,0.0,2.668,915.0,,Первичный вход,long,True,2026-03-15 13:10:59,20260315_131059_NEO-USDT-SWAP_long
position_opened,XTZ-USDT-SWAP,0.0,0.3804,6348.0,,,long,True,2026-03-15 13:20:05,20260315_132004_XTZ-USDT-SWAP_long
OPEN,XTZ-USDT-SWAP,0.0,0.3804,6348.0,,Первичный вход,long,True,2026-03-15 13:20:05,20260315_132004_XTZ-USDT-SWAP_long
position_closed,ETHW-USDT-SWAP,0.0,0.0,94852.0,stopout_cooldown,ATR стоп 2.0N,short,True,2026-03-15 13:20:26,20260315_130739_ETHW-USDT-SWAP_short
CLOSE,ETHW-USDT-SWAP,0.0,0.2746,94852.0,,ATR стоп 2.0N,short,True,2026-03-15 13:20:26,20260315_130739_ETHW-USDT-SWAP_short
position_opened,ARB-USDT-SWAP,0.0,0.1025,2355.3,,,long,True,2026-03-15 13:21:29,20260315_132129_ARB-USDT-SWAP_long
OPEN,ARB-USDT-SWAP,0.0,0.1025,2355.3,,Первичный вход,long,True,2026-03-15 13:21:29,20260315_132129_ARB-USDT-SWAP_long
position_opened,LPT-USDT-SWAP,0.0,2.385,10004.0,,,long,True,2026-03-15 13:21:50,20260315_132150_LPT-USDT-SWAP_long
OPEN,LPT-USDT-SWAP,0.0,2.385,10004.0,,Первичный вход,long,True,2026-03-15 13:21:50,20260315_132150_LPT-USDT-SWAP_long
position_closed,XTZ-USDT-SWAP,0.0,0.0,6348.0,защита_тренда:_откат_от_пика_2.33r_→_-0.85r,Защита тренда: откат от пика 2.33R → -0.85R,long,True,2026-03-15 13:22:11,20260315_132004_XTZ-USDT-SWAP_long
CLOSE,XTZ-USDT-SWAP,0.0,0.38,6348.0,,Защита тренда: откат от пика 2.33R → -0.85R,long,True,2026-03-15 13:22:11,20260315_132004_XTZ-USDT-SWAP_long
position_closed,LPT-USDT-SWAP,0.0,0.0,10004.0,stopout_cooldown,ATR стоп 2.0N,long,True,2026-03-15 13:22:34,20260315_132150_LPT-USDT-SWAP_long
CLOSE,LPT-USDT-SWAP,0.0,2.283,10004.0,,ATR стоп 2.0N,long,True,2026-03-15 13:22:34,20260315_132150_LPT-USDT-SWAP_long
position_opened,LPT-USDT-SWAP,0.0,2.385,10119.0,,,long,True,2026-03-15 13:23:36,20260315_132336_LPT-USDT-SWAP_long
OPEN,LPT-USDT-SWAP,0.0,2.385,10119.0,,Первичный вход,long,True,2026-03-15 13:23:36,20260315_132336_LPT-USDT-SWAP_long
position_opened,XTZ-USDT-SWAP,0.0,0.3804,6301.0,,,long,True,2026-03-15 13:23:56,20260315_132356_XTZ-USDT-SWAP_long
OPEN,XTZ-USDT-SWAP,0.0,0.3804,6301.0,,Первичный вход,long,True,2026-03-15 13:23:56,20260315_132356_XTZ-USDT-SWAP_long
position_closed,LPT-USDT-SWAP,0.0,0.0,10119.0,stopout_cooldown,ATR стоп 2.0N,long,True,2026-03-15 13:24:18,20260315_132336_LPT-USDT-SWAP_long
CLOSE,LPT-USDT-SWAP,0.0,2.285,10119.0,,ATR стоп 2.0N,long,True,2026-03-15 13:24:18,20260315_132336_LPT-USDT-SWAP_long
position_opened,MASK-USDT-SWAP,0.0,0.4531,5264.0,,,long,True,2026-03-15 13:25:22,20260315_132522_MASK-USDT-SWAP_long
