channel_exit_level,close_reason_code,duration_sec,entry_atr,entry_context_file,entry_px,exit_px,final_stop_price,initial_stop_price,inst_id,mae_abs,mae_pct,mae_r,mfe_abs,mfe_pct,mfe_r,peak_price,peak_unrealized_pnl,planned_risk_pct,pnl,pnl_pct,position_notional_usdt,qty,reason,risk_amount_usdt,risk_per_contract,side,system_name,time,trade_context_file,trade_id,trough_price,units
0.893,stopout_cooldown,796,0.0017000000000000014,D:\GIT\okx-trading-bot\v07x\070\logs\entry_context\20260315_162152_FIL-USDT-SWAP_short.json,0.882,0.885,0.883,0.8854,FIL-USDT-SWAP,0.011,1.247166,3.235294,0.0,0.0,0.0,0.885,2.252700000000002,1.0,-4.505400000000004,-0.22650056625141582,1986.8814,22527.0,ATR стоп 2.0N,697.0629042236709,0.0003400000000000003,short,Turtle 55,2026-03-15 16:35:09,D:\GIT\okx-trading-bot\v07x\070\logs\trade_context\20260315_163509_FIL-USDT-SWAP_short_trade.json,20260315_162152_FIL-USDT-SWAP_short,0.882,1
0.01127,stopout_cooldown,1987,0.0008239999999999998,D:\GIT\okx-trading-bot\v07x\070\logs\entry_context\20260315_160105_GMT-USDT-SWAP_long.json,0.0135,0.01402,0.0141499439258971,0.011852,GMT-USDT-SWAP,0.00223,16.518519,1.353155,0.00131,9.703704,0.794903,0.01481,104.82791999998447,1.0,-21.968580000015642,-0.9183352709919825,2282.337,169062.0,ATR стоп 2.0N,699.9706809543718,0.0016479999999999995,long,Turtle 55,2026-03-15 16:34:12,D:\GIT\okx-trading-bot\v07x\070\logs\trade_context\20260315_163412_GMT-USDT-SWAP_long_trade.json,20260315_160104_GMT-USDT-SWAP_long,0.0135,1
0.1783,stopout_cooldown,684,0.0002099999999999991,D:\GIT\okx-trading-bot\v07x\070\logs\entry_context\20260315_162112_THETA-USDT-SWAP_short.json,0.1751,0.1761,0.17552,0.17552,THETA-USDT-SWAP,0.0037,2.113078,8.809524,0.0,0.0,0.0,0.1761,0.0,1.0,-11.480000000000011,-0.571102227298687,2010.1480000000001,1148.0,ATR стоп 2.0N,697.2102245958324,0.0041999999999999815,short,Turtle 55,2026-03-15 16:32:36,D:\GIT\okx-trading-bot\v07x\070\logs\trade_context\20260315_163236_THETA-USDT-SWAP_short_trade.json,20260315_162112_THETA-USDT-SWAP_short,0.1751,1
0.09655,stopout_cooldown,794,0.00020499999999999894,D:\GIT\okx-trading-bot\v07x\070\logs\entry_context\20260315_161825_DOGE-USDT-SWAP_short.json,0.0957,0.09545,0.09535,0.09610999999999999,DOGE-USDT-SWAP,0.00085,0.888192,2.073171,0.0004,0.417973,0.97561,0.0957,0.0,1.0,-2.095999999999769,-0.10487676979547875,2005.872,20.96,ATR стоп 2.0N,698.94495473113,0.40999999999999787,short,Turtle 55,2026-03-15 16:31:39,D:\GIT\okx-trading-bot\v07x\070\logs\trade_context\20260315_163139_DOGE-USDT-SWAP_short_trade.json,20260315_161825_DOGE-USDT-SWAP_short,0.09545,1
468.9,stopout_cooldown,814,0.5650000000000006,D:\GIT\okx-trading-bot\v07x\070\logs\entry_context\20260315_161744_BCH-USDT-SWAP_short.json,465.0,462.3,462.2725,466.13,BCH-USDT-SWAP,3.9,0.83871,3.451327,4.4,0.946237,3.893805,465.0,12.137999999999805,1.0,6.9359999999998525,0.34490191851691443,2015.775,43.35,ATR стоп 2.0N,698.4044389842321,0.11300000000000013,short,Turtle 55,2026-03-15 16:31:18,D:\GIT\okx-trading-bot\v07x\070\logs\trade_context\20260315_163118_BCH-USDT-SWAP_short_trade.json,20260315_161743_BCH-USDT-SWAP_short,461.2,1
0.0965,stopout_cooldown,834,0.00021500000000000062,D:\GIT\okx-trading-bot\v07x\070\logs\entry_context\20260315_161702_HBAR-USDT-SWAP_short.json,0.0952,0.0953,0.0948015676959621,0.09563,HBAR-USDT-SWAP,0.0019,1.995798,4.418605,0.0005,0.52521,1.162791,0.0953,2.1380000000020023,1.0,-10.491999999997775,-0.525763778122763,2003.96,210.5,ATR стоп 2.0N,698.0495269555535,0.04300000000000012,short,Turtle 55,2026-03-15 16:30:57,D:\GIT\okx-trading-bot\v07x\070\logs\trade_context\20260315_163057_HBAR-USDT-SWAP_short_trade.json,20260315_161702_HBAR-USDT-SWAP_short,0.0947,1
4.505,stopout_cooldown,856,0.007950000000000079,D:\GIT\okx-trading-bot\v07x\070\logs\entry_context\20260315_161620_KSM-USDT-SWAP_short.json,4.436,4.443,4.431390341160833,4.4519,KSM-USDT-SWAP,0.069,1.555455,4.339623,0.013,0.293057,0.81761,4.443,2.433200000000082,1.0,-5.240599999999675,-0.26198682457129435,2002.4104,4514.0,ATR стоп 2.0N,699.2447240959747,0.0015900000000000159,short,Turtle 55,2026-03-15 16:30:36,D:\GIT\okx-trading-bot\v07x\070\logs\trade_context\20260315_163036_KSM-USDT-SWAP_short_trade.json,20260315_161620_KSM-USDT-SWAP_short,4.423,1
0.0963,stopout_cooldown,795,0.00030999999999999984,D:\GIT\okx-trading-bot\v07x\070\logs\entry_context\20260315_161450_ALGO-USDT-SWAP_short.json,0.0916,0.0916,0.0913436993699371,0.09222,ALGO-USDT-SWAP,0.0047,5.131004,7.580645,0.0038,4.148472,6.129032,0.0916,3.1930000000021836,1.0,-5.694999999997763,-0.2805892818342093,2035.352,2222.0,ATR стоп 2.0N,699.2341492976446,0.006199999999999997,short,Turtle 20,2026-03-15 16:28:06,D:\GIT\okx-trading-bot\v07x\070\logs\trade_context\20260315_162806_ALGO-USDT-SWAP_short_trade.json,20260315_161450_ALGO-USDT-SWAP_short,0.0912,1
0.1032,stopout_cooldown,837,0.0002099999999999991,D:\GIT\okx-trading-bot\v07x\070\logs\entry_context\20260315_161348_ARB-USDT-SWAP_short.json,0.1019,0.1016,0.1015,0.10232000000000001,ARB-USDT-SWAP,0.0036,3.532875,8.571429,0.0008,0.785083,1.904762,0.1019,4.033800000000116,1.0,-2.016899999999778,-0.09852216748767388,2055.2211,2016.9,ATR стоп 2.0N,700.2257024047368,0.0041999999999999815,short,Turtle 20,2026-03-15 16:27:45,D:\GIT\okx-trading-bot\v07x\070\logs\trade_context\20260315_162745_ARB-USDT-SWAP_short_trade.json,20260315_161348_ARB-USDT-SWAP_short,0.1013,1
8.42,stopout_cooldown,835,0.02300000000000031,D:\GIT\okx-trading-bot\v07x\070\logs\entry_context\20260315_161328_ETC-USDT-SWAP_short.json,8.34,8.32,8.31,8.386000000000001,ETC-USDT-SWAP,0.1,1.199041,2.173913,0.09,1.079137,1.956522,8.34,4.962000000000335,1.0,-2.480999999999947,-0.12033694344163402,2069.1539999999995,24.81,ATR стоп 2.0N,700.2942193318494,0.4600000000000062,short,Turtle 20,2026-03-15 16:27:23,D:\GIT\okx-trading-bot\v07x\070\logs\trade_context\20260315_162723_ETC-USDT-SWAP_short_trade.json,20260315_161328_ETC-USDT-SWAP_short,8.29,1
0.1627,stopout_cooldown,835,0.00029000000000000136,D:\GIT\okx-trading-bot\v07x\070\logs\entry_context\20260315_161307_MET-USDT-SWAP_short.json,0.1607,0.1605,0.1604,0.16128,MET-USDT-SWAP,0.0026,1.617922,4.482759,0.0003,0.186683,0.517241,0.1607,0.0,1.0,-1.3030000000002182,-0.06234413965088327,2093.921,1303.0,ATR стоп 2.0N,699.9545660479175,0.005800000000000027,short,Turtle 55,2026-03-15 16:27:03,D:\GIT\okx-trading-bot\v07x\070\logs\trade_context\20260315_162703_MET-USDT-SWAP_short_trade.json,20260315_161306_MET-USDT-SWAP_short,0.1604,1
