cooldown_blocked,cooldown_expired,cooldown_required_seconds,event,final_decision_allow_true_false,final_reason,inst_id,last_exit_reason,last_trade_pnl,price,recent_stopout_present,recent_trade_penalty,recovery_atr_actual,recovery_atr_required,recovery_blocked,seconds_since_last_close,side,timeframe,ts
False,,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.097,False,,,,False,,long,5m,2026-03-15 13:06:19
False,,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.097,False,,,,False,,short,5m,2026-03-15 13:06:19
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0835,False,,,,False,,long,5m,2026-03-15 13:06:19
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0835,False,,,,False,,short,5m,2026-03-15 13:06:19
False,,,reentry_check,True,ok,A-USDT-SWAP,,,0.0807,False,,,,False,,long,5m,2026-03-15 13:06:20
False,,,reentry_check,True,ok,A-USDT-SWAP,,,0.0807,False,,,,False,,short,5m,2026-03-15 13:06:20
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,114.93,False,,,,False,,long,5m,2026-03-15 13:06:20
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,114.93,False,,,,False,,short,5m,2026-03-15 13:06:20
False,,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.0138,False,,,,False,,long,5m,2026-03-15 13:06:20
False,,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.0138,False,,,,False,,short,5m,2026-03-15 13:06:20
,,,reentry_check,True,scan,ACT-USDT-SWAP,,,0.0138,False,0.0,,,,,scan,5m,2026-03-15 13:06:21
False,,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2646,False,,,,False,,long,5m,2026-03-15 13:06:21
False,,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2646,False,,,,False,,short,5m,2026-03-15 13:06:21
False,,,reentry_check,True,ok,AI16Z-USDT-SWAP,,,0.05689,False,,,,False,,long,5m,2026-03-15 13:06:22
False,,,reentry_check,True,ok,AI16Z-USDT-SWAP,,,0.05689,False,,,,False,,short,5m,2026-03-15 13:06:22
False,,,reentry_check,True,ok,ALGO-USDT-SWAP,,,0.0915,False,,,,False,,long,5m,2026-03-15 13:06:22
False,,,reentry_check,True,ok,ALGO-USDT-SWAP,,,0.0915,False,,,,False,,short,5m,2026-03-15 13:06:22
False,,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.1017,False,,,,False,,long,5m,2026-03-15 13:06:23
False,,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.1017,False,,,,False,,short,5m,2026-03-15 13:06:23
,,,reentry_check,True,scan,ARB-USDT-SWAP,,,0.1017,False,0.0,,,,,scan,5m,2026-03-15 13:06:23
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.7253,False,,,,False,,long,5m,2026-03-15 13:06:23
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.7253,False,,,,False,,short,5m,2026-03-15 13:06:23
False,,,reentry_check,True,ok,ATOM-USDT-SWAP,,,1.446,False,,,,False,,long,5m,2026-03-15 13:06:24
False,,,reentry_check,True,ok,ATOM-USDT-SWAP,,,1.446,False,,,,False,,short,5m,2026-03-15 13:06:24
