action,inst_id,latency_ms,price,qty,response_code,response_message,side,success,timestamp,trade_id
position_opened,NEO-USDT-SWAP,0.0,2.685585185185186,135.0,,,short,True,2026-03-19 14:10:14,20260319_141010_NEO-USDT-SWAP_short
OPEN,NEO-USDT-SWAP,0.0,2.685585185185186,135.0,,Первичный вход,short,True,2026-03-19 14:10:14,20260319_141010_NEO-USDT-SWAP_short
position_opened,XAG-USDT-SWAP,0.0,70.04617153809296,4174.0,,,short,True,2026-03-19 14:10:19,20260319_141015_XAG-USDT-SWAP_short
OPEN,XAG-USDT-SWAP,0.0,70.04617153809296,4174.0,,Первичный вход,short,True,2026-03-19 14:10:19,20260319_141015_XAG-USDT-SWAP_short
position_closed,NEO-USDT-SWAP,0.0,0.0,135.0,stopout_cooldown,ATR стоп 2.0N,short,True,2026-03-19 14:10:43,20260319_141010_NEO-USDT-SWAP_short
CLOSE,NEO-USDT-SWAP,0.0,2.749,135.0,,ATR стоп 2.0N,short,True,2026-03-19 14:10:43,20260319_141010_NEO-USDT-SWAP_short
position_closed,XAG-USDT-SWAP,0.0,0.0,8391.0,stopout_cooldown,ATR стоп 2.0N,short,True,2026-03-19 14:11:16,20260319_141015_XAG-USDT-SWAP_short
CLOSE,XAG-USDT-SWAP,0.0,71.01,8391.0,,ATR стоп 2.0N,short,True,2026-03-19 14:11:16,20260319_141015_XAG-USDT-SWAP_short
position_opened,XAG-USDT-SWAP,0.0,70.9,4251.0,,,short,True,2026-03-19 14:11:41,20260319_141138_XAG-USDT-SWAP_short
OPEN,XAG-USDT-SWAP,0.0,70.9,4251.0,,Первичный вход,short,True,2026-03-19 14:11:41,20260319_141138_XAG-USDT-SWAP_short
