cooldown_blocked,cooldown_required_seconds,event,final_decision_allow_true_false,final_reason,inst_id,last_exit_reason,last_trade_pnl,price,recent_stopout_present,recent_trade_penalty,recovery_atr_actual,recovery_atr_required,recovery_blocked,seconds_since_last_close,side,timeframe,ts
False,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.6888,False,,,,False,,long,5m,2026-03-19 13:55:34
False,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.6888,False,,,,False,,short,5m,2026-03-19 13:55:34
False,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.943,False,,,,False,,long,5m,2026-03-19 13:55:34
False,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.943,False,,,,False,,short,5m,2026-03-19 13:55:34
False,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.1934,False,,,,False,,long,5m,2026-03-19 13:55:34
False,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.1934,False,,,,False,,short,5m,2026-03-19 13:55:34
False,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.0969,False,,,,False,,long,5m,2026-03-19 13:55:50
False,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.0969,False,,,,False,,short,5m,2026-03-19 13:55:50
False,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0776,False,,,,False,,long,5m,2026-03-19 13:55:50
False,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0776,False,,,,False,,short,5m,2026-03-19 13:55:50
False,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01363,False,,,,False,,long,5m,2026-03-19 13:55:50
False,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01363,False,,,,False,,short,5m,2026-03-19 13:55:50
False,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2698,False,,,,False,,long,5m,2026-03-19 13:55:50
False,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2698,False,,,,False,,short,5m,2026-03-19 13:55:50
False,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.1006,False,,,,False,,long,5m,2026-03-19 13:55:50
False,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.1006,False,,,,False,,short,5m,2026-03-19 13:55:50
False,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.6888,False,,,,False,,long,5m,2026-03-19 13:55:51
False,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.6888,False,,,,False,,short,5m,2026-03-19 13:55:51
False,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.943,False,,,,False,,long,5m,2026-03-19 13:55:51
False,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.943,False,,,,False,,short,5m,2026-03-19 13:55:51
False,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.1934,False,,,,False,,long,5m,2026-03-19 13:55:51
False,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.1934,False,,,,False,,short,5m,2026-03-19 13:55:51
False,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.0969,False,,,,False,,long,5m,2026-03-19 13:56:08
False,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.0969,False,,,,False,,short,5m,2026-03-19 13:56:08
False,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0776,False,,,,False,,long,5m,2026-03-19 13:56:08
False,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0776,False,,,,False,,short,5m,2026-03-19 13:56:08
False,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01363,False,,,,False,,long,5m,2026-03-19 13:56:09
False,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01363,False,,,,False,,short,5m,2026-03-19 13:56:09
False,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2698,False,,,,False,,long,5m,2026-03-19 13:56:09
False,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2698,False,,,,False,,short,5m,2026-03-19 13:56:09
False,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.1006,False,,,,False,,long,5m,2026-03-19 13:56:09
False,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.1006,False,,,,False,,short,5m,2026-03-19 13:56:09
False,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.6888,False,,,,False,,long,5m,2026-03-19 13:56:10
False,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.6888,False,,,,False,,short,5m,2026-03-19 13:56:10
False,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.943,False,,,,False,,long,5m,2026-03-19 13:56:10
False,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.943,False,,,,False,,short,5m,2026-03-19 13:56:10
False,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.1934,False,,,,False,,long,5m,2026-03-19 13:56:10
False,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.1934,False,,,,False,,short,5m,2026-03-19 13:56:10
False,,reentry_check,True,ok,BNB-USDT-SWAP,,,726.2,False,,,,False,,long,5m,2026-03-19 13:56:10
False,,reentry_check,True,ok,BNB-USDT-SWAP,,,726.2,False,,,,False,,short,5m,2026-03-19 13:56:10
False,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.00043,False,,,,False,,long,5m,2026-03-19 13:56:11
False,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.00043,False,,,,False,,short,5m,2026-03-19 13:56:11
False,,reentry_check,True,ok,BTC-USDT-SWAP,,,70138.4,False,,,,False,,long,5m,2026-03-19 13:56:11
False,,reentry_check,True,ok,BTC-USDT-SWAP,,,70138.4,False,,,,False,,short,5m,2026-03-19 13:56:11
False,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.0969,False,,,,False,,long,5m,2026-03-19 13:56:27
False,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.0969,False,,,,False,,short,5m,2026-03-19 13:56:27
False,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0776,False,,,,False,,long,5m,2026-03-19 13:56:27
False,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0776,False,,,,False,,short,5m,2026-03-19 13:56:27
False,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01363,False,,,,False,,long,5m,2026-03-19 13:56:28
False,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01363,False,,,,False,,short,5m,2026-03-19 13:56:28
False,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2698,False,,,,False,,long,5m,2026-03-19 13:56:28
False,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2698,False,,,,False,,short,5m,2026-03-19 13:56:28
False,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.1006,False,,,,False,,long,5m,2026-03-19 13:56:28
False,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.1006,False,,,,False,,short,5m,2026-03-19 13:56:28
False,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.6888,False,,,,False,,long,5m,2026-03-19 13:56:28
False,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.6888,False,,,,False,,short,5m,2026-03-19 13:56:28
False,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.943,False,,,,False,,long,5m,2026-03-19 13:56:29
False,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.943,False,,,,False,,short,5m,2026-03-19 13:56:29
False,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.1934,False,,,,False,,long,5m,2026-03-19 13:56:29
False,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.1934,False,,,,False,,short,5m,2026-03-19 13:56:29
False,,reentry_check,True,ok,BNB-USDT-SWAP,,,726.2,False,,,,False,,long,5m,2026-03-19 13:56:29
False,,reentry_check,True,ok,BNB-USDT-SWAP,,,726.2,False,,,,False,,short,5m,2026-03-19 13:56:29
False,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.00043,False,,,,False,,long,5m,2026-03-19 13:56:30
False,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.00043,False,,,,False,,short,5m,2026-03-19 13:56:30
False,,reentry_check,True,ok,BTC-USDT-SWAP,,,70138.4,False,,,,False,,long,5m,2026-03-19 13:56:30
False,,reentry_check,True,ok,BTC-USDT-SWAP,,,70138.4,False,,,,False,,short,5m,2026-03-19 13:56:30
False,,reentry_check,True,ok,CFX-USDT-SWAP,,,0.06152,False,,,,False,,long,5m,2026-03-19 13:56:30
False,,reentry_check,True,ok,CFX-USDT-SWAP,,,0.06152,False,,,,False,,short,5m,2026-03-19 13:56:30
False,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.0969,False,,,,False,,long,5m,2026-03-19 13:56:47
False,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.0969,False,,,,False,,short,5m,2026-03-19 13:56:47
False,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0776,False,,,,False,,long,5m,2026-03-19 13:56:47
False,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0776,False,,,,False,,short,5m,2026-03-19 13:56:47
False,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01363,False,,,,False,,long,5m,2026-03-19 13:56:48
False,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01363,False,,,,False,,short,5m,2026-03-19 13:56:48
False,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2698,False,,,,False,,long,5m,2026-03-19 13:56:48
False,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2698,False,,,,False,,short,5m,2026-03-19 13:56:48
False,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.1006,False,,,,False,,long,5m,2026-03-19 13:56:48
False,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.1006,False,,,,False,,short,5m,2026-03-19 13:56:48
False,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.6888,False,,,,False,,long,5m,2026-03-19 13:56:48
False,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.6888,False,,,,False,,short,5m,2026-03-19 13:56:48
False,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.943,False,,,,False,,long,5m,2026-03-19 13:56:49
False,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.943,False,,,,False,,short,5m,2026-03-19 13:56:49
False,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.1934,False,,,,False,,long,5m,2026-03-19 13:56:49
False,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.1934,False,,,,False,,short,5m,2026-03-19 13:56:49
False,,reentry_check,True,ok,BNB-USDT-SWAP,,,726.2,False,,,,False,,long,5m,2026-03-19 13:56:49
False,,reentry_check,True,ok,BNB-USDT-SWAP,,,726.2,False,,,,False,,short,5m,2026-03-19 13:56:49
False,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.00043,False,,,,False,,long,5m,2026-03-19 13:56:49
False,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.00043,False,,,,False,,short,5m,2026-03-19 13:56:49
False,,reentry_check,True,ok,BTC-USDT-SWAP,,,70138.4,False,,,,False,,long,5m,2026-03-19 13:56:50
False,,reentry_check,True,ok,BTC-USDT-SWAP,,,70138.4,False,,,,False,,short,5m,2026-03-19 13:56:50
False,,reentry_check,True,ok,CFX-USDT-SWAP,,,0.06152,False,,,,False,,long,5m,2026-03-19 13:56:50
False,,reentry_check,True,ok,CFX-USDT-SWAP,,,0.06152,False,,,,False,,short,5m,2026-03-19 13:56:50
False,,reentry_check,True,ok,CHZ-USDT-SWAP,,,0.03563,False,,,,False,,long,5m,2026-03-19 13:56:50
False,,reentry_check,True,ok,CHZ-USDT-SWAP,,,0.03563,False,,,,False,,short,5m,2026-03-19 13:56:50
False,,reentry_check,True,ok,COMP-USDT-SWAP,,,18.5,False,,,,False,,long,5m,2026-03-19 13:56:51
False,,reentry_check,True,ok,COMP-USDT-SWAP,,,18.5,False,,,,False,,short,5m,2026-03-19 13:56:51
False,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.0969,False,,,,False,,long,5m,2026-03-19 13:57:07
False,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.0969,False,,,,False,,short,5m,2026-03-19 13:57:07
False,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0776,False,,,,False,,long,5m,2026-03-19 13:57:07
False,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0776,False,,,,False,,short,5m,2026-03-19 13:57:07
False,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01363,False,,,,False,,long,5m,2026-03-19 13:57:08
False,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01363,False,,,,False,,short,5m,2026-03-19 13:57:08
