block_reason,cooldown_blocked,inst_id,last_exit_reason,last_trade_pnl,price,recovery_blocked,side,ts
cooldown после ATR-стопа ещё активен 1781s; цена отошла только на 0.49 ATR,True,NEO-USDT-SWAP,ATR стоп 2.0N,0.0,2.745,True,short,2026-03-19 14:11:01
cooldown после ATR-стопа ещё активен 1750s; цена отошла только на 0.49 ATR,True,NEO-USDT-SWAP,ATR стоп 2.0N,0.0,2.745,True,short,2026-03-19 14:11:32
cooldown после ATR-стопа ещё активен 1724s; цена отошла только на 0.49 ATR,True,NEO-USDT-SWAP,ATR стоп 2.0N,0.0,2.745,True,short,2026-03-19 14:11:58
cooldown после ATR-стопа ещё активен 1704s; цена отошла только на 0.49 ATR,True,NEO-USDT-SWAP,ATR стоп 2.0N,0.0,2.745,True,short,2026-03-19 14:12:19
cooldown после ATR-стопа ещё активен 1680s; цена отошла только на 0.49 ATR,True,NEO-USDT-SWAP,ATR стоп 2.0N,0.0,2.745,True,short,2026-03-19 14:12:42
cooldown после ATR-стопа ещё активен 1659s; цена отошла только на 0.49 ATR,True,NEO-USDT-SWAP,ATR стоп 2.0N,0.0,2.745,True,short,2026-03-19 14:13:04
cooldown после ATR-стопа ещё активен 1636s; цена отошла только на 0.49 ATR,True,NEO-USDT-SWAP,ATR стоп 2.0N,0.0,2.745,True,short,2026-03-19 14:13:27
cooldown после ATR-стопа ещё активен 1615s; цена отошла только на 0.49 ATR,True,NEO-USDT-SWAP,ATR стоп 2.0N,0.0,2.745,True,short,2026-03-19 14:13:48
cooldown после ATR-стопа ещё активен 1590s; цена отошла только на 0.49 ATR,True,NEO-USDT-SWAP,ATR стоп 2.0N,0.0,2.745,True,short,2026-03-19 14:14:12
cooldown после ATR-стопа ещё активен 1569s; цена отошла только на 0.49 ATR,True,NEO-USDT-SWAP,ATR стоп 2.0N,0.0,2.745,True,short,2026-03-19 14:14:34
