action,atr,attempt,cancelled_algo_id,current_price,event,exchange_stop_algo_id,exchange_stop_price,exchange_stop_status,inst_id,qty,reason,requested_stop,response_code,side,strategy_stop_price,trade_id,ts
place_missing_stop,17.948500000000013,,,2376.8,STOP_MISSING,,0.0,,ETH-USDT-SWAP,24.24,manage_open_positions,,,long,2306.894,20260316_154929_ETH-USDT-SWAP_long,2026-03-16 15:50:02
,17.948500000000013,1,,,STOP_PLACED,3394467097227902976,2306.894,active,ETH-USDT-SWAP,24.24,missing_stop_recovery,2306.894,0,long,2306.894,20260316_154929_ETH-USDT-SWAP_long,2026-03-16 15:50:02
place_missing_stop,0.1760000000000012,,,80.04,STOP_MISSING,,0.0,,XAG-USDT-SWAP,1810.0,manage_open_positions,,,long,79.55600000000001,20260316_154929_XAG-USDT-SWAP_long,2026-03-16 15:50:03
,0.1760000000000012,1,,,STOP_PLACED,3394467125514289152,79.55600000000001,active,XAG-USDT-SWAP,1810.0,missing_stop_recovery,79.55600000000001,0,long,79.55600000000001,20260316_154929_XAG-USDT-SWAP_long,2026-03-16 15:50:03
place_missing_stop,0.0012999999999999678,,,2.698,STOP_MISSING,,0.0,,ICP-USDT-SWAP,52986.0,manage_open_positions,,,long,2.6953282584078817,20260316_154929_ICP-USDT-SWAP_long,2026-03-16 15:50:04
,0.0012999999999999678,1,,,STOP_PLACED,3394467156518584320,2.6953282584078817,active,ICP-USDT-SWAP,52986.0,missing_stop_recovery,2.6953282584078817,0,long,2.6953282584078817,20260316_154929_ICP-USDT-SWAP_long,2026-03-16 15:50:04
place_missing_stop,0.0,,,1.0126,STOP_MISSING,,0.0,,BREV-USDT-SWAP,120000.0,manage_open_positions,,,long,1.0089049966666679,20260316_154930_BREV-USDT-SWAP_long,2026-03-16 15:50:05
,0.0,1,,,STOP_PLACED,3394467183563456512,1.0089049966666679,active,BREV-USDT-SWAP,120000.0,missing_stop_recovery,1.0089049966666679,0,long,1.0089049966666679,20260316_154930_BREV-USDT-SWAP_long,2026-03-16 15:50:05
,0.0,,3394467183563456512,,STOP_CANCELLED,3394467183563456512,1.0089049966666679,active,BREV-USDT-SWAP,120000.0,pre_close:Защита тренда: откат от пика 23095003333.33R → 3695003333.33R,,,long,1.0089049966666679,20260316_154930_BREV-USDT-SWAP_long,2026-03-16 15:50:05
