current_price,error_code,error_msg,event,inst_id,requested_stop,response,side,trade_id,ts
0.05616,,health_restore,STOP_MISSING,MAGIC-USDT-SWAP,0.05619,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51023"", ""sMsg"": ""Position doesn't exist. "", ""tag"": """"}], ""msg"": """", ""newCode"": """", ""traceId"": """"}",short,20260329_161536_MAGIC-USDT-SWAP_short,2026-03-29 16:29:25
0.854,,health_restore,STOP_MISSING,LIT-USDT-SWAP,0.857,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51023"", ""sMsg"": ""Position doesn't exist. "", ""tag"": """"}], ""msg"": """", ""newCode"": """", ""traceId"": """"}",short,20260329_161532_LIT-USDT-SWAP_short,2026-03-29 16:32:13
2.801,,health_restore,STOP_MISSING,INJ-USDT-SWAP,2.805,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51023"", ""sMsg"": ""Position doesn't exist. "", ""tag"": """"}], ""msg"": """", ""newCode"": """", ""traceId"": """"}",short,20260329_161534_INJ-USDT-SWAP_short,2026-03-29 17:12:54
0.05608,,health_restore,STOP_MISSING,MAGIC-USDT-SWAP,0.05611,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51023"", ""sMsg"": ""Position doesn't exist. "", ""tag"": """"}], ""msg"": """", ""newCode"": """", ""traceId"": """"}",short,20260329_171535_MAGIC-USDT-SWAP_short,2026-03-29 17:36:33
18.0,,health_restore,STOP_MISSING,COMP-USDT-SWAP,18.02,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51023"", ""sMsg"": ""Position doesn't exist. "", ""tag"": """"}], ""msg"": """", ""newCode"": """", ""traceId"": """"}",short,20260329_173308_COMP-USDT-SWAP_short,2026-03-29 17:49:07
53.65,,health_restore,STOP_MISSING,LTC-USDT-SWAP,53.69,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51023"", ""sMsg"": ""Position doesn't exist. "", ""tag"": """"}], ""msg"": """", ""newCode"": """", ""traceId"": """"}",short,20260329_170836_LTC-USDT-SWAP_short,2026-03-29 17:58:05
1.642,,health_restore,STOP_MISSING,ATOM-USDT-SWAP,1.644,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51023"", ""sMsg"": ""Position doesn't exist. "", ""tag"": """"}], ""msg"": """", ""newCode"": """", ""traceId"": """"}",short,20260329_171027_ATOM-USDT-SWAP_short,2026-03-29 18:01:13
0.2682,,manage_cycle_reconcile,STOP_MISSING,LQTY-USDT-SWAP,0.2676,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51023"", ""sMsg"": ""Position doesn't exist. "", ""tag"": """"}], ""msg"": """", ""newCode"": """", ""traceId"": """"}",long,20260329_173557_LQTY-USDT-SWAP_long,2026-03-29 18:01:50
0.1501,,health_restore,STOP_MISSING,THETA-USDT-SWAP,0.1496,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51023"", ""sMsg"": ""Position doesn't exist. "", ""tag"": """"}], ""msg"": """", ""newCode"": """", ""traceId"": """"}",long,20260329_180654_THETA-USDT-SWAP_long,2026-03-29 18:20:21
0.3424,,health_restore,STOP_MISSING,XTZ-USDT-SWAP,0.3426,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51023"", ""sMsg"": ""Position doesn't exist. "", ""tag"": """"}], ""msg"": """", ""newCode"": """", ""traceId"": """"}",short,20260329_183056_XTZ-USDT-SWAP_short,2026-03-29 18:56:49
1.1581,,health_restore,STOP_MISSING,NEAR-USDT-SWAP,1.1589,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51023"", ""sMsg"": ""Position doesn't exist. "", ""tag"": """"}], ""msg"": """", ""newCode"": """", ""traceId"": """"}",short,20260329_183351_NEAR-USDT-SWAP_short,2026-03-29 18:57:20
0.1348,,health_restore,STOP_MISSING,MET-USDT-SWAP,0.135,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51023"", ""sMsg"": ""Position doesn't exist. "", ""tag"": """"}], ""msg"": """", ""newCode"": """", ""traceId"": """"}",short,20260329_171243_MET-USDT-SWAP_short,2026-03-29 19:00:17
81.82,,health_restore,STOP_MISSING,SOL-USDT-SWAP,81.88,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51023"", ""sMsg"": ""Position doesn't exist. "", ""tag"": """"}], ""msg"": """", ""newCode"": """", ""traceId"": """"}",short,20260329_183054_SOL-USDT-SWAP_short,2026-03-29 19:10:26
8.425,,health_restore,STOP_MISSING,LINK-USDT-SWAP,8.433,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51023"", ""sMsg"": ""Position doesn't exist. "", ""tag"": """"}], ""msg"": """", ""newCode"": """", ""traceId"": """"}",short,20260329_183347_LINK-USDT-SWAP_short,2026-03-29 19:10:37
53.58,,health_restore,STOP_MISSING,LTC-USDT-SWAP,53.62,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51023"", ""sMsg"": ""Position doesn't exist. "", ""tag"": """"}], ""msg"": """", ""newCode"": """", ""traceId"": """"}",short,20260329_183349_LTC-USDT-SWAP_short,2026-03-29 19:20:52
0.2711,,health_restore,STOP_MISSING,LQTY-USDT-SWAP,0.2709,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51023"", ""sMsg"": ""Position doesn't exist. "", ""tag"": """"}], ""msg"": """", ""newCode"": """", ""traceId"": """"}",long,20260329_183353_LQTY-USDT-SWAP_long,2026-03-29 19:23:08
8.433,,health_restore,STOP_MISSING,LINK-USDT-SWAP,8.428,"{""code"": ""1"", ""data"": [{""algoClOrdId"": """", ""algoId"": """", ""clOrdId"": """", ""sCode"": ""51023"", ""sMsg"": ""Position doesn't exist. "", ""tag"": """"}], ""msg"": """", ""newCode"": """", ""traceId"": """"}",long,20260329_192303_LINK-USDT-SWAP_long,2026-03-29 19:38:29
