details,event_type,inst_id,reason_code,timestamp
,filter_diagnostics,,unknown,2026-03-29 16:13:11
"{""ts"": ""2026-03-29 16:13:11"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 0, ""open_positions_count"": 0, ""available_after_bans_count"": 108, ""trade_ready_count"": 2, ""scanner_total"": 108, ""scanner_scanned"": 10, ""scanner_ready"": 10, ""scanner_pending"": 98, ""scanner_failed"": 0, ""scanner_allowed"": 3, ""scanner_blocked"": 7, ""scanner_dead"": 2, ""scanner_saw"": 0, ""scanner_ripping"": 5, ""scanner_status_text"": ""SCANNING"", ""scanner_safe"": 3, ""scanner_caution"": 0, ""scanner_risky"": 7, ""scanner_blacklist"": 7, ""scanner_exec_watch"": 5, ""scanner_admitted"": 3, ""signal_funnel"": {""cycle_id"": 1, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-29 16:13:11
,filter_diagnostics,,unknown,2026-03-29 16:29:00
"{""ts"": ""2026-03-29 16:29:00"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 1, ""blocked_count"": 1, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 1, ""execution_watchlist_count"": 0, ""open_positions_count"": 3, ""available_after_bans_count"": 107, ""trade_ready_count"": 11, ""scanner_total"": 108, ""scanner_scanned"": 108, ""scanner_ready"": 108, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_allowed"": 43, ""scanner_blocked"": 65, ""scanner_dead"": 21, ""scanner_saw"": 0, ""scanner_ripping"": 44, ""scanner_status_text"": ""READY"", ""scanner_safe"": 43, ""scanner_caution"": 0, ""scanner_risky"": 65, ""scanner_blacklist"": 65, ""scanner_exec_watch"": 44, ""scanner_admitted"": 43, ""signal_funnel"": {""cycle_id"": 6, ""instruments_scanned"": 27, ""prefilter_skipped"": 81, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 28, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-29 16:29:00
SYNC confirmed close after exchange absence,close_pending_exchange,LIT-USDT-SWAP,sync_confirmed_close_after_exchange_absence,2026-03-29 16:32:11
,filter_diagnostics,,unknown,2026-03-29 16:46:11
"{""ts"": ""2026-03-29 16:46:11"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 1, ""blocked_count"": 1, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 1, ""execution_watchlist_count"": 0, ""open_positions_count"": 1, ""available_after_bans_count"": 107, ""trade_ready_count"": 12, ""scanner_total"": 108, ""scanner_scanned"": 108, ""scanner_ready"": 108, ""scanner_pending"": 0, ""scanner_failed"": 1, ""scanner_allowed"": 41, ""scanner_blocked"": 66, ""scanner_dead"": 21, ""scanner_saw"": 0, ""scanner_ripping"": 45, ""scanner_status_text"": ""READY"", ""scanner_safe"": 41, ""scanner_caution"": 0, ""scanner_risky"": 66, ""scanner_blacklist"": 66, ""scanner_exec_watch"": 45, ""scanner_admitted"": 41, ""signal_funnel"": {""cycle_id"": 12, ""instruments_scanned"": 24, ""prefilter_skipped"": 84, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 24, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-29 16:46:11
,filter_diagnostics,,unknown,2026-03-29 17:02:00
"{""ts"": ""2026-03-29 17:02:00"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 1, ""blocked_count"": 1, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 1, ""execution_watchlist_count"": 0, ""open_positions_count"": 1, ""available_after_bans_count"": 107, ""trade_ready_count"": 13, ""scanner_total"": 108, ""scanner_scanned"": 108, ""scanner_ready"": 108, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_allowed"": 44, ""scanner_blocked"": 64, ""scanner_dead"": 21, ""scanner_saw"": 0, ""scanner_ripping"": 43, ""scanner_status_text"": ""READY"", ""scanner_safe"": 44, ""scanner_caution"": 0, ""scanner_risky"": 64, ""scanner_blacklist"": 64, ""scanner_exec_watch"": 43, ""scanner_admitted"": 44, ""signal_funnel"": {""cycle_id"": 18, ""instruments_scanned"": 27, ""prefilter_skipped"": 81, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 29, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-29 17:02:00
SYNC recheck during entry recovery: PENDING_RECHECK,close_pending_exchange,THETA-USDT-SWAP,sync_recheck_during_entry_recovery:_pending_recheck,2026-03-29 17:06:44
SYNC recheck during entry recovery: PENDING_RECHECK,close_pending_exchange,LTC-USDT-SWAP,sync_recheck_during_entry_recovery:_pending_recheck,2026-03-29 17:08:39
SYNC recheck during entry recovery: PENDING_RECHECK,close_pending_exchange,ATOM-USDT-SWAP,sync_recheck_during_entry_recovery:_pending_recheck,2026-03-29 17:10:30
SYNC confirmed close after exchange absence,close_pending_exchange,INJ-USDT-SWAP,sync_confirmed_close_after_exchange_absence,2026-03-29 17:12:47
SYNC recheck during entry recovery: PENDING_RECHECK,close_pending_exchange,MET-USDT-SWAP,sync_recheck_during_entry_recovery:_pending_recheck,2026-03-29 17:12:47
SYNC recheck during entry recovery: PENDING_RECHECK,close_pending_exchange,MAGIC-USDT-SWAP,sync_recheck_during_entry_recovery:_pending_recheck,2026-03-29 17:15:38
,filter_diagnostics,,unknown,2026-03-29 17:18:31
"{""ts"": ""2026-03-29 17:18:31"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 1, ""blocked_count"": 1, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 1, ""execution_watchlist_count"": 0, ""open_positions_count"": 5, ""available_after_bans_count"": 107, ""trade_ready_count"": 12, ""scanner_total"": 108, ""scanner_scanned"": 108, ""scanner_ready"": 108, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_allowed"": 51, ""scanner_blocked"": 57, ""scanner_dead"": 21, ""scanner_saw"": 0, ""scanner_ripping"": 36, ""scanner_status_text"": ""READY"", ""scanner_safe"": 51, ""scanner_caution"": 0, ""scanner_risky"": 57, ""scanner_blacklist"": 57, ""scanner_exec_watch"": 36, ""scanner_admitted"": 51, ""signal_funnel"": {""cycle_id"": 25, ""instruments_scanned"": 19, ""prefilter_skipped"": 89, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 17, ""other_rejected"": 0, ""candidates"": 2, ""ranked_candidates"": 2, ""orders_sent"": 0, ""entry_failed"": 2, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-29 17:18:31
SYNC recheck during entry recovery: PENDING_RECHECK,close_pending_exchange,COMP-USDT-SWAP,sync_recheck_during_entry_recovery:_pending_recheck,2026-03-29 17:33:11
,filter_diagnostics,,unknown,2026-03-29 17:34:03
"{""ts"": ""2026-03-29 17:34:03"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 1, ""blocked_count"": 1, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 1, ""execution_watchlist_count"": 0, ""open_positions_count"": 6, ""available_after_bans_count"": 107, ""trade_ready_count"": 5, ""scanner_total"": 108, ""scanner_scanned"": 108, ""scanner_ready"": 108, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_allowed"": 50, ""scanner_blocked"": 58, ""scanner_dead"": 21, ""scanner_saw"": 0, ""scanner_ripping"": 37, ""scanner_status_text"": ""READY"", ""scanner_safe"": 50, ""scanner_caution"": 0, ""scanner_risky"": 58, ""scanner_blacklist"": 58, ""scanner_exec_watch"": 37, ""scanner_admitted"": 50, ""signal_funnel"": {""cycle_id"": 31, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-29 17:34:03
SYNC recheck during entry recovery: PENDING_RECHECK,close_pending_exchange,LQTY-USDT-SWAP,sync_recheck_during_entry_recovery:_pending_recheck,2026-03-29 17:36:00
SYNC confirmed close after exchange absence,close_pending_exchange,MAGIC-USDT-SWAP,sync_confirmed_close_after_exchange_absence,2026-03-29 17:36:00
SYNC recheck during entry recovery: PENDING_RECHECK,close_pending_exchange,AUCTION-USDT-SWAP,sync_recheck_during_entry_recovery:_pending_recheck,2026-03-29 17:41:30
SYNC confirmed close after exchange absence,close_pending_exchange,COMP-USDT-SWAP,sync_confirmed_close_after_exchange_absence,2026-03-29 17:48:37
SYNC confirmed close after exchange absence,close_pending_exchange,THETA-USDT-SWAP,sync_confirmed_close_after_exchange_absence,2026-03-29 17:48:37
SYNC confirmed close after stop fault: PENDING_RECHECK,close_pending_exchange,THETA-USDT-SWAP,sync_confirmed_close_after_stop_fault:_pending_recheck,2026-03-29 17:49:21
,filter_diagnostics,,unknown,2026-03-29 17:49:24
"{""ts"": ""2026-03-29 17:49:24"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 2, ""blocked_count"": 2, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 2, ""execution_watchlist_count"": 0, ""open_positions_count"": 5, ""available_after_bans_count"": 106, ""trade_ready_count"": 0, ""scanner_total"": 108, ""scanner_scanned"": 108, ""scanner_ready"": 108, ""scanner_pending"": 0, ""scanner_failed"": 4, ""scanner_allowed"": 50, ""scanner_blocked"": 54, ""scanner_dead"": 21, ""scanner_saw"": 0, ""scanner_ripping"": 33, ""scanner_status_text"": ""READY"", ""scanner_safe"": 50, ""scanner_caution"": 0, ""scanner_risky"": 54, ""scanner_blacklist"": 54, ""scanner_exec_watch"": 33, ""scanner_admitted"": 50, ""signal_funnel"": {""cycle_id"": 37, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-29 17:49:24
SYNC confirmed close after exchange absence,close_pending_exchange,AUCTION-USDT-SWAP,sync_confirmed_close_after_exchange_absence,2026-03-29 17:54:59
SYNC confirmed close after stop fault: PENDING_RECHECK,close_pending_exchange,AUCTION-USDT-SWAP,sync_confirmed_close_after_stop_fault:_pending_recheck,2026-03-29 17:57:56
SYNC confirmed close after exchange absence,close_pending_exchange,LTC-USDT-SWAP,sync_confirmed_close_after_exchange_absence,2026-03-29 17:57:56
SYNC confirmed close after exchange absence,close_pending_exchange,ATOM-USDT-SWAP,sync_confirmed_close_after_exchange_absence,2026-03-29 18:01:05
,filter_diagnostics,,unknown,2026-03-29 18:04:28
"{""ts"": ""2026-03-29 18:04:28"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 3, ""blocked_count"": 3, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 3, ""execution_watchlist_count"": 0, ""open_positions_count"": 1, ""available_after_bans_count"": 105, ""trade_ready_count"": 14, ""scanner_total"": 108, ""scanner_scanned"": 108, ""scanner_ready"": 108, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_allowed"": 52, ""scanner_blocked"": 56, ""scanner_dead"": 21, ""scanner_saw"": 0, ""scanner_ripping"": 35, ""scanner_status_text"": ""READY"", ""scanner_safe"": 52, ""scanner_caution"": 0, ""scanner_risky"": 56, ""scanner_blacklist"": 56, ""scanner_exec_watch"": 35, ""scanner_admitted"": 52, ""signal_funnel"": {""cycle_id"": 42, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-29 18:04:28
SYNC recheck during entry recovery: PENDING_RECHECK,close_pending_exchange,THETA-USDT-SWAP,sync_recheck_during_entry_recovery:_pending_recheck,2026-03-29 18:06:57
,filter_diagnostics,,unknown,2026-03-29 18:20:03
"{""ts"": ""2026-03-29 18:20:03"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 3, ""blocked_count"": 3, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 3, ""execution_watchlist_count"": 0, ""open_positions_count"": 2, ""available_after_bans_count"": 105, ""trade_ready_count"": 16, ""scanner_total"": 108, ""scanner_scanned"": 108, ""scanner_ready"": 108, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_allowed"": 56, ""scanner_blocked"": 52, ""scanner_dead"": 21, ""scanner_saw"": 0, ""scanner_ripping"": 31, ""scanner_status_text"": ""READY"", ""scanner_safe"": 56, ""scanner_caution"": 0, ""scanner_risky"": 52, ""scanner_blacklist"": 52, ""scanner_exec_watch"": 31, ""scanner_admitted"": 56, ""signal_funnel"": {""cycle_id"": 47, ""instruments_scanned"": 27, ""prefilter_skipped"": 81, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 27, ""other_rejected"": 0, ""candidates"": 1, ""ranked_candidates"": 1, ""orders_sent"": 0, ""entry_failed"": 1, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-29 18:20:03
SYNC confirmed close after exchange absence,close_pending_exchange,THETA-USDT-SWAP,sync_confirmed_close_after_exchange_absence,2026-03-29 18:20:06
SYNC confirmed close after exchange absence,close_pending_exchange,MET-USDT-SWAP,sync_confirmed_close_after_exchange_absence,2026-03-29 18:30:59
SYNC recheck during entry recovery: PENDING_RECHECK,close_pending_exchange,SOL-USDT-SWAP,sync_recheck_during_entry_recovery:_pending_recheck,2026-03-29 18:30:59
,filter_diagnostics,,unknown,2026-03-29 18:36:42
