time,balance_total,balance_available,balance_used
2026-03-29 16:12:57,81127.99293403319,81197.8230618664,0.0
2026-03-29 16:13:12,81128.8049122638,81197.8230618664,0.0
2026-03-29 16:13:27,81127.99293403319,81197.8230618664,0.0
2026-03-29 16:13:43,81127.99293403319,81197.8230618664,0.0
2026-03-29 16:13:58,81130.42886872505,81197.8230618664,0.0
2026-03-29 16:14:13,81127.99293403319,81197.8230618664,0.0
2026-03-29 16:14:28,81127.99293403319,81197.8230618664,0.0
2026-03-29 16:14:44,81128.8049122638,81197.8230618664,0.0
2026-03-29 16:14:59,81128.8049122638,81197.8230618664,0.0
2026-03-29 16:15:14,81128.8049122638,81197.8230618664,0.0
2026-03-29 16:15:29,81132.8648034169,81197.8230618664,0.0
2026-03-29 16:15:44,81125.76599256716,79502.89648830639,1690.2598240000002
2026-03-29 16:16:00,81123.13188887591,79502.89648830639,1689.2487240000003
2026-03-29 16:16:15,81122.41877306718,79502.89648830639,1686.909824
2026-03-29 16:16:30,81120.79497694093,79502.89648830639,1686.909824
2026-03-29 16:16:45,81121.60687500406,79502.89648830639,1686.909824
2026-03-29 16:17:01,81121.60687500406,79502.89648830639,1686.909824
2026-03-29 16:17:16,81124.95406100404,79502.89648830639,1690.2598240000002
2026-03-29 16:17:31,81118.78103025192,79502.89648830639,1684.8941640000003
2026-03-29 16:17:46,81119.40105984977,79502.89648830639,1683.8896040000004
2026-03-29 16:18:02,81121.31627134541,79502.89648830639,1688.2441640000002
2026-03-29 16:18:17,81125.76599256716,79502.89648830639,1690.2598240000002
2026-03-29 16:18:32,81126.57792413028,79502.89648830639,1690.2598240000002
2026-03-29 16:18:47,81125.76599256716,79502.89648830639,1690.2598240000002
2026-03-29 16:19:03,81125.57418786948,79502.89648830639,1689.2552640000001
2026-03-29 16:19:18,81115.14990237328,79502.89648830639,1682.8850440000003
2026-03-29 16:19:33,81112.13230996467,79502.89648830639,1679.8648240000002
2026-03-29 16:19:48,81110.9302110454,79502.89648830639,1677.849164
2026-03-29 16:20:04,81104.5720038102,79502.89648830639,1671.485484
2026-03-29 16:20:19,81103.54215431593,79502.89648830639,1669.6423240000001
2026-03-29 16:20:34,81105.9773304803,79502.89648830639,1669.6423240000001
2026-03-29 16:20:50,81106.78905586843,79502.89648830639,1669.6423240000001
2026-03-29 16:21:05,81105.9773304803,79502.89648830639,1669.6423240000001
2026-03-29 16:21:20,81096.86100098061,79502.89648830639,1663.7678440000002
2026-03-29 16:21:35,81096.16710843793,79502.89648830639,1662.2610040000002
2026-03-29 16:21:51,81096.16710843793,79502.89648830639,1662.2610040000002
2026-03-29 16:22:06,81091.835986213,79502.89648830639,1658.7385040000001
2026-03-29 16:22:21,81085.4712446022,79502.89648830639,1652.368284
2026-03-29 16:22:36,81085.27909112592,79502.89648830639,1651.3637239999998
2026-03-29 16:22:52,81083.65600592167,79502.89648830639,1651.3637239999998
2026-03-29 16:23:07,81081.73319705206,79502.89648830639,1647.002624
2026-03-29 16:23:22,81085.58224113684,79502.89648830639,1650.8549040000003
2026-03-29 16:23:37,81086.39377865077,79502.89648830639,1650.8549040000003
2026-03-29 16:23:53,81084.77070362293,79502.89648830639,1650.8549040000003
2026-03-29 16:24:08,81084.57852496725,79502.89648830639,1649.8503440000002
2026-03-29 16:24:23,81087.52151522801,79502.89648830639,1650.359164
2026-03-29 16:24:38,81086.70998267148,79502.89648830639,1650.359164
2026-03-29 16:24:54,81085.27909112592,79502.89648830639,1651.3637239999998
2026-03-29 16:25:09,81087.10088440405,79502.89648830639,1652.3748240000002
2026-03-29 16:25:24,81087.21185080189,79502.89648830639,1650.8614440000001
2026-03-29 16:25:40,81085.78747862893,79502.89648830639,1651.8725440000005
2026-03-29 16:25:55,81087.41057400957,79502.89648830639,1651.8725440000005
2026-03-29 16:26:10,81089.73426072829,79502.89648830639,1653.3859240000002
2026-03-29 16:26:25,81086.59902631925,79502.89648830639,1651.8725440000005
2026-03-29 16:26:41,81085.58877564325,79502.89648830639,1650.8614440000001
2026-03-29 16:26:56,81087.41057400957,79502.89648830639,1651.8725440000005
2026-03-29 16:27:11,81087.41057400957,79502.89648830639,1651.8725440000005
2026-03-29 16:27:26,81088.22212169989,79502.89648830639,1651.8725440000005
2026-03-29 16:27:42,81088.53179623702,79502.89648830639,1651.3702640000004
2026-03-29 16:27:57,81086.09716823445,79502.89648830639,1651.3702640000004
2026-03-29 16:28:12,81086.59902631925,79502.89648830639,1651.8725440000005
2026-03-29 16:28:27,81088.42083479658,79502.89648830639,1652.8836440000002
2026-03-29 16:28:43,81088.42083479658,79502.89648830639,1652.8836440000002
2026-03-29 16:28:58,81088.42083479658,79502.89648830639,1652.8836440000002
2026-03-29 16:29:13,81087.41710858137,79502.89648830639,1651.879084
2026-03-29 16:29:28,81080.65320504484,80043.3457500664,1104.6603000000002
2026-03-29 16:29:44,81077.30598554484,80043.3457500664,1101.3103000000003
2026-03-29 16:29:59,81065.06983137032,80575.90656006639,558.1272000000002
2026-03-29 16:30:14,81065.06983137032,80575.90656006639,558.1272000000002
2026-03-29 16:30:29,81063.44715069512,80575.90656006639,558.1272000000002
2026-03-29 16:30:45,81064.05959080534,80575.90656006639,557.1160999999998
2026-03-29 16:31:00,81067.30491171173,80575.90656006639,557.1160999999998
2026-03-29 16:31:15,81066.69251204553,80575.90656006639,558.1272000000002
2026-03-29 16:31:31,81065.88117170792,80575.90656006639,558.1272000000002
2026-03-29 16:31:46,81067.50385238312,80575.90656006639,558.1272000000002
2026-03-29 16:32:01,81064.87092103194,80575.90656006639,557.1160999999998
2026-03-29 16:32:16,81063.24826057874,80575.90656006639,557.1160999999998
2026-03-29 16:32:32,81062.43693035212,80575.90656006639,557.1160999999998
2026-03-29 16:32:47,81063.86067035593,80575.90656006639,556.105
2026-03-29 16:33:02,81063.04935024033,80575.90656006639,556.105
2026-03-29 16:33:17,81062.03910967533,80575.90656006639,555.0939000000001
2026-03-29 16:33:33,81062.23803012473,80575.90656006639,556.105
2026-03-29 16:33:48,81060.41648966612,80575.90656006639,555.0939000000001
2026-03-29 16:34:03,81061.22779967073,80575.90656006639,555.0939000000001
2026-03-29 16:34:19,81062.23803012473,80575.90656006639,556.105
2026-03-29 16:34:34,81063.04935024033,80575.90656006639,556.105
2026-03-29 16:34:49,81063.86067035593,80575.90656006639,556.105
2026-03-29 16:35:04,81062.85041967993,80575.90656006639,555.0939000000001
2026-03-29 16:35:20,81063.66172968452,80575.90656006639,555.0939000000001
2026-03-29 16:35:35,81062.23803012473,80575.90656006639,556.105
2026-03-29 16:35:50,81062.23803012473,80575.90656006639,556.105
2026-03-29 16:36:05,81062.23803012473,80575.90656006639,556.105
2026-03-29 16:36:21,81062.23803012473,80575.90656006639,556.105
2026-03-29 16:36:36,81062.23803012473,80575.90656006639,556.105
2026-03-29 16:36:51,81063.04935024033,80575.90656006639,556.105
2026-03-29 16:37:06,81060.61538989353,80575.90656006639,556.105
