early_exit_flag,early_exit_gap_pct,exit_efficiency,exit_reason,hybrid_stop_mode,inst_id,mfe_pct,realized_pnl_pct,realized_r,side,system_name,trade_id,trend_capture_ratio,trend_move_r,trend_strength_r,turtle_exit_period,units
False,0.331283,0.0,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,LINK-USDT-SWAP,0.331283,-1.1239943208708074,-1.666664,long,Turtle 20,20260329_192303_LINK-USDT-SWAP_long,-3.392852,0.491228,0.491228,10,1
False,0.870532,-10.0,sync_confirmed_close_after_stop_fault:_pending_recheck,DONCHIAN_ACTIVE,IOTA-USDT-SWAP,0.870532,-0.9260974254491837,-1.785713,long,Turtle 20,20260329_191016_IOTA-USDT-SWAP_long,-1.063829,1.678571,1.678571,10,1
False,0.065423,0.170732,sync_confirmed_close_after_stop_fault:_pending_recheck,DONCHIAN_ACTIVE,ETHFI-USDT-SWAP,0.447061,0.3816377712353739,0.393259,long,Turtle 20,20260329_190720_ETHFI-USDT-SWAP_long,0.853659,0.460674,0.460674,10,3
False,0.0,0.605185,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,LQTY-USDT-SWAP,0.536684,1.204394150988561,0.785157,long,Turtle 20,20260329_183353_LQTY-USDT-SWAP_long,2.24414,0.34987,0.34987,10,4
False,0.12162,-3.857143,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,LTC-USDT-SWAP,0.12162,-1.262980634296922,-1.261683,short,Turtle 55,20260329_183349_LTC-USDT-SWAP_short,-10.384646,0.121495,0.121495,20,2
False,0.095159,-4.5,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,LINK-USDT-SWAP,0.095159,-1.0705364577138503,-0.725803,short,Turtle 55,20260329_183347_LINK-USDT-SWAP_short,-11.249976,0.064516,0.064516,20,1
False,0.061357,0.0,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,SOL-USDT-SWAP,0.061357,-2.0247883175849695,-1.204372,short,Turtle 55,20260329_183054_SOL-USDT-SWAP_short,-33.000119,0.036496,0.036496,20,1
False,0.293757,-1.973034,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,MET-USDT-SWAP,0.293757,-1.8820586239576746,-0.485544,short,Turtle 55,20260329_171243_MET-USDT-SWAP_short,-6.406855,0.075785,0.075785,20,4
False,0.375816,-2.896683,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,NEAR-USDT-SWAP,0.375816,-0.932474644135331,-1.389787,short,Turtle 20,20260329_183351_NEAR-USDT-SWAP_short,-2.4812,0.560127,0.560127,10,4
False,0.057067,0.0,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,XTZ-USDT-SWAP,0.057067,-2.208107278153565,-2.590706,short,Turtle 20,20260329_183056_XTZ-USDT-SWAP_short,-38.693243,0.066955,0.066955,10,2
False,0.599201,0.0,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,THETA-USDT-SWAP,0.599201,-0.3328894806923735,-0.5,long,Turtle 20,20260329_180654_THETA-USDT-SWAP_long,-0.555556,0.9,0.9,10,1
False,0.223048,0.0,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,LQTY-USDT-SWAP,0.223048,-1.4869888475836854,-1.481482,long,Turtle 20,20260329_173557_LQTY-USDT-SWAP_long,-6.666676,0.222222,0.222222,10,1
False,0.008125,0.0,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,ATOM-USDT-SWAP,0.008125,-2.407154428605458,-1.582056,short,Turtle 55,20260329_171027_ATOM-USDT-SWAP_short,-296.26516,0.00534,0.00534,20,1
False,0.056012,-9.0,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,LTC-USDT-SWAP,0.056012,-0.8401792382374562,-0.918359,short,Turtle 55,20260329_170836_LTC-USDT-SWAP_short,-14.999986,0.061224,0.061224,20,1
False,0.250057,0.0,sync_confirmed_close_after_stop_fault:_pending_recheck,ATR_INITIAL,AUCTION-USDT-SWAP,0.250057,-1.3639463514435615,-1.578948,long,Turtle 20,20260329_174127_AUCTION-USDT-SWAP_long,-5.454542,0.289474,0.289474,10,1
