available_after_bans,cache_errors,cache_fetch_count,closed_trades,event,loop_duration_sec,open_positions,signals_blocked,signals_found,symbols_scanned,ts
113,0,0,0,SYSTEM_HEALTH,0.0,0,0,0,113,2026-03-18 21:47:06
113,0,0,0,SYSTEM_HEALTH,8.406294107437134,0,0,0,113,2026-03-18 21:48:12
113,0,225,0,SYSTEM_HEALTH,8.677065134048462,0,0,0,113,2026-03-18 21:49:06
113,0,430,0,SYSTEM_HEALTH,8.878670454025269,0,0,0,113,2026-03-18 21:50:01
113,0,633,0,SYSTEM_HEALTH,9.43182897567749,0,0,0,113,2026-03-18 21:51:12
113,0,633,0,SYSTEM_HEALTH,9.116554737091064,0,0,0,113,2026-03-18 21:52:09
113,0,825,0,SYSTEM_HEALTH,9.148202657699585,0,0,0,113,2026-03-18 21:53:06
113,0,1020,0,SYSTEM_HEALTH,2.3304479122161865,0,0,0,113,2026-03-18 21:54:07
113,0,1233,0,SYSTEM_HEALTH,1.8892755508422852,0,0,0,113,2026-03-18 21:55:03
113,0,1233,0,SYSTEM_HEALTH,4.861155271530151,1,0,0,113,2026-03-18 21:56:01
113,1,1443,0,SYSTEM_HEALTH,2.3012030124664307,1,0,0,113,2026-03-18 21:57:03
113,1,1654,0,SYSTEM_HEALTH,2.5841381549835205,1,0,0,113,2026-03-18 21:58:00
113,1,1865,0,SYSTEM_HEALTH,1.4931533336639404,1,0,0,113,2026-03-18 21:59:04
113,1,1865,0,SYSTEM_HEALTH,2.4772274494171143,1,0,0,113,2026-03-18 22:00:03
113,1,2077,0,SYSTEM_HEALTH,5.717885971069336,1,0,0,113,2026-03-18 22:01:01
113,1,2287,0,SYSTEM_HEALTH,3.294912576675415,1,0,0,113,2026-03-18 22:02:01
113,1,2497,0,SYSTEM_HEALTH,2.439218044281006,1,0,0,113,2026-03-18 22:03:03
113,1,2497,0,SYSTEM_HEALTH,2.6264731884002686,1,0,0,113,2026-03-18 22:04:02
113,1,2707,0,SYSTEM_HEALTH,2.709332227706909,1,0,0,113,2026-03-18 22:05:01
113,1,2917,0,SYSTEM_HEALTH,4.62757134437561,1,0,0,113,2026-03-18 22:06:05
113,2,3128,0,SYSTEM_HEALTH,2.2269866466522217,1,0,0,113,2026-03-18 22:07:00
113,2,3338,0,SYSTEM_HEALTH,2.6646499633789062,1,0,0,113,2026-03-18 22:08:03
113,2,3338,0,SYSTEM_HEALTH,2.2781982421875,1,0,0,113,2026-03-18 22:09:01
113,2,3547,0,SYSTEM_HEALTH,4.814126491546631,1,0,0,113,2026-03-18 22:10:05
113,2,3757,0,SYSTEM_HEALTH,2.606518268585205,1,0,0,113,2026-03-18 22:11:01
113,2,3968,0,SYSTEM_HEALTH,2.3406128883361816,1,0,0,113,2026-03-18 22:12:00
113,2,3968,0,SYSTEM_HEALTH,2.4943172931671143,1,0,0,113,2026-03-18 22:13:00
113,2,4176,0,SYSTEM_HEALTH,4.792470455169678,1,0,0,113,2026-03-18 22:14:03
113,2,4386,0,SYSTEM_HEALTH,2.8648879528045654,1,0,0,113,2026-03-18 22:15:00
113,2,4595,0,SYSTEM_HEALTH,2.199852228164673,1,0,0,113,2026-03-18 22:16:03
113,3,4595,0,SYSTEM_HEALTH,2.2760653495788574,1,0,0,113,2026-03-18 22:17:01
113,3,4806,0,SYSTEM_HEALTH,2.2131149768829346,1,0,0,113,2026-03-18 22:18:01
113,3,5018,0,SYSTEM_HEALTH,5.061034679412842,1,0,0,113,2026-03-18 22:19:04
113,3,5229,0,SYSTEM_HEALTH,2.32307505607605,1,0,0,113,2026-03-18 22:20:05
113,3,5440,0,SYSTEM_HEALTH,2.5289933681488037,1,0,0,113,2026-03-18 22:21:03
113,3,5440,0,SYSTEM_HEALTH,4.759298801422119,1,0,0,113,2026-03-18 22:22:01
113,4,5651,0,SYSTEM_HEALTH,3.1723484992980957,1,0,0,113,2026-03-18 22:23:02
113,4,5858,0,SYSTEM_HEALTH,2.3612639904022217,1,0,0,113,2026-03-18 22:24:02
113,4,5858,0,SYSTEM_HEALTH,3.476266860961914,1,0,0,113,2026-03-18 22:25:02
113,4,6070,0,SYSTEM_HEALTH,5.63703465461731,1,0,0,113,2026-03-18 22:26:03
113,4,6070,0,SYSTEM_HEALTH,3.2111823558807373,1,0,0,113,2026-03-18 22:27:02
113,4,6283,0,SYSTEM_HEALTH,3.0975561141967773,1,0,0,113,2026-03-18 22:28:03
113,4,6497,0,SYSTEM_HEALTH,2.7688825130462646,1,0,0,113,2026-03-18 22:29:04
113,4,6497,0,SYSTEM_HEALTH,4.966820240020752,1,0,0,113,2026-03-18 22:30:04
113,4,6708,0,SYSTEM_HEALTH,3.1301889419555664,1,0,0,113,2026-03-18 22:31:03
113,4,6920,0,SYSTEM_HEALTH,2.8304443359375,1,0,0,113,2026-03-18 22:32:04
113,4,6920,0,SYSTEM_HEALTH,3.123091459274292,1,0,0,113,2026-03-18 22:33:04
113,4,7133,0,SYSTEM_HEALTH,3.215780019760132,1,0,0,113,2026-03-18 22:34:00
113,4,7133,0,SYSTEM_HEALTH,3.1262919902801514,1,0,0,113,2026-03-18 22:35:04
113,4,7344,0,SYSTEM_HEALTH,2.8268306255340576,1,0,0,113,2026-03-18 22:36:04
113,4,7558,0,SYSTEM_HEALTH,2.9177732467651367,1,0,0,113,2026-03-18 22:37:05
113,4,7558,0,SYSTEM_HEALTH,2.903907299041748,1,0,0,113,2026-03-18 22:38:00
113,4,7769,0,SYSTEM_HEALTH,2.795276403427124,1,0,0,113,2026-03-18 22:39:03
113,4,7769,0,SYSTEM_HEALTH,3.117316961288452,1,0,0,113,2026-03-18 22:40:03
113,4,7983,0,SYSTEM_HEALTH,2.7937307357788086,1,0,0,113,2026-03-18 22:41:05
113,4,8198,0,SYSTEM_HEALTH,3.221485137939453,1,0,0,113,2026-03-18 22:42:01
113,4,8198,0,SYSTEM_HEALTH,3.2533459663391113,1,0,0,113,2026-03-18 22:43:05
113,4,8409,0,SYSTEM_HEALTH,2.733382225036621,1,0,0,113,2026-03-18 22:44:00
113,4,8409,0,SYSTEM_HEALTH,6.036397457122803,1,0,0,113,2026-03-18 22:45:00
113,4,8621,0,SYSTEM_HEALTH,3.253190517425537,1,0,0,113,2026-03-18 22:46:05
113,4,8833,0,SYSTEM_HEALTH,2.98291277885437,1,0,0,113,2026-03-18 22:47:02
113,4,8833,0,SYSTEM_HEALTH,13.134049892425537,1,0,0,113,2026-03-18 22:48:01
113,4,9045,0,SYSTEM_HEALTH,12.151737451553345,1,0,0,113,2026-03-18 22:49:00
113,4,9045,0,SYSTEM_HEALTH,15.527704000473022,1,0,0,113,2026-03-18 22:50:10
113,4,9253,0,SYSTEM_HEALTH,12.523986577987671,1,0,0,113,2026-03-18 22:51:06
113,4,9457,0,SYSTEM_HEALTH,14.450963020324707,1,0,0,113,2026-03-18 22:52:01
113,4,9457,0,SYSTEM_HEALTH,15.225314855575562,1,0,0,113,2026-03-18 22:53:02
113,4,9658,0,SYSTEM_HEALTH,11.674062728881836,1,0,0,113,2026-03-18 22:54:10
113,4,9852,0,SYSTEM_HEALTH,15.443344593048096,1,0,0,113,2026-03-18 22:55:06
113,4,9852,0,SYSTEM_HEALTH,5.619464635848999,1,0,0,113,2026-03-18 22:56:00
113,4,10055,0,SYSTEM_HEALTH,3.1960971355438232,1,0,0,113,2026-03-18 22:57:03
113,4,10055,0,SYSTEM_HEALTH,6.450181007385254,1,0,0,113,2026-03-18 22:58:02
113,4,10267,0,SYSTEM_HEALTH,3.240346908569336,1,0,0,113,2026-03-18 22:59:00
113,4,10477,0,SYSTEM_HEALTH,3.333589792251587,1,0,0,113,2026-03-18 23:00:04
113,4,10477,0,SYSTEM_HEALTH,2.725557327270508,1,0,0,113,2026-03-18 23:01:05
113,4,10690,0,SYSTEM_HEALTH,2.870635986328125,1,0,0,113,2026-03-18 23:02:00
113,4,10690,0,SYSTEM_HEALTH,2.978105068206787,1,0,0,113,2026-03-18 23:03:03
113,4,10904,0,SYSTEM_HEALTH,3.0502119064331055,1,0,0,113,2026-03-18 23:04:05
113,4,11116,0,SYSTEM_HEALTH,2.9051859378814697,1,0,0,113,2026-03-18 23:05:05
113,4,11116,0,SYSTEM_HEALTH,3.246359348297119,1,0,0,113,2026-03-18 23:06:02
113,4,11329,0,SYSTEM_HEALTH,3.248924493789673,1,0,0,113,2026-03-18 23:07:00
113,4,11329,0,SYSTEM_HEALTH,3.2963294982910156,1,0,0,113,2026-03-18 23:08:05
113,4,11540,0,SYSTEM_HEALTH,3.315446615219116,1,0,0,113,2026-03-18 23:09:03
113,4,11753,0,SYSTEM_HEALTH,3.365048885345459,1,0,0,113,2026-03-18 23:10:01
113,4,11753,0,SYSTEM_HEALTH,3.3003146648406982,1,0,0,113,2026-03-18 23:11:05
113,4,11965,0,SYSTEM_HEALTH,3.341914653778076,1,0,0,113,2026-03-18 23:12:03
113,4,11965,0,SYSTEM_HEALTH,3.628291368484497,1,0,0,113,2026-03-18 23:13:02
113,4,12178,0,SYSTEM_HEALTH,6.615478515625,1,0,0,113,2026-03-18 23:14:01
113,4,12391,0,SYSTEM_HEALTH,3.3444483280181885,1,0,0,113,2026-03-18 23:15:03
113,4,12391,0,SYSTEM_HEALTH,3.359309196472168,1,0,0,113,2026-03-18 23:16:02
113,5,12603,0,SYSTEM_HEALTH,2.7418744564056396,1,0,0,113,2026-03-18 23:17:03
113,5,12814,0,SYSTEM_HEALTH,5.555323123931885,1,0,0,113,2026-03-18 23:18:01
113,5,13025,0,SYSTEM_HEALTH,2.7215890884399414,1,0,0,113,2026-03-18 23:19:02
