cooldown_blocked,cooldown_expired,cooldown_required_seconds,event,final_decision_allow_true_false,final_reason,inst_id,last_exit_reason,last_trade_pnl,price,recent_stopout_present,recent_trade_penalty,recovery_atr_actual,recovery_atr_required,recovery_blocked,seconds_since_last_close,side,timeframe,ts
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,long,5m,2026-03-18 21:47:14
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,short,5m,2026-03-18 21:47:14
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,long,5m,2026-03-18 21:47:26
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,short,5m,2026-03-18 21:47:26
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,long,5m,2026-03-18 21:47:39
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,short,5m,2026-03-18 21:47:39
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.706,False,,,,False,,long,5m,2026-03-18 21:47:39
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.706,False,,,,False,,short,5m,2026-03-18 21:47:39
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,long,5m,2026-03-18 21:47:53
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,short,5m,2026-03-18 21:47:53
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.706,False,,,,False,,long,5m,2026-03-18 21:47:53
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.706,False,,,,False,,short,5m,2026-03-18 21:47:53
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,long,5m,2026-03-18 21:48:06
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,short,5m,2026-03-18 21:48:06
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.706,False,,,,False,,long,5m,2026-03-18 21:48:06
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.706,False,,,,False,,short,5m,2026-03-18 21:48:06
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,long,5m,2026-03-18 21:48:20
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,short,5m,2026-03-18 21:48:20
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.706,False,,,,False,,long,5m,2026-03-18 21:48:20
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.706,False,,,,False,,short,5m,2026-03-18 21:48:20
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,long,5m,2026-03-18 21:48:33
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,short,5m,2026-03-18 21:48:33
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.706,False,,,,False,,long,5m,2026-03-18 21:48:33
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.706,False,,,,False,,short,5m,2026-03-18 21:48:33
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,long,5m,2026-03-18 21:48:47
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,short,5m,2026-03-18 21:48:47
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.706,False,,,,False,,long,5m,2026-03-18 21:48:47
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.706,False,,,,False,,short,5m,2026-03-18 21:48:47
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,long,5m,2026-03-18 21:49:00
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,short,5m,2026-03-18 21:49:00
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.706,False,,,,False,,long,5m,2026-03-18 21:49:00
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.706,False,,,,False,,short,5m,2026-03-18 21:49:00
False,,,reentry_check,True,ok,DOGE-USDT-SWAP,,,0.09545,False,,,,False,,long,5m,2026-03-18 21:49:01
False,,,reentry_check,True,ok,DOGE-USDT-SWAP,,,0.09545,False,,,,False,,short,5m,2026-03-18 21:49:01
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,long,5m,2026-03-18 21:49:14
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,short,5m,2026-03-18 21:49:14
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.706,False,,,,False,,long,5m,2026-03-18 21:49:14
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.706,False,,,,False,,short,5m,2026-03-18 21:49:14
False,,,reentry_check,True,ok,DOGE-USDT-SWAP,,,0.09545,False,,,,False,,long,5m,2026-03-18 21:49:14
False,,,reentry_check,True,ok,DOGE-USDT-SWAP,,,0.09545,False,,,,False,,short,5m,2026-03-18 21:49:14
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,long,5m,2026-03-18 21:49:28
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,short,5m,2026-03-18 21:49:28
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.706,False,,,,False,,long,5m,2026-03-18 21:49:28
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.706,False,,,,False,,short,5m,2026-03-18 21:49:28
False,,,reentry_check,True,ok,DOGE-USDT-SWAP,,,0.09545,False,,,,False,,long,5m,2026-03-18 21:49:28
False,,,reentry_check,True,ok,DOGE-USDT-SWAP,,,0.09545,False,,,,False,,short,5m,2026-03-18 21:49:28
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0785,False,,,,False,,long,5m,2026-03-18 21:49:41
