details,event_type,inst_id,reason_code,timestamp
,filter_diagnostics,,unknown,2026-03-18 21:47:13
"{""ts"": ""2026-03-18 21:47:13"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 1, ""open_positions_count"": 0, ""available_after_bans_count"": 113, ""trade_ready_count"": 1, ""scanner_total"": 113, ""scanner_ready"": 4, ""scanner_pending"": 109, ""scanner_failed"": 0, ""scanner_safe"": 1, ""scanner_caution"": 0, ""scanner_risky"": 1, ""scanner_blacklist"": 2, ""scanner_exec_watch"": 1, ""scanner_admitted"": 1, ""signal_funnel"": {""cycle_id"": 1, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-18 21:47:13
,filter_diagnostics,,unknown,2026-03-18 22:02:15
"{""ts"": ""2026-03-18 22:02:15"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 31, ""open_positions_count"": 1, ""available_after_bans_count"": 113, ""trade_ready_count"": 4, ""scanner_total"": 113, ""scanner_ready"": 113, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_safe"": 4, ""scanner_caution"": 21, ""scanner_risky"": 7, ""scanner_blacklist"": 81, ""scanner_exec_watch"": 31, ""scanner_admitted"": 5, ""signal_funnel"": {""cycle_id"": 95, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-18 22:02:15
,filter_diagnostics,,unknown,2026-03-18 22:17:15
"{""ts"": ""2026-03-18 22:17:15"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 31, ""open_positions_count"": 1, ""available_after_bans_count"": 113, ""trade_ready_count"": 4, ""scanner_total"": 113, ""scanner_ready"": 113, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_safe"": 4, ""scanner_caution"": 21, ""scanner_risky"": 7, ""scanner_blacklist"": 81, ""scanner_exec_watch"": 31, ""scanner_admitted"": 5, ""signal_funnel"": {""cycle_id"": 207, ""instruments_scanned"": 4, ""prefilter_skipped"": 109, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 4, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-18 22:17:15
,filter_diagnostics,,unknown,2026-03-18 22:32:21
"{""ts"": ""2026-03-18 22:32:21"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 31, ""open_positions_count"": 1, ""available_after_bans_count"": 113, ""trade_ready_count"": 4, ""scanner_total"": 113, ""scanner_ready"": 113, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_safe"": 4, ""scanner_caution"": 21, ""scanner_risky"": 7, ""scanner_blacklist"": 81, ""scanner_exec_watch"": 31, ""scanner_admitted"": 5, ""signal_funnel"": {""cycle_id"": 315, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-18 22:32:21
,filter_diagnostics,,unknown,2026-03-18 22:47:40
"{""ts"": ""2026-03-18 22:47:40"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 113, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 31, ""open_positions_count"": 1, ""available_after_bans_count"": 113, ""trade_ready_count"": 3, ""scanner_total"": 113, ""scanner_ready"": 113, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_safe"": 3, ""scanner_caution"": 22, ""scanner_risky"": 7, ""scanner_blacklist"": 81, ""scanner_exec_watch"": 31, ""scanner_admitted"": 4, ""signal_funnel"": {""cycle_id"": 419, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-18 22:47:40
