block_reason,cooldown_blocked,inst_id,last_exit_reason,last_trade_pnl,price,recovery_blocked,side,ts
cooldown после ATR-стопа ещё активен 1788s; цена отошла только на 0.36 ATR,True,DOGE-USDT-SWAP,ATR стоп 2.0N,0.0,0.0952,True,long,2026-03-19 02:18:25
cooldown после ATR-стопа ещё активен 1779s; цена отошла только на 0.36 ATR,True,DOGE-USDT-SWAP,ATR стоп 2.0N,0.0,0.0952,True,long,2026-03-19 02:18:35
cooldown после ATR-стопа ещё активен 1767s; цена отошла только на 0.36 ATR,True,DOGE-USDT-SWAP,ATR стоп 2.0N,0.0,0.0952,True,long,2026-03-19 02:18:47
cooldown после ATR-стопа ещё активен 1754s; цена отошла только на 0.36 ATR,True,DOGE-USDT-SWAP,ATR стоп 2.0N,0.0,0.0952,True,long,2026-03-19 02:18:59
cooldown после ATR-стопа ещё активен 1745s; цена отошла только на 0.36 ATR,True,DOGE-USDT-SWAP,ATR стоп 2.0N,0.0,0.0952,True,long,2026-03-19 02:19:09
cooldown после ATR-стопа ещё активен 1732s; цена отошла только на 0.36 ATR,True,DOGE-USDT-SWAP,ATR стоп 2.0N,0.0,0.0952,True,long,2026-03-19 02:19:21
cooldown после ATR-стопа ещё активен 1720s; цена отошла только на 0.36 ATR,True,DOGE-USDT-SWAP,ATR стоп 2.0N,0.0,0.0952,True,long,2026-03-19 02:19:33
cooldown после ATR-стопа ещё активен 1711s; цена отошла только на 0.36 ATR,True,DOGE-USDT-SWAP,ATR стоп 2.0N,0.0,0.0952,True,long,2026-03-19 02:19:43
cooldown после ATR-стопа ещё активен 1698s; цена отошла только на 0.36 ATR,True,DOGE-USDT-SWAP,ATR стоп 2.0N,0.0,0.0952,True,long,2026-03-19 02:19:55
cooldown после ATR-стопа ещё активен 1686s; цена отошла только на 0.20 ATR,True,DOGE-USDT-SWAP,ATR стоп 2.0N,0.0,0.095,True,long,2026-03-19 02:20:08
cooldown после ATR-стопа ещё активен 1676s; цена отошла только на 0.20 ATR,True,DOGE-USDT-SWAP,ATR стоп 2.0N,0.0,0.095,True,long,2026-03-19 02:20:18
cooldown после ATR-стопа ещё активен 1663s; цена отошла только на 0.20 ATR,True,DOGE-USDT-SWAP,ATR стоп 2.0N,0.0,0.095,True,long,2026-03-19 02:20:31
cooldown после ATR-стопа ещё активен 1650s; цена отошла только на 0.20 ATR,True,DOGE-USDT-SWAP,ATR стоп 2.0N,0.0,0.095,True,long,2026-03-19 02:20:43
cooldown после ATR-стопа ещё активен 1640s; цена отошла только на 0.20 ATR,True,DOGE-USDT-SWAP,ATR стоп 2.0N,0.0,0.095,True,long,2026-03-19 02:20:53
cooldown после ATR-стопа ещё активен 1627s; цена отошла только на 0.20 ATR,True,DOGE-USDT-SWAP,ATR стоп 2.0N,0.0,0.095,True,long,2026-03-19 02:21:06
