action,inst_id,latency_ms,price,qty,response_code,response_message,side,success,timestamp,trade_id
position_opened,DOGE-USDT-SWAP,0.0,0.0998,11.93,,,long,True,2026-03-18 21:55:16,20260318_215513_DOGE-USDT-SWAP_long
OPEN,DOGE-USDT-SWAP,0.0,0.0998,11.93,,Первичный вход,long,True,2026-03-18 21:55:16,20260318_215513_DOGE-USDT-SWAP_long
position_opened,DOGE-USDT-SWAP,0.0,0.09615,11.91,,,long,True,2026-03-18 21:56:29,20260318_215626_DOGE-USDT-SWAP_long
OPEN,DOGE-USDT-SWAP,0.0,0.09615,11.91,,Первичный вход,long,True,2026-03-18 21:56:29,20260318_215626_DOGE-USDT-SWAP_long
position_opened,OP-USDT-SWAP,0.0,0.125903845322964,9258.0,,,short,True,2026-03-19 01:45:18,20260319_014514_OP-USDT-SWAP_short
OPEN,OP-USDT-SWAP,0.0,0.125903845322964,9258.0,,Первичный вход,short,True,2026-03-19 01:45:18,20260319_014514_OP-USDT-SWAP_short
position_opened,AXS-USDT-SWAP,0.0,1.1985,9477.0,,,short,True,2026-03-19 02:05:11,20260319_020507_AXS-USDT-SWAP_short
OPEN,AXS-USDT-SWAP,0.0,1.1985,9477.0,,Первичный вход,short,True,2026-03-19 02:05:11,20260319_020507_AXS-USDT-SWAP_short
position_closed,DOGE-USDT-SWAP,0.0,0.0,11.91,stopout_cooldown,ATR стоп 2.0N,long,True,2026-03-19 02:18:14,20260318_215626_DOGE-USDT-SWAP_long
CLOSE,DOGE-USDT-SWAP,0.0,0.09475,11.91,,ATR стоп 2.0N,long,True,2026-03-19 02:18:14,20260318_215626_DOGE-USDT-SWAP_long
position_closed,OP-USDT-SWAP,0.0,0.0,9258.0,канальный_выход_10_свечей,Канальный выход 10 свечей,short,True,2026-03-19 02:31:28,20260319_014514_OP-USDT-SWAP_short
CLOSE,OP-USDT-SWAP,0.0,0.1262,9258.0,,Канальный выход 10 свечей,short,True,2026-03-19 02:31:28,20260319_014514_OP-USDT-SWAP_short
position_opened,OP-USDT-SWAP,0.0,0.1253037198377109,9366.0,,,short,True,2026-03-19 03:55:29,20260319_035525_OP-USDT-SWAP_short
OPEN,OP-USDT-SWAP,0.0,0.1253037198377109,9366.0,,Первичный вход,short,True,2026-03-19 03:55:29,20260319_035525_OP-USDT-SWAP_short
position_closed,AXS-USDT-SWAP,0.0,0.0,9477.0,stopout_cooldown,ATR стоп 2.0N,short,True,2026-03-19 06:53:58,20260319_020507_AXS-USDT-SWAP_short
CLOSE,AXS-USDT-SWAP,0.0,1.296,9477.0,,ATR стоп 2.0N,short,True,2026-03-19 06:53:58,20260319_020507_AXS-USDT-SWAP_short
position_opened,OP-USDT-SWAP,0.0,0.1246010849453323,9512.0,,,short,True,2026-03-19 08:00:17,20260319_080014_OP-USDT-SWAP_short
OPEN,OP-USDT-SWAP,0.0,0.1246010849453323,9512.0,,Первичный вход,short,True,2026-03-19 08:00:17,20260319_080014_OP-USDT-SWAP_short
position_closed,OP-USDT-SWAP,0.0,0.0,38048.0,канальный_выход_10_свечей,Канальный выход 10 свечей,short,True,2026-03-19 08:59:42,20260319_080014_OP-USDT-SWAP_short
CLOSE,OP-USDT-SWAP,0.0,0.1248,38048.0,,Канальный выход 10 свечей,short,True,2026-03-19 08:59:42,20260319_080014_OP-USDT-SWAP_short
position_opened,AXS-USDT-SWAP,0.0,1.2189,23363.0,,,long,True,2026-03-19 09:45:11,20260319_094507_AXS-USDT-SWAP_long
OPEN,AXS-USDT-SWAP,0.0,1.2189,23363.0,,Первичный вход,long,True,2026-03-19 09:45:11,20260319_094507_AXS-USDT-SWAP_long
position_opened,LTC-USDT-SWAP,0.0,55.49003683241252,54.3,,,short,True,2026-03-19 10:10:12,20260319_101009_LTC-USDT-SWAP_short
OPEN,LTC-USDT-SWAP,0.0,55.49003683241252,54.3,,Первичный вход,short,True,2026-03-19 10:10:12,20260319_101009_LTC-USDT-SWAP_short
position_opened,SOL-USDT-SWAP,0.0,89.42,32.46,,,short,True,2026-03-19 10:15:08,20260319_101506_SOL-USDT-SWAP_short
OPEN,SOL-USDT-SWAP,0.0,89.42,32.46,,Первичный вход,short,True,2026-03-19 10:15:08,20260319_101506_SOL-USDT-SWAP_short
