available_after_bans,cache_errors,cache_fetch_count,closed_trades,connectivity_components_down,connectivity_state,event,loop_duration_sec,open_positions,signals_blocked,signals_found,symbols_scanned,ts
108,0,0,0,['ws_private'],DEGRADED,SYSTEM_HEALTH,0.0,0,0,0,108,2026-03-28 20:33:07
108,0,215,0,[],CONNECTED,SYSTEM_HEALTH,128.02810835838318,0,0,0,108,2026-03-28 20:35:27
108,0,538,0,[],CONNECTED,SYSTEM_HEALTH,150.61476016044617,0,0,0,108,2026-03-28 20:38:02
108,0,853,0,[],CONNECTED,SYSTEM_HEALTH,155.74219942092896,0,0,0,108,2026-03-28 20:40:43
108,0,1167,0,[],CONNECTED,SYSTEM_HEALTH,155.74219942092896,1,0,1,108,2026-03-28 20:43:19
108,0,1475,0,[],CONNECTED,SYSTEM_HEALTH,162.969464302063,1,0,0,108,2026-03-28 20:46:00
108,0,1777,0,[],CONNECTED,SYSTEM_HEALTH,150.93964505195618,1,0,0,108,2026-03-28 20:48:44
107,0,2093,0,[],CONNECTED,SYSTEM_HEALTH,158.54699230194092,2,0,2,108,2026-03-28 20:51:26
107,0,2394,0,[],CONNECTED,SYSTEM_HEALTH,163.92381691932678,2,0,0,108,2026-03-28 20:53:51
107,0,2694,0,[],CONNECTED,SYSTEM_HEALTH,134.23172163963318,2,0,0,108,2026-03-28 20:56:24
107,0,3014,0,[],CONNECTED,SYSTEM_HEALTH,148.50040221214294,2,0,0,108,2026-03-28 20:59:24
107,0,3331,0,[],CONNECTED,SYSTEM_HEALTH,175.59643363952637,2,0,0,108,2026-03-28 21:02:08
107,0,3642,0,[],CONNECTED,SYSTEM_HEALTH,164.38890862464905,2,0,0,108,2026-03-28 21:04:38
106,0,3951,0,[],CONNECTED,SYSTEM_HEALTH,139.42891478538513,2,0,1,108,2026-03-28 21:07:03
106,0,4260,0,[],CONNECTED,SYSTEM_HEALTH,139.27839541435242,2,0,0,108,2026-03-28 21:09:27
106,0,4569,0,[],CONNECTED,SYSTEM_HEALTH,138.9771909713745,3,0,2,108,2026-03-28 21:11:39
106,0,4878,0,[],CONNECTED,SYSTEM_HEALTH,134.9101071357727,3,0,0,108,2026-03-28 21:14:24
106,0,5197,1,[],CONNECTED,SYSTEM_HEALTH,164.00726699829102,3,0,2,108,2026-03-28 21:16:53
106,0,5197,1,[],CONNECTED,SYSTEM_HEALTH,164.00726699829102,3,0,2,108,2026-03-28 21:17:08
106,0,5503,1,[],CONNECTED,SYSTEM_HEALTH,150.9685080051422,3,0,0,108,2026-03-28 21:19:46
106,0,5814,1,[],CONNECTED,SYSTEM_HEALTH,150.4394428730011,4,0,1,108,2026-03-28 21:22:30
106,0,5814,1,[],CONNECTED,SYSTEM_HEALTH,180.16664695739746,4,0,1,108,2026-03-28 21:23:00
106,0,6134,1,[],CONNECTED,SYSTEM_HEALTH,180.16664695739746,5,0,1,108,2026-03-28 21:25:27
106,0,6461,2,[],CONNECTED,SYSTEM_HEALTH,173.34594750404358,4,0,0,108,2026-03-28 21:28:33
106,0,6783,2,[],CONNECTED,SYSTEM_HEALTH,160.64754152297974,4,0,0,108,2026-03-28 21:31:20
106,0,7111,2,[],CONNECTED,SYSTEM_HEALTH,172.52597379684448,4,0,1,108,2026-03-28 21:34:16
106,0,7433,2,[],CONNECTED,SYSTEM_HEALTH,166.94507265090942,4,0,3,108,2026-03-28 21:37:08
106,0,7762,2,[],CONNECTED,SYSTEM_HEALTH,174.3924856185913,4,0,2,108,2026-03-28 21:40:09
106,0,8106,2,[],CONNECTED,SYSTEM_HEALTH,178.57447385787964,4,0,0,108,2026-03-28 21:42:48
106,0,8106,2,[],CONNECTED,SYSTEM_HEALTH,178.57447385787964,4,0,0,108,2026-03-28 21:43:00
106,0,8434,2,[],CONNECTED,SYSTEM_HEALTH,145.29719805717468,4,0,0,108,2026-03-28 21:45:15
106,0,8772,3,[],CONNECTED,SYSTEM_HEALTH,147.749169588089,3,0,1,108,2026-03-28 21:48:22
106,0,9119,4,[],CONNECTED,SYSTEM_HEALTH,181.6605224609375,2,0,0,108,2026-03-28 21:51:39
106,0,9453,4,[],CONNECTED,SYSTEM_HEALTH,180.93350172042847,2,0,0,108,2026-03-28 21:54:47
106,0,9902,4,[],CONNECTED,SYSTEM_HEALTH,181.8031985759735,2,0,0,108,2026-03-28 21:57:51
106,0,9902,4,[],CONNECTED,SYSTEM_HEALTH,176.58358478546143,2,0,0,108,2026-03-28 21:58:00
106,0,10202,4,[],CONNECTED,SYSTEM_HEALTH,176.58358478546143,2,0,0,108,2026-03-28 22:00:39
106,0,10520,4,[],CONNECTED,SYSTEM_HEALTH,168.8572597503662,2,0,0,108,2026-03-28 22:03:52
106,0,10520,4,[],CONNECTED,SYSTEM_HEALTH,168.8572597503662,2,0,0,108,2026-03-28 22:04:07
106,0,10859,4,[],CONNECTED,SYSTEM_HEALTH,193.52394342422485,2,0,0,108,2026-03-28 22:07:15
106,0,11195,4,[],CONNECTED,SYSTEM_HEALTH,190.72379159927368,2,0,0,108,2026-03-28 22:10:06
106,0,11518,4,[],CONNECTED,SYSTEM_HEALTH,162.92526245117188,2,0,0,108,2026-03-28 22:12:16
106,0,11823,4,[],CONNECTED,SYSTEM_HEALTH,130.6995391845703,2,0,0,108,2026-03-28 22:14:41
106,0,12138,4,[],CONNECTED,SYSTEM_HEALTH,136.95324301719666,3,0,5,108,2026-03-28 22:17:28
106,0,12458,4,[],CONNECTED,SYSTEM_HEALTH,178.6461100578308,5,0,2,108,2026-03-28 22:20:45
106,0,12458,4,[],CONNECTED,SYSTEM_HEALTH,181.11697912216187,5,0,2,108,2026-03-28 22:21:04
106,0,12792,4,[],CONNECTED,SYSTEM_HEALTH,181.11697912216187,5,0,0,108,2026-03-28 22:23:43
106,0,12792,4,[],CONNECTED,SYSTEM_HEALTH,181.11697912216187,5,0,0,108,2026-03-28 22:24:00
106,0,13131,4,[],CONNECTED,SYSTEM_HEALTH,180.24078941345215,5,0,0,108,2026-03-28 22:26:43
106,0,13131,4,[],CONNECTED,SYSTEM_HEALTH,180.24078941345215,5,0,0,108,2026-03-28 22:27:00
106,0,13483,4,[],CONNECTED,SYSTEM_HEALTH,192.42986631393433,5,0,0,108,2026-03-28 22:30:09
106,0,13959,4,[],CONNECTED,SYSTEM_HEALTH,195.3288128376007,5,0,0,108,2026-03-28 22:33:22
105,0,14275,4,[],CONNECTED,SYSTEM_HEALTH,170.45045828819275,5,0,1,108,2026-03-28 22:36:19
105,0,14275,4,[],CONNECTED,SYSTEM_HEALTH,196.4386603832245,5,0,1,108,2026-03-28 22:37:04
105,0,14600,4,[],CONNECTED,SYSTEM_HEALTH,196.4386603832245,5,0,0,108,2026-03-28 22:39:43
105,0,14600,4,[],CONNECTED,SYSTEM_HEALTH,196.4386603832245,5,0,0,108,2026-03-28 22:40:07
105,0,14942,4,[],CONNECTED,SYSTEM_HEALTH,199.58032846450806,5,0,0,108,2026-03-28 22:42:33
105,0,15088,4,[],CONNECTED,SYSTEM_HEALTH,199.58032846450806,5,0,0,108,2026-03-28 22:43:04
105,0,15398,4,[],CONNECTED,SYSTEM_HEALTH,163.75877451896667,5,0,0,108,2026-03-28 22:45:25
105,0,15711,4,[],CONNECTED,SYSTEM_HEALTH,145.67229747772217,5,0,1,108,2026-03-28 22:48:18
105,0,16036,4,[],CONNECTED,SYSTEM_HEALTH,182.00327038764954,5,0,1,108,2026-03-28 22:51:23
105,0,16369,4,[],CONNECTED,SYSTEM_HEALTH,173.62665796279907,5,0,0,108,2026-03-28 22:54:04
105,0,16712,4,[],CONNECTED,SYSTEM_HEALTH,162.73961520195007,6,0,4,108,2026-03-28 22:57:17
105,0,16863,5,[],CONNECTED,SYSTEM_HEALTH,162.73961520195007,6,0,4,108,2026-03-28 22:58:12
105,0,17170,5,[],CONNECTED,SYSTEM_HEALTH,214.4831211566925,6,0,0,108,2026-03-28 23:01:03
105,0,17501,6,[],CONNECTED,SYSTEM_HEALTH,192.14346051216125,5,0,0,108,2026-03-28 23:04:21
104,0,17951,7,[],CONNECTED,SYSTEM_HEALTH,195.42175006866455,5,0,4,108,2026-03-28 23:07:18
104,0,17951,7,[],CONNECTED,SYSTEM_HEALTH,195.42175006866455,6,0,4,108,2026-03-28 23:08:07
104,0,18407,7,[],CONNECTED,SYSTEM_HEALTH,208.48540592193604,7,0,0,108,2026-03-28 23:10:40
104,0,18407,7,[],CONNECTED,SYSTEM_HEALTH,208.48540592193604,7,0,0,108,2026-03-28 23:11:12
104,0,18727,7,[],CONNECTED,SYSTEM_HEALTH,182.12379550933838,7,0,0,108,2026-03-28 23:13:36
104,0,18874,7,[],CONNECTED,SYSTEM_HEALTH,182.12379550933838,7,0,0,108,2026-03-28 23:14:07
104,0,19186,7,[],CONNECTED,SYSTEM_HEALTH,161.37721252441406,7,0,0,108,2026-03-28 23:16:14
104,0,19186,7,[],CONNECTED,SYSTEM_HEALTH,161.37721252441406,7,0,0,108,2026-03-28 23:17:05
104,0,19517,7,[],CONNECTED,SYSTEM_HEALTH,172.17887258529663,7,0,0,108,2026-03-28 23:19:16
104,0,19662,8,[],CONNECTED,SYSTEM_HEALTH,172.17887258529663,6,0,0,108,2026-03-28 23:20:05
104,0,19960,8,[],CONNECTED,SYSTEM_HEALTH,174.11478400230408,6,0,0,108,2026-03-28 23:22:12
