atr,body_atr,body_to_range_ratio,breakout_buffer_atr_actual,breakout_level,channel_width_atr,close_beyond_channel_atr,distance_from_breakout_level_atr,donchian_high,donchian_low,entry_mode,entry_price,event,fresh_breakout_true_false,inst_id,side,system_name,timeframe,ts
0.0695,0.0,0.0,11.079137,362.29,4.460432,11.079137,11.079137,362.6,362.29,minimal,361.52,breakout_quality,True,TSLA-USDT-SWAP,short,Turtle 20,5m,2026-03-28 20:43:19
0.01015,0.788177,1.0,0.295567,8.597,4.827586,0.492611,0.295567,8.646,8.597,minimal,8.594,breakout_quality,True,LINK-USDT-SWAP,short,Turtle 20,5m,2026-03-28 20:51:26
0.0785,1.528662,1.0,1.019108,53.99,9.936306,1.146497,1.019108,54.77,53.99,minimal,53.91,breakout_quality,True,LTC-USDT-SWAP,short,Turtle 55,5m,2026-03-28 21:11:39
5.2e-05,0.0,0.0,1.346154,0.0535,13.461538,1.346154,1.346154,0.0535,0.0528,minimal,0.05357,breakout_quality,True,MINA-USDT-SWAP,long,Turtle 55,5m,2026-03-28 21:16:53
0.00045,0.0,0.0,6.666667,0.828,6.666667,6.666667,6.666667,0.828,0.825,minimal,0.831,breakout_quality,True,QTUM-USDT-SWAP,long,Turtle 20,5m,2026-03-28 21:22:30
0.000327,1.284404,0.954545,0.30581,0.17051,3.272171,0.275229,0.30581,0.17158,0.17051,minimal,0.17041,breakout_quality,True,XLM-USDT-SWAP,short,Turtle 20,5m,2026-03-28 21:25:27
0.0087,1.149425,0.588235,0.91954,8.589,2.988506,0.45977,0.91954,8.615,8.589,minimal,8.581,breakout_quality,True,LINK-USDT-SWAP,short,Turtle 20,5m,2026-03-28 22:17:28
0.0004,0.0,0.0,2.5,0.87,12.5,2.5,2.5,0.875,0.87,minimal,0.869,breakout_quality,True,LIT-USDT-SWAP,short,Turtle 20,5m,2026-03-28 22:17:30
0.00175,2.857143,1.0,5.714286,2.888,4.571429,1.714286,5.714286,2.896,2.888,minimal,2.878,breakout_quality,True,INJ-USDT-SWAP,short,Turtle 20,5m,2026-03-28 22:17:32
0.00476,2.016807,1.0,2.016807,0.1528,6.218487,2.016807,2.016807,0.1824,0.1528,minimal,0.1432,breakout_quality,True,MET-USDT-SWAP,short,Turtle 55,5m,2026-03-28 22:57:17
7.5e-05,0.0,0.0,1.333333,0.155,26.666667,1.333333,1.333333,0.157,0.155,minimal,0.1549,breakout_quality,True,THETA-USDT-SWAP,short,Turtle 55,5m,2026-03-28 22:57:19
0.00055,0.727273,1.0,0.363636,0.3136,6.909091,0.363636,0.363636,0.3136,0.3098,minimal,0.3138,breakout_quality,True,LDO-USDT-SWAP,long,Turtle 20,5m,2026-03-28 23:07:18
0.0465,3.010753,1.0,0.215054,54.25,4.946237,0.215054,0.215054,54.25,54.02,minimal,54.26,breakout_quality,True,LTC-USDT-SWAP,long,Turtle 20,5m,2026-03-28 23:07:20
0.00105,2.857143,1.0,0.952381,1.283,4.761905,0.952381,0.952381,1.283,1.278,minimal,1.284,breakout_quality,True,DOT-USDT-SWAP,long,Turtle 20,5m,2026-03-28 23:28:10
0.0009,3.333333,1.0,1.111111,2.089,7.777778,1.111111,1.111111,2.096,2.089,minimal,2.088,breakout_quality,True,LPT-USDT-SWAP,short,Turtle 20,5m,2026-03-29 00:06:52
