inst_id,pyramid_restored,restored_fields,side,stop_restored,system_name,timestamp,trade_id,units_restored
TSLA-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 20,2026-03-28 20:46:07,20260328_204319_TSLA-USDT-SWAP_short,2
MINA-USDT-SWAP,False,exchange_stop_full_position,long,False,Turtle 55,2026-03-28 21:37:33,20260328_211653_MINA-USDT-SWAP_long,2
LIT-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 20,2026-03-28 22:58:21,20260328_221729_LIT-USDT-SWAP_short,2
MET-USDT-SWAP,True,"system_name,base_unit_qty,sync_restored_context",short,True,Turtle 20,2026-03-28 23:08:32,20260328_230832_MET-USDT-SWAP_short,1
THETA-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 55,2026-03-28 23:41:20,20260328_225719_THETA-USDT-SWAP_short,2
DOT-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 20,2026-03-29 00:20:54,20260329_001639_DOT-USDT-SWAP_short,2
LDO-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 55,2026-03-29 00:28:24,20260329_002643_LDO-USDT-SWAP_short,2
LPT-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 20,2026-03-29 00:36:21,20260329_000652_LPT-USDT-SWAP_short,2
INJ-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 20,2026-03-29 00:56:14,20260329_003842_INJ-USDT-SWAP_short,2
XLM-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 20,2026-03-29 01:12:04,20260329_005835_XLM-USDT-SWAP_short,2
DOGE-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 55,2026-03-29 01:15:58,20260329_005834_DOGE-USDT-SWAP_short,2
ICP-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 55,2026-03-29 02:13:04,20260329_020904_ICP-USDT-SWAP_short,2
INJ-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 55,2026-03-29 02:53:31,20260329_021201_INJ-USDT-SWAP_short,2
MINA-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 20,2026-03-29 03:15:46,20260329_031159_MINA-USDT-SWAP_short,2
LPT-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 20,2026-03-29 03:27:59,20260329_031804_LPT-USDT-SWAP_short,2
THETA-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 55,2026-03-29 03:27:59,20260329_031802_THETA-USDT-SWAP_short,2
XLM-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 55,2026-03-29 03:27:59,20260329_031504_XLM-USDT-SWAP_short,2
NEAR-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 55,2026-03-29 03:34:24,20260329_033315_NEAR-USDT-SWAP_short,2
ETHFI-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 55,2026-03-29 03:43:37,20260329_031506_ETHFI-USDT-SWAP_short,2
FIL-USDT-SWAP,False,exchange_stop_full_position,long,False,Turtle 20,2026-03-29 04:21:51,20260329_041239_FIL-USDT-SWAP_long,2
THETA-USDT-SWAP,False,exchange_stop_full_position,long,False,Turtle 20,2026-03-29 04:59:36,20260329_045907_THETA-USDT-SWAP_long,2
LTC-USDT-SWAP,False,exchange_stop_full_position,long,False,Turtle 20,2026-03-29 05:42:41,20260329_052721_LTC-USDT-SWAP_long,2
LINK-USDT-SWAP,False,exchange_stop_full_position,long,False,Turtle 20,2026-03-29 05:57:23,20260329_054809_LINK-USDT-SWAP_long,2
ETHFI-USDT-SWAP,False,exchange_stop_full_position,long,False,Turtle 20,2026-03-29 06:21:54,20260329_061246_ETHFI-USDT-SWAP_long,2
LDO-USDT-SWAP,False,exchange_stop_full_position,long,False,Turtle 20,2026-03-29 06:21:54,20260329_060929_LDO-USDT-SWAP_long,2
DOGE-USDT-SWAP,False,exchange_stop_full_position,long,False,Turtle 20,2026-03-29 06:21:54,20260329_055951_DOGE-USDT-SWAP_long,2
THETA-USDT-SWAP,False,exchange_stop_full_position,long,False,Turtle 20,2026-03-29 06:21:54,20260329_055102_THETA-USDT-SWAP_long,2
XRP-USDT-SWAP,False,exchange_stop_full_position,long,False,Turtle 20,2026-03-29 06:25:07,20260329_062415_XRP-USDT-SWAP_long,2
TSLA-USDT-SWAP,False,exchange_stop_full_position,long,False,Turtle 20,2026-03-29 07:36:25,20260329_073009_TSLA-USDT-SWAP_long,2
LQTY-USDT-SWAP,False,exchange_stop_full_position,long,False,Turtle 55,2026-03-29 07:39:28,20260329_071224_LQTY-USDT-SWAP_long,2
MINA-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 20,2026-03-29 08:06:00,20260329_080129_MINA-USDT-SWAP_short,2
XRP-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 20,2026-03-29 08:17:17,20260329_080849_XRP-USDT-SWAP_short,2
THETA-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 20,2026-03-29 08:21:03,20260329_073858_THETA-USDT-SWAP_short,2
MAGIC-USDT-SWAP,False,exchange_stop_full_position,short,False,Turtle 55,2026-03-29 08:25:13,20260329_082345_MAGIC-USDT-SWAP_short,2
