early_exit_flag,exit_reason,hybrid_stop_mode,inst_id,realized_r,retained_r_share,side,system_name,trade_id,trend_hold_state,trend_move_r,units
False,sync_confirmed_close_after_stop_fault:_pending_recheck,DONCHIAN_ACTIVE,MINA-USDT-SWAP,0.290423,0.484038,short,Turtle 20,20260329_080129_MINA-USDT-SWAP_short,TREND_ACTIVE,0.6,4
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,THETA-USDT-SWAP,0.0,0.0,short,Turtle 20,20260329_073858_THETA-USDT-SWAP_short,TREND_ACTIVE,0.5,2
False,sync_confirmed_close_after_stop_fault:_pending_recheck,ATR_INITIAL,SOL-USDT-SWAP,-0.042862,-0.125014,short,Turtle 20,20260329_080847_SOL-USDT-SWAP_short,INITIAL_RISK,0.342857,1
False,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,CFX-USDT-SWAP,-0.249959,-7.665338,long,Turtle 55,20260329_070007_CFX-USDT-SWAP_long,INITIAL_RISK,0.032609,1
False,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,XLM-USDT-SWAP,-0.218846,-10.997286,long,Turtle 55,20260329_065703_XLM-USDT-SWAP_long,INITIAL_RISK,0.0199,1
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,LTC-USDT-SWAP,0.249873,0.317146,long,Turtle 20,20260329_052721_LTC-USDT-SWAP_long,TREND_ACTIVE,0.787879,4
False,sync_confirmed_close_after_stop_fault:_pending_recheck,ATR_INITIAL,NEO-USDT-SWAP,-0.629629,-1.7,long,Turtle 20,20260329_043212_NEO-USDT-SWAP_long,INITIAL_RISK,0.37037,1
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,XRP-USDT-SWAP,-0.43737,-1.723755,long,Turtle 20,20260329_062415_XRP-USDT-SWAP_long,TREND_ACTIVE,0.253731,2
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,DOGE-USDT-SWAP,-0.498496,-0.436184,long,Turtle 20,20260329_055951_DOGE-USDT-SWAP_long,TREND_HOLD,1.142857,4
False,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,MAGIC-USDT-SWAP,-0.333914,-1.803137,short,Turtle 20,20260329_064228_MAGIC-USDT-SWAP_short,INITIAL_RISK,0.185185,1
False,sync_confirmed_close_after_stop_fault:_pending_recheck,DONCHIAN_ACTIVE,LINK-USDT-SWAP,0.900645,0.635749,long,Turtle 20,20260329_054809_LINK-USDT-SWAP_long,TREND_HOLD,1.416667,4
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,LDO-USDT-SWAP,-0.171138,-0.186696,long,Turtle 20,20260329_060929_LDO-USDT-SWAP_long,TREND_ACTIVE,0.916667,4
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,ETHFI-USDT-SWAP,-0.083794,-0.15603,long,Turtle 20,20260329_061246_ETHFI-USDT-SWAP_long,TREND_ACTIVE,0.537037,2
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,THETA-USDT-SWAP,-0.249426,-0.249426,long,Turtle 20,20260329_055102_THETA-USDT-SWAP_long,TREND_HOLD,1.0,2
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,TSLA-USDT-SWAP,-5.576389,-0.861333,short,Turtle 20,20260328_204319_TSLA-USDT-SWAP_short,TREND_HOLD,6.474138,2
False,sync_confirmed_close_after_stop_fault:_pending_recheck,DONCHIAN_ACTIVE,THETA-USDT-SWAP,0.0,0.0,long,Turtle 20,20260329_045907_THETA-USDT-SWAP_long,TREND_HOLD,1.0,2
False,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,LQTY-USDT-SWAP,-0.030303,-0.333333,long,Turtle 55,20260329_045318_LQTY-USDT-SWAP_long,INITIAL_RISK,0.090909,1
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,FIL-USDT-SWAP,-0.290824,-0.387765,long,Turtle 20,20260329_041239_FIL-USDT-SWAP_long,TREND_ACTIVE,0.75,3
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,MAGIC-USDT-SWAP,-0.74935,-0.345854,long,Turtle 20,20260329_042120_MAGIC-USDT-SWAP_long,TREND_HOLD,2.166667,1
