early_exit_flag,early_exit_gap_pct,exit_efficiency,exit_reason,hybrid_stop_mode,inst_id,mfe_pct,realized_pnl_pct,realized_r,side,system_name,trade_id,trend_capture_ratio,trend_move_r,trend_strength_r,turtle_exit_period,units
False,0.145314,1.933333,sync_confirmed_close_after_stop_fault:_pending_recheck,DONCHIAN_ACTIVE,MINA-USDT-SWAP,0.281637,0.13632303859352818,0.290423,short,Turtle 20,20260329_080129_MINA-USDT-SWAP_short,0.484038,0.6,0.6,10,4
False,0.462046,0.0,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,THETA-USDT-SWAP,0.462046,0.0,0.0,short,Turtle 20,20260329_073858_THETA-USDT-SWAP_short,0.0,0.5,0.5,10,2
False,0.290909,-0.2,sync_confirmed_close_after_stop_fault:_pending_recheck,ATR_INITIAL,SOL-USDT-SWAP,0.290909,-0.03636804461146943,-0.042862,short,Turtle 20,20260329_080847_SOL-USDT-SWAP_short,-0.125015,0.342857,0.342857,10,1
False,0.052613,0.0,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,CFX-USDT-SWAP,0.052613,-0.4032965106084414,-0.249959,long,Turtle 55,20260329_070007_CFX-USDT-SWAP_long,-7.66534,0.032609,0.032609,20,1
False,0.023652,0.0,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,XLM-USDT-SWAP,0.023652,-0.2601083778903698,-0.218846,long,Turtle 55,20260329_065703_XLM-USDT-SWAP_long,-10.99731,0.0199,0.0199,20,1
False,0.328416,0.388235,канальный_выход_10_свечей,DONCHIAN_ACTIVE,LTC-USDT-SWAP,0.480947,0.15253062167784262,0.249873,long,Turtle 20,20260329_052721_LTC-USDT-SWAP_long,0.317146,0.787879,0.787879,10,4
False,0.386399,0.0,sync_confirmed_close_after_stop_fault:_pending_recheck,ATR_INITIAL,NEO-USDT-SWAP,0.386399,-0.6568778979907226,-0.629629,long,Turtle 20,20260329_043212_NEO-USDT-SWAP_long,-1.699999,0.37037,0.37037,10,1
False,0.127027,-42.549884,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,XRP-USDT-SWAP,0.127027,-0.2189634955770721,-0.43737,long,Turtle 20,20260329_062415_XRP-USDT-SWAP_long,-1.723756,0.253731,0.253731,10,2
False,0.438837,-2.5,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,DOGE-USDT-SWAP,0.438837,-0.19141372709872406,-0.498496,long,Turtle 20,20260329_055951_DOGE-USDT-SWAP_long,-0.436184,1.142857,1.142857,10,4
False,0.174338,0.0,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,MAGIC-USDT-SWAP,0.174338,-0.3143555710792868,-0.333914,short,Turtle 20,20260329_064228_MAGIC-USDT-SWAP_short,-1.803139,0.185185,0.185185,10,1
