action,active_mode,atr,atr_stop,attached_payload,attempt,bridge_mode,cancelled_algo_id,candle_ts,confirmations,cooldown,current_exchange_stop,current_price,desired_mode,event,exchange_stop_algo_id,exchange_stop_price,exchange_stop_qty,exchange_stop_status,failures,force_rest,inst_id,missing_count,moved,new_mode,new_stop,old_exchange_stop,old_mode,old_stop,old_strategy_stop,operation,position_qty,protected_stop,qty,reason,requested_stop,response,response_code,retry_due_ts,side,status,strategy_price,strategy_stop_price,target_mode,target_stop,threshold,trade_id,ts,turtle_stop
,,0.06950000000000216,,"{'trigger_px': 362.68, 'trigger_type': 'mark', 'current_price': 361.52, 'use_custom_algo_id': False}",,,,,,,,,,STOP_INIT_ATTACHED_REQUESTED,,0.0,,attach_pending,,,TSLA-USDT-SWAP,,,,,,,,,,,,800.0,entry_bootstrap_stop,362.68,,,,short,,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:43:19,
,,0.06950000000000216,,,,,,,,,,361.52,,STOP_HEALTH_CHECK,,0.0,,attach_pending,,,TSLA-USDT-SWAP,,,,,,,,,,,,800.0,,,,,,short,,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:43:19,
,,0.06950000000000216,,,,,,,,,,361.52,,STOP_HEALTH_MISSING,,0.0,,attach_pending,,,TSLA-USDT-SWAP,1,,,,,,,,,,,800.0,,,,,,short,,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:43:22,
,,0.06950000000000216,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3429846843520278528,362.68,,active,,False,TSLA-USDT-SWAP,,,,,,,,,,,,800.0,,362.68,,,,short,active,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:43:23,
,,0.06950000000000216,,,,,,,,,,,,STOP_DEDUP_SKIPPED,3429846843520278528,362.68,,active,,,TSLA-USDT-SWAP,,,,,,,,,,,,800.0,health_restore,362.68,,,,short,,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:43:23,
,,0.06950000000000216,,,,,,,,,,361.52,,STOP_HEALTH_RESTORED,3429846843520278528,362.68,,active,,,TSLA-USDT-SWAP,,,,,,,,,,,,800.0,,,,,,short,,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:43:24,
,,0.06950000000000216,,,,,,1774719300000,,,,361.52,,STOP_STRATEGY_RECALC,3429846843520278528,362.68,,active,,,TSLA-USDT-SWAP,,,,,,,,,,,,800.0,,,,,,short,,361.52,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:43:24,
,BOOTSTRAP,0.06950000000000216,,,,,,,,,,361.52,BOOTSTRAP,STOP_STRATEGY_NO_CHANGE,3429846843520278528,362.68,,active,,,TSLA-USDT-SWAP,,,,,,,,,,,,800.0,closed_candle,362.68,,,,short,,,362.68,BOOTSTRAP,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:43:24,
,,0.06950000000000216,,,,,,,,,,360.94,,STOP_HEALTH_CHECK,3429846843520278528,362.68,,active,,,TSLA-USDT-SWAP,,,,,,,,,,,,800.0,,,,,,short,,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:45:58,
,,0.06950000000000216,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3429846843520278528,362.68,,active_confirmed,,True,TSLA-USDT-SWAP,,,,,,,,,,,,800.0,,362.68,,,,short,active_confirmed,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:45:59,
,,0.06950000000000216,,,,,,,2,,,360.94,,STOP_HEALTH_CONFIRMED,3429846843520278528,362.68,,active_confirmed,,,TSLA-USDT-SWAP,,,,,,,,,,,,800.0,,,,,,short,,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:45:59,
,,0.43050000000000066,,,1,,,,,,,360.94,ATR,STOP_RECOVERY_START,3429846843520278528,362.68,,active_confirmed,,,TSLA-USDT-SWAP,,,,,,,,,,,,800.0,manage_cycle_reconcile,,,,,short,,,362.68,ATR,362.68,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:45:59,
,,0.43050000000000066,,,,,,,,,,360.94,ATR,STOP_RECOVERY_OK,3429846843520278528,362.68,,recovered,,,TSLA-USDT-SWAP,,,,,,,,,,,,800.0,manage_cycle_reconcile,,,,,short,,,362.68,ATR,362.68,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:45:59,
,,0.43050000000000066,,,,,,1774719600000,,,,360.94,,STOP_STRATEGY_RECALC,3429846843520278528,362.68,,recovered,,,TSLA-USDT-SWAP,,,,,,,,,,,,800.0,,,,,,short,,360.94,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:45:59,
,ATR,0.43050000000000066,,,,,,,,,,360.94,ATR,STOP_STRATEGY_NO_CHANGE,3429846843520278528,362.68,,recovered,,,TSLA-USDT-SWAP,,,,,,,,,,,,800.0,closed_candle,362.68,,,,short,,,362.68,ATR,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:45:59,
,,0.43050000000000066,,,,,,,,,362.68,,,STOP_NOOP_BYPASSED_FULL_COVER,3429846843520278528,362.68,800.0,partial_coverage_fault,,,TSLA-USDT-SWAP,,,,,,,,,,800.0,,800.0,atr_full_cover,362.68,,,,short,,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:46:00,
ensure,,0.43050000000000066,,,,,,,,2.5,,,,STOP_LOCK_BYPASSED_FULL_COVER,3429846843520278528,362.68,,partial_coverage_fault,,,TSLA-USDT-SWAP,,,,,,,,,,,,800.0,,362.68,,,,short,,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:46:00,
,,0.43050000000000066,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3429846843520278528,362.68,,active,,False,TSLA-USDT-SWAP,,,,,,,,,,,,800.0,,362.68,,,,short,active,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:46:00,
,,0.43050000000000066,,,,,,,,,,,,STOP_DEDUP_SKIPPED,3429846843520278528,362.68,,active,,,TSLA-USDT-SWAP,,,,,,,,,,,,800.0,atr_full_cover,362.68,,,,short,,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:46:00,
,,0.43050000000000066,,,,,,,,,,360.94,,STOP_HEALTH_CHECK,3429846843520278528,362.68,,active,,,TSLA-USDT-SWAP,,,,,,,,,,,,1600.0,,,,,,short,,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:48:33,
,,0.43050000000000066,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3429846843520278528,362.68,,active_confirmed,,True,TSLA-USDT-SWAP,,,,,,,,,,,,1600.0,,362.68,,,,short,active_confirmed,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:48:35,
,,0.43050000000000066,,,,,,,3,,,360.94,,STOP_HEALTH_CONFIRMED,3429846843520278528,362.68,,active_confirmed,,,TSLA-USDT-SWAP,,,,,,,,,,,,1600.0,,,,,,short,,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:48:35,
,,0.43050000000000066,,,1,,,,,,,360.94,ATR,STOP_RECOVERY_START,3429846843520278528,362.68,,active_confirmed,,,TSLA-USDT-SWAP,,,,,,,,,,,,1600.0,manage_cycle_reconcile,,,,,short,,,362.68,ATR,362.68,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:48:35,
,,0.43050000000000066,,,,,,,,,362.68,,,STOP_NOOP_BYPASSED_FULL_COVER,3429846843520278528,362.68,800.0,active_confirmed,,,TSLA-USDT-SWAP,,,,,,,,,,1600.0,,1600.0,manage_cycle_reconcile,362.68,,,,short,,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:48:36,
ensure,,0.43050000000000066,,,,,,,,2.5,,,,STOP_LOCK_BYPASSED_FULL_COVER,3429846843520278528,362.68,,active_confirmed,,,TSLA-USDT-SWAP,,,,,,,,,,,,1600.0,,362.68,,,,short,,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:48:36,
,,0.43050000000000066,,,,,,,,,,,,STOP_ADOPTED_EXISTING,3429846843520278528,362.68,,active,,False,TSLA-USDT-SWAP,,,,,,,,,,,,1600.0,,362.68,,,,short,active,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:48:37,
,,0.43050000000000066,,,,,,,,,,,,STOP_PARTIAL_COVERAGE_FAULT,3429846843520278528,362.68,800.0,active,,,TSLA-USDT-SWAP,,,,,,,,,,1600.0,,1600.0,manage_cycle_reconcile,362.68,,,,short,,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:48:37,
,,0.43050000000000066,,,,,,,,,,360.94,,STOP_FORCE_REPLACE,3429846843520278528,362.68,,active,,,TSLA-USDT-SWAP,,,,,,,,,,,,1600.0,manage_cycle_reconcile,362.68,,,,short,,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:48:37,
,,0.43050000000000066,,,,,3429846843520278528,,,,,,,STOP_CANCELLED,3429846843520278528,362.68,,active,,,TSLA-USDT-SWAP,,,,,,,,,,,,1600.0,force_replace:manage_cycle_reconcile,,,,,short,,,362.68,,,,20260328_204319_TSLA-USDT-SWAP_short,2026-03-28 20:48:37,
