duration_sec,early_exit_flag,early_exit_gap_pct,entry_quality,entry_type,exit_efficiency,exit_reason,inst_id,last_stop_move_reason,mae_pct,mae_r,market_risk_score,mfe_pct,mfe_r,pyramid_effect_label,pyramid_effect_score,realized_pnl,realized_pnl_pct,side,stop_efficiency,stop_errors_for_symbol,stop_move_count,stop_rejects_for_symbol,trade_id,trend_capture_ratio,trend_strength_r,unit_add_count,units
4349,False,4.637429,weak,Turtle 20,-0.932773,синхронизация:_позиция_отсутствует_на_бирже,ZBCN-USDT-SWAP,STOP_HEALTH_SOFT_MISSING,7.425098,1.583333,16.0,4.637429,0.988889,no_pyramid,-2.4099,-12.176699999999999,-2.409900130264872,short,0.088202,3,1,0,20260330_180045_ZBCN-USDT-SWAP_short,-0.519663,0.988889,0,1
4205,False,0.314752,weak,Turtle 20,0.176235,синхронизация:_позиция_отсутствует_на_бирже,BCH-USDT-SWAP,manage_cycle_reconcile,3.291875,1.332681,2.25,0.730422,0.295704,helped,0.138557,6.304300000000404,0.41567043587000296,long,0.74145,1,1,0,20260330_180047_BCH-USDT-SWAP_long,0.569083,0.295704,2,3
7643,False,1.039755,weak,Turtle 20,-1.0,синхронизация:_позиция_отсутствует_на_бирже,LIT-USDT-SWAP,STOP_HEALTH_SOFT_MISSING,4.831804,0.929412,7.75,1.039755,0.2,hurt,-1.987768,-36.5299999999991,-3.97553516819562,short,-1.894119,2,2,0,20260330_170142_LIT-USDT-SWAP_short,-3.823531,0.2,1,2
7614,False,3.044597,weak,Turtle 20,0.0,синхронизация:_позиция_отсутствует_на_бирже,CELO-USDT-SWAP,STOP_HEALTH_SOFT_MISSING,11.313035,1.348285,10.0,3.044597,0.362854,hurt,-6.047316,-110.40440000043982,-12.094632344449858,long,-1.983494,3,2,0,20260330_160400_CELO-USDT-SWAP_long,-3.97249,0.362854,1,2
2827,False,0.58575,weak,Turtle 20,-157.261836,синхронизация:_позиция_отсутствует_на_бирже,YFI-USDT-SWAP,STOP_HEALTH_SOFT_MISSING,5.181597,2.380231,9.5,0.58575,0.269071,hurt,-2.286418,-41.02174999999988,-4.57283602247611,long,-4.284083,2,1,0,20260330_165111_YFI-USDT-SWAP_long,-7.806805,0.269071,1,2
45365,False,0.0,weak,Turtle 20,0.240925,синхронизация:_позиция_отсутствует_на_бирже,ARB-USDT-SWAP,STOP_HEALTH_SOFT_MISSING,5.873775,1.01901,9.75,2.892346,0.501778,helped,0.739049,55.17399999997135,2.9561954986601036,long,1.013245,1,7,0,20260330_050155_ARB-USDT-SWAP_long,1.022075,0.501778,3,4
50734,False,0.0,weak,Turtle 20,0.020621,канальный_выход_10_свечей,1INCH-USDT-SWAP,post_close:Канальный выход 10 свечей,3.326699,0.936,6.25,2.701166,0.76,helped,1.101791,5.750499999999985,4.407165197611588,long,1.378947,0,7,0,20260330_033119_1INCH-USDT-SWAP_long,1.631579,0.76,3,4
3821,False,0.0,unknown,Turtle 20,0.0,синхронизация:_позиция_отсутствует_на_бирже,BAND-USDT-SWAP,STOP_HEALTH_SOFT_MISSING,4.520885,2.421053,3.75,0.0,0.0,no_pyramid,-6.879607,-29.83679999999997,-6.879606879606874,long,0.4,1,1,0,20260330_163240_BAND-USDT-SWAP_long,0.0,0.0,0,1
26468,False,0.707896,weak,Turtle 55,-1.282848,синхронизация:_позиция_отсутствует_на_бирже,LDO-USDT-SWAP,STOP_HEALTH_SOFT_MISSING,8.681179,0.942791,8.75,0.707896,0.076879,hurt,-1.284223,-82.51640000000631,-5.136892069114746,long,-3.953938,2,5,0,20260330_101136_LDO-USDT-SWAP_long,-7.256563,0.076879,3,4
4697,False,11.503996,strong,Turtle 20,-8.2,синхронизация:_позиция_отсутствует_на_бирже,MASK-USDT-SWAP,STOP_HEALTH_SOFT_MISSING,5.93364,3.223684,3.75,11.503996,6.25,hurt,-2.482441,-45.21479999999992,-4.9648825381448205,long,0.141053,1,1,0,20260330_160030_MASK-USDT-SWAP_long,-0.431579,6.25,1,2
4102,False,0.841289,weak,Turtle 55,-9.591056,синхронизация:_позиция_отсутствует_на_бирже,TSLA-USDT-SWAP,STOP_HEALTH_SOFT_MISSING,4.347786,0.956786,3.75,0.841289,0.185136,no_pyramid,-18.214986,-85.31819999999995,-18.21498594649599,long,-12.59077,1,1,0,20260330_160026_TSLA-USDT-SWAP_long,-21.651283,0.185136,0,1
