early_exit_flag,exit_reason,hybrid_stop_mode,inst_id,realized_r,retained_r_share,side,system_name,trade_id,trend_hold_state,trend_move_r,units
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,ZBCN-USDT-SWAP,-0.513889,-0.519663,short,Turtle 20,20260330_180045_ZBCN-USDT-SWAP_short,TREND_ACTIVE,0.988889,1
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,BCH-USDT-SWAP,0.16828,0.569083,long,Turtle 20,20260330_180047_BCH-USDT-SWAP_long,TREND_ACTIVE,0.295704,3
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,LIT-USDT-SWAP,-0.764706,-3.82353,short,Turtle 20,20260330_170142_LIT-USDT-SWAP_short,TREND_ACTIVE,0.2,2
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,CELO-USDT-SWAP,-1.441434,-3.97249,long,Turtle 20,20260330_160400_CELO-USDT-SWAP_long,TREND_ACTIVE,0.362854,2
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,YFI-USDT-SWAP,-2.100585,-7.806806,long,Turtle 20,20260330_165111_YFI-USDT-SWAP_long,TREND_ACTIVE,0.269071,2
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,ARB-USDT-SWAP,0.512855,1.022075,long,Turtle 20,20260330_050155_ARB-USDT-SWAP_long,TREND_ACTIVE,0.501778,4
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,1INCH-USDT-SWAP,1.24,1.631579,long,Turtle 20,20260330_033119_1INCH-USDT-SWAP_long,TREND_ACTIVE,0.76,4
False,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,BAND-USDT-SWAP,0.0,0.0,long,Turtle 20,20260330_163240_BAND-USDT-SWAP_long,INITIAL_RISK,0.0,1
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,LDO-USDT-SWAP,-0.557877,-7.256559,long,Turtle 55,20260330_101136_LDO-USDT-SWAP_long,TREND_ACTIVE,0.076879,4
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,MASK-USDT-SWAP,-2.697369,-0.431579,long,Turtle 20,20260330_160030_MASK-USDT-SWAP_long,TREND_HOLD,6.25,2
False,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,TSLA-USDT-SWAP,-4.008432,-21.651283,long,Turtle 55,20260330_160026_TSLA-USDT-SWAP_long,INITIAL_RISK,0.185136,1
False,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,CRV-USDT-SWAP,0.0,0.0,long,Turtle 55,20260330_160028_CRV-USDT-SWAP_long,INITIAL_RISK,0.0,1
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,KSM-USDT-SWAP,-0.084226,-0.44419,long,Turtle 20,20260330_060244_KSM-USDT-SWAP_long,TREND_ACTIVE,0.189617,4
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,BNB-USDT-SWAP,-0.217063,-1.826115,long,Turtle 55,20260330_060240_BNB-USDT-SWAP_long,TREND_ACTIVE,0.118866,4
False,синхронизация:_позиция_отсутствует_на_бирже,ATR_INITIAL,YGG-USDT-SWAP,-0.43478,-10.0,long,Turtle 55,20260330_140151_YGG-USDT-SWAP_long,INITIAL_RISK,0.043478,1
False,синхронизация:_позиция_отсутствует_на_бирже,DONCHIAN_ACTIVE,YFI-USDT-SWAP,-0.558096,-9.253482,long,Turtle 55,20260330_133115_YFI-USDT-SWAP_long,TREND_ACTIVE,0.060312,3
