action,inst_id,latency_ms,price,qty,response_code,response_message,side,success,timestamp,trade_id
position_opened,AUCTION-USDT-SWAP,0.0,4.662251701972705,6316.2,,,short,True,2026-03-22 13:50:25,20260322_135021_AUCTION-USDT-SWAP_short
OPEN,AUCTION-USDT-SWAP,0.0,4.662251701972705,6316.2,,Первичный вход,short,True,2026-03-22 13:50:25,20260322_135021_AUCTION-USDT-SWAP_short
position_opened,OP-USDT-SWAP,0.0,0.1156691899956811,25469.0,,,short,True,2026-03-22 14:05:20,20260322_140517_OP-USDT-SWAP_short
OPEN,OP-USDT-SWAP,0.0,0.1156691899956811,25469.0,,Первичный вход,short,True,2026-03-22 14:05:20,20260322_140517_OP-USDT-SWAP_short
position_opened,FLOKI-USDT-SWAP,0.0,2.84e-05,1037.0,,,short,True,2026-03-22 14:05:23,20260322_140520_FLOKI-USDT-SWAP_short
OPEN,FLOKI-USDT-SWAP,0.0,2.84e-05,1037.0,,Первичный вход,short,True,2026-03-22 14:05:23,20260322_140520_FLOKI-USDT-SWAP_short
position_opened,INJ-USDT-SWAP,0.0,2.954,9975.0,,,short,True,2026-03-22 14:05:26,20260322_140524_INJ-USDT-SWAP_short
OPEN,INJ-USDT-SWAP,0.0,2.954,9975.0,,Первичный вход,short,True,2026-03-22 14:05:26,20260322_140524_INJ-USDT-SWAP_short
position_opened,DOT-USDT-SWAP,0.0,1.436,2052.1,,,short,True,2026-03-22 14:05:29,20260322_140526_DOT-USDT-SWAP_short
OPEN,DOT-USDT-SWAP,0.0,1.436,2052.1,,Первичный вход,short,True,2026-03-22 14:05:29,20260322_140526_DOT-USDT-SWAP_short
position_opened,CRV-USDT-SWAP,0.0,0.2215,12895.0,,,short,True,2026-03-22 14:05:33,20260322_140530_CRV-USDT-SWAP_short
OPEN,CRV-USDT-SWAP,0.0,0.2215,12895.0,,Первичный вход,short,True,2026-03-22 14:05:33,20260322_140530_CRV-USDT-SWAP_short
position_opened,AUCTION-USDT-SWAP,0.0,4.66,6129.4,,,short,True,2026-03-22 14:05:36,20260322_140533_AUCTION-USDT-SWAP_short
OPEN,AUCTION-USDT-SWAP,0.0,4.66,6129.4,,Первичный вход,short,True,2026-03-22 14:05:36,20260322_140533_AUCTION-USDT-SWAP_short
position_closed,FLOKI-USDT-SWAP,0.0,0.0,1037.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,Ошибка: первичный стоп не подтверждён на бирже,short,True,2026-03-22 14:06:31,20260322_140520_FLOKI-USDT-SWAP_short
CLOSE,FLOKI-USDT-SWAP,0.0,2.843e-05,1037.0,,Ошибка: первичный стоп не подтверждён на бирже,short,True,2026-03-22 14:06:31,20260322_140520_FLOKI-USDT-SWAP_short
