action,atr,attempt,cancelled_algo_id,current_price,event,exchange_stop_algo_id,exchange_stop_price,exchange_stop_status,fill_price,inst_id,local_reason,new_stop,old_exchange_stop,old_strategy_stop,operation,qty,reason,requested_stop,response,response_code,side,slippage_abs,strategy_stop_price,trade_id,trigger_price,ts
,0.00030000000000000165,,,,STOP_CANCEL_PENDING,3394822155295604736,0.198,cancel_pending_confirmation,,ADA-USDT-SWAP,,,,,,35.4,pre_close:Защита тренда: откат от пика 1.67R → 0.00R,,"{'code': '1', 'data': [{'algoClOrdId': '', 'algoId': '3394822155295604736', 'clOrdId': '', 'sCode': '51412', 'sMsg': 'Cancellation request timed out. Try again later.', 'tag': ''}], 'msg': ''}",,long,,0.198,20260316_184724_ADA-USDT-SWAP_long,,2026-03-16 18:48:11
,0.0,,,,STOP_CANCEL_PENDING,3394822219351015424,0.00229,cancel_pending_confirmation,,RAVE-USDT-SWAP,,,,,,18820.0,pre_close:Канальный выход 10 свечей,,"{'code': '1', 'data': [{'algoClOrdId': '', 'algoId': '3394822219351015424', 'clOrdId': '', 'sCode': '51412', 'sMsg': 'Cancellation request timed out. Try again later.', 'tag': ''}], 'msg': ''}",,short,,0.0022997787153212,20260316_184725_RAVE-USDT-SWAP_short,,2026-03-16 18:48:15
place_missing_stop,5.0000000000001436e-06,,,0.10395,STOP_MISSING,,0.0,,,CRO-USDT-SWAP,,,,,,9507.0,manage_open_positions,,,,short,,0.1027026093294466,20260316_184725_CRO-USDT-SWAP_short,,2026-03-16 18:48:18
,5.0000000000001436e-06,,,0.10395,STOP_REJECTED,,0.0,rejected_market_crossed,,CRO-USDT-SWAP,,,,,place_stop,9507.0,market_already_crossed_stop,0.1027026093294466,,,short,,0.1027026093294466,20260316_184725_CRO-USDT-SWAP_short,,2026-03-16 18:48:20
,5.0000000000001436e-06,,,0.10395,LOCAL_PROTECTIVE_EXIT,,0.0,local_protective_exit_pending,,CRO-USDT-SWAP,,,,,,9507.0,market_already_crossed_stop,0.1027026093294466,"{'code': 'LOCAL', 'msg': 'market_already_crossed_stop'}",,short,,0.1027026093294466,20260316_184725_CRO-USDT-SWAP_short,,2026-03-16 18:48:20
,5.0000000000001436e-06,,,,LOCAL_PROTECTIVE_EXIT_TRIGGERED,,0.0,local_protective_exit_pending,0.10395,CRO-USDT-SWAP,market_already_crossed_stop,,,,,9507.0,,,,,short,-0.0012473906705534055,0.1027026093294466,20260316_184725_CRO-USDT-SWAP_short,0.1027026093294466,2026-03-16 18:48:20
,0.0,,,,STOP_CANCEL_PENDING,3394822319779430400,1.0089,cancel_pending_confirmation,,BREV-USDT-SWAP,,,,,,120000.0,pre_close:Защита тренда: откат от пика 36395003333.33R → 4095003333.33R,,"{'code': '1', 'data': [{'algoClOrdId': '', 'algoId': '3394822319779430400', 'clOrdId': '', 'sCode': '51412', 'sMsg': 'Cancellation request timed out. Try again later.', 'tag': ''}], 'msg': ''}",,long,,1.0089049966666679,20260316_184725_BREV-USDT-SWAP_long,,2026-03-16 18:48:24
,0.00030000000000000165,,,,STOP_CANCEL_PENDING,3394822155295604736,0.198,cancel_pending_confirmation,,ADA-USDT-SWAP,,,,,,35.4,pre_close:Защита тренда: откат от пика 1.67R → 0.00R,,"{'code': '1', 'data': [{'algoClOrdId': '', 'algoId': '3394822155295604736', 'clOrdId': '', 'sCode': '51412', 'sMsg': 'Cancellation request timed out. Try again later.', 'tag': ''}], 'msg': ''}",,long,,0.198,20260316_184830_ADA-USDT-SWAP_long,,2026-03-16 18:49:19
,0.0,,,,STOP_CANCEL_PENDING,3394822219351015424,0.00229,cancel_pending_confirmation,,RAVE-USDT-SWAP,,,,,,18820.0,pre_close:Канальный выход 10 свечей,,"{'code': '1', 'data': [{'algoClOrdId': '', 'algoId': '3394822219351015424', 'clOrdId': '', 'sCode': '51412', 'sMsg': 'Cancellation request timed out. Try again later.', 'tag': ''}], 'msg': ''}",,short,,0.0022997787153212,20260316_184830_RAVE-USDT-SWAP_short,,2026-03-16 18:49:23
place_missing_stop,5.0000000000001436e-06,,,0.10395,STOP_MISSING,,0.0,,,CRO-USDT-SWAP,,,,,,9507.0,manage_open_positions,,,,short,,0.1027026093294466,20260316_184831_CRO-USDT-SWAP_short,,2026-03-16 18:49:27
,5.0000000000001436e-06,,,0.10395,STOP_REJECTED,,0.0,rejected_market_crossed,,CRO-USDT-SWAP,,,,,place_stop,9507.0,market_already_crossed_stop,0.1027026093294466,,,short,,0.1027026093294466,20260316_184831_CRO-USDT-SWAP_short,,2026-03-16 18:49:29
,5.0000000000001436e-06,,,0.10395,LOCAL_PROTECTIVE_EXIT,,0.0,local_protective_exit_pending,,CRO-USDT-SWAP,,,,,,9507.0,market_already_crossed_stop,0.1027026093294466,"{'code': 'LOCAL', 'msg': 'market_already_crossed_stop'}",,short,,0.1027026093294466,20260316_184831_CRO-USDT-SWAP_short,,2026-03-16 18:49:29
,5.0000000000001436e-06,,,,LOCAL_PROTECTIVE_EXIT_TRIGGERED,,0.0,local_protective_exit_pending,0.10395,CRO-USDT-SWAP,market_already_crossed_stop,,,,,9507.0,,,,,short,-0.0012473906705534055,0.1027026093294466,20260316_184831_CRO-USDT-SWAP_short,0.1027026093294466,2026-03-16 18:49:29
