cooldown_blocked,event,final_decision_allow_true_false,final_reason,inst_id,price,recent_stopout_present,recent_trade_penalty,recovery_blocked,side,timeframe,ts
False,reentry_check,True,ok,1INCH-USDT-SWAP,0.1015,False,,False,long,5m,2026-03-16 18:47:25
False,reentry_check,True,ok,1INCH-USDT-SWAP,0.1015,False,,False,short,5m,2026-03-16 18:47:25
False,reentry_check,True,ok,2Z-USDT-SWAP,0.082,False,,False,long,5m,2026-03-16 18:47:25
False,reentry_check,True,ok,2Z-USDT-SWAP,0.082,False,,False,short,5m,2026-03-16 18:47:25
False,reentry_check,True,ok,A-USDT-SWAP,0.083,False,,False,long,5m,2026-03-16 18:47:26
False,reentry_check,True,ok,A-USDT-SWAP,0.083,False,,False,short,5m,2026-03-16 18:47:26
False,reentry_check,True,ok,AAVE-USDT-SWAP,120.17,False,,False,long,5m,2026-03-16 18:47:26
False,reentry_check,True,ok,AAVE-USDT-SWAP,120.17,False,,False,short,5m,2026-03-16 18:47:26
False,reentry_check,True,ok,ACT-USDT-SWAP,0.01431,False,,False,long,5m,2026-03-16 18:47:26
False,reentry_check,True,ok,ACT-USDT-SWAP,0.01431,False,,False,short,5m,2026-03-16 18:47:26
False,reentry_check,True,ok,AI16Z-USDT-SWAP,0.05916,False,,False,long,5m,2026-03-16 18:47:27
False,reentry_check,True,ok,AI16Z-USDT-SWAP,0.05916,False,,False,short,5m,2026-03-16 18:47:27
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0953,False,,False,long,5m,2026-03-16 18:47:28
False,reentry_check,True,ok,ALGO-USDT-SWAP,0.0953,False,,False,short,5m,2026-03-16 18:47:28
False,reentry_check,True,ok,ARB-USDT-SWAP,0.1069,False,,False,long,5m,2026-03-16 18:47:28
False,reentry_check,True,ok,ARB-USDT-SWAP,0.1069,False,,False,short,5m,2026-03-16 18:47:28
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.7231,False,,False,long,5m,2026-03-16 18:47:29
False,reentry_check,True,ok,ASTER-USDT-SWAP,0.7231,False,,False,short,5m,2026-03-16 18:47:29
False,reentry_check,True,ok,ATOM-USDT-SWAP,1.905,False,,False,long,5m,2026-03-16 18:47:29
False,reentry_check,True,ok,ATOM-USDT-SWAP,1.905,False,,False,short,5m,2026-03-16 18:47:29
False,reentry_check,True,ok,AUCTION-USDT-SWAP,4.89,False,,False,long,5m,2026-03-16 18:47:30
False,reentry_check,True,ok,AUCTION-USDT-SWAP,4.89,False,,False,short,5m,2026-03-16 18:47:30
False,reentry_check,True,ok,AVAX-USDT-SWAP,7.257,False,,False,long,5m,2026-03-16 18:47:30
False,reentry_check,True,ok,AVAX-USDT-SWAP,7.257,False,,False,short,5m,2026-03-16 18:47:30
False,reentry_check,True,ok,AXS-USDT-SWAP,1.187,False,,False,long,5m,2026-03-16 18:47:30
False,reentry_check,True,ok,AXS-USDT-SWAP,1.187,False,,False,short,5m,2026-03-16 18:47:30
False,reentry_check,True,ok,BAND-USDT-SWAP,0.2366,False,,False,long,5m,2026-03-16 18:47:31
False,reentry_check,True,ok,BAND-USDT-SWAP,0.2366,False,,False,short,5m,2026-03-16 18:47:31
False,reentry_check,True,ok,BCH-USDT-SWAP,477.1,False,,False,long,5m,2026-03-16 18:47:31
False,reentry_check,True,ok,BCH-USDT-SWAP,477.1,False,,False,short,5m,2026-03-16 18:47:31
False,reentry_check,True,ok,BIO-USDT-SWAP,0.02987,False,,False,long,5m,2026-03-16 18:47:32
False,reentry_check,True,ok,BIO-USDT-SWAP,0.02987,False,,False,short,5m,2026-03-16 18:47:32
False,reentry_check,True,ok,BNB-USDT-SWAP,721.6,False,,False,long,5m,2026-03-16 18:47:32
False,reentry_check,True,ok,BNB-USDT-SWAP,721.6,False,,False,short,5m,2026-03-16 18:47:32
False,reentry_check,True,ok,BOME-USDT-SWAP,0.000477,False,,False,long,5m,2026-03-16 18:47:33
False,reentry_check,True,ok,BOME-USDT-SWAP,0.000477,False,,False,short,5m,2026-03-16 18:47:33
False,reentry_check,True,ok,BRETT-USDT-SWAP,0.0085,False,,False,long,5m,2026-03-16 18:47:33
False,reentry_check,True,ok,BRETT-USDT-SWAP,0.0085,False,,False,short,5m,2026-03-16 18:47:33
False,reentry_check,True,ok,BTC-USDT-SWAP,73344.8,False,,False,long,5m,2026-03-16 18:47:33
False,reentry_check,True,ok,BTC-USDT-SWAP,73344.8,False,,False,short,5m,2026-03-16 18:47:33
False,reentry_check,True,ok,CAT-USDT-SWAP,2.033e-06,False,,False,long,5m,2026-03-16 18:47:34
False,reentry_check,True,ok,CAT-USDT-SWAP,2.033e-06,False,,False,short,5m,2026-03-16 18:47:34
False,reentry_check,True,ok,CELO-USDT-SWAP,0.0787,False,,False,long,5m,2026-03-16 18:47:35
False,reentry_check,True,ok,CELO-USDT-SWAP,0.0787,False,,False,short,5m,2026-03-16 18:47:35
False,reentry_check,True,ok,CFX-USDT-SWAP,0.0643,False,,False,long,5m,2026-03-16 18:47:35
False,reentry_check,True,ok,CFX-USDT-SWAP,0.0643,False,,False,short,5m,2026-03-16 18:47:35
False,reentry_check,True,ok,CHZ-USDT-SWAP,0.03914,False,,False,long,5m,2026-03-16 18:47:35
False,reentry_check,True,ok,CHZ-USDT-SWAP,0.03914,False,,False,short,5m,2026-03-16 18:47:35
False,reentry_check,True,ok,COMP-USDT-SWAP,19.33,False,,False,long,5m,2026-03-16 18:47:36
False,reentry_check,True,ok,COMP-USDT-SWAP,19.33,False,,False,short,5m,2026-03-16 18:47:36
False,reentry_check,True,ok,CRV-USDT-SWAP,0.2476,False,,False,long,5m,2026-03-16 18:47:37
False,reentry_check,True,ok,CRV-USDT-SWAP,0.2476,False,,False,short,5m,2026-03-16 18:47:37
,reentry_check,True,scan,CRV-USDT-SWAP,0.2476,False,0.0,,scan,5m,2026-03-16 18:47:37
False,reentry_check,True,ok,DOGE-USDT-SWAP,0.1006,False,,False,long,5m,2026-03-16 18:47:37
False,reentry_check,True,ok,DOGE-USDT-SWAP,0.1006,False,,False,short,5m,2026-03-16 18:47:37
False,reentry_check,True,ok,DOT-USDT-SWAP,1.568,False,,False,long,5m,2026-03-16 18:47:38
False,reentry_check,True,ok,DOT-USDT-SWAP,1.568,False,,False,short,5m,2026-03-16 18:47:38
False,reentry_check,True,ok,ENA-USDT-SWAP,0.0807,False,,False,long,5m,2026-03-16 18:47:38
False,reentry_check,True,ok,ENA-USDT-SWAP,0.0807,False,,False,short,5m,2026-03-16 18:47:38
False,reentry_check,True,ok,ETC-USDT-SWAP,8.5,False,,False,long,5m,2026-03-16 18:47:39
False,reentry_check,True,ok,ETC-USDT-SWAP,8.5,False,,False,short,5m,2026-03-16 18:47:39
False,reentry_check,True,ok,ETH-USDT-SWAP,2285.0,False,,False,long,5m,2026-03-16 18:47:39
False,reentry_check,True,ok,ETH-USDT-SWAP,2285.0,False,,False,short,5m,2026-03-16 18:47:39
False,reentry_check,True,ok,ETHW-USDT-SWAP,0.3893,False,,False,long,5m,2026-03-16 18:47:40
False,reentry_check,True,ok,ETHW-USDT-SWAP,0.3893,False,,False,short,5m,2026-03-16 18:47:40
False,reentry_check,True,ok,FIL-USDT-SWAP,0.927,False,,False,long,5m,2026-03-16 18:47:40
False,reentry_check,True,ok,FIL-USDT-SWAP,0.927,False,,False,short,5m,2026-03-16 18:47:40
False,reentry_check,True,ok,FLOKI-USDT-SWAP,3.178e-05,False,,False,long,5m,2026-03-16 18:47:41
False,reentry_check,True,ok,FLOKI-USDT-SWAP,3.178e-05,False,,False,short,5m,2026-03-16 18:47:41
False,reentry_check,True,ok,GMT-USDT-SWAP,0.00873,False,,False,long,5m,2026-03-16 18:47:41
False,reentry_check,True,ok,GMT-USDT-SWAP,0.00873,False,,False,short,5m,2026-03-16 18:47:41
False,reentry_check,True,ok,H-USDT-SWAP,0.0732,False,,False,long,5m,2026-03-16 18:47:41
False,reentry_check,True,ok,H-USDT-SWAP,0.0732,False,,False,short,5m,2026-03-16 18:47:41
False,reentry_check,True,ok,HBAR-USDT-SWAP,0.0986,False,,False,long,5m,2026-03-16 18:47:42
False,reentry_check,True,ok,HBAR-USDT-SWAP,0.0986,False,,False,short,5m,2026-03-16 18:47:42
False,reentry_check,True,ok,HMSTR-USDT-SWAP,0.000175,False,,False,long,5m,2026-03-16 18:47:42
False,reentry_check,True,ok,HMSTR-USDT-SWAP,0.000175,False,,False,short,5m,2026-03-16 18:47:42
False,reentry_check,True,ok,HOME-USDT-SWAP,0.02281,False,,False,long,5m,2026-03-16 18:47:43
