channel_exit_level,close_reason_code,duration_sec,entry_atr,entry_context_file,entry_px,exit_px,final_stop_price,initial_stop_price,inst_id,mae_abs,mae_pct,mae_r,mfe_abs,mfe_pct,mfe_r,peak_price,peak_unrealized_pnl,planned_risk_pct,pnl,pnl_pct,position_notional_usdt,qty,reason,risk_amount_usdt,risk_per_contract,side,system_name,time,trade_context_file,trade_id,trough_price,units
0.00182,канальный_выход_10_свечей,29,0.0,,0.0022997787153212,0.00182,0.0022997787153212,0.0022997787153212,RAVE-USDT-SWAP,0.00151022,65.668113,1510221284.6788,0.00047978,20.861951,479778715.3212,0.00237,0.0,0.0,42.997268537664574,20.86195128796082,0.0,18820.0,Канальный выход 10 свечей,0.0,0.0,short,Turtle 20,2026-03-16 20:12:09,D:\GIT\okx-trading-bot\v08x\085\085_3\logs\trade_context\20260316_201209_RAVE-USDT-SWAP_short_trade.json,20260316_201139_RAVE-USDT-SWAP_short,0.00182,1
0.1986,локальный_защитный_выход_2.0n,25,0.0,,0.1986,0.1986,0.1986,0.1986,ADA-USDT-SWAP,0.0008,0.40282,799999999.999995,0.0024,1.208459,2400000000.000013,0.2004,6.371999999999986,0.0,0.0,0.0,0.0,35.4,Локальный защитный выход 2.0N,0.0,0.0,long,Turtle 20,2026-03-16 20:12:03,D:\GIT\okx-trading-bot\v08x\085\085_3\logs\trade_context\20260316_201203_ADA-USDT-SWAP_long_trade.json,20260316_201138_ADA-USDT-SWAP_long,0.1986,1
0.936,stopout_cooldown,71,0.0011499999999999733,D:\GIT\okx-trading-bot\v08x\085\085_3\logs\entry_context\20260316_201047_QTUM-USDT-SWAP_long.json,0.9433833865814699,0.939,0.9595625,0.94108338658147,QTUM-USDT-SWAP,0.01938339,2.054667,8.427559,0.01461661,1.549382,6.355049,0.961,0.0,1.0,-9.295353256021983,-0.7539957911252037,1774.2566467439792,1303.0,ATR стоп 2.0N,439.00852738928603,0.0022999999999999466,long,Turtle 20,2026-03-16 20:11:58,D:\GIT\okx-trading-bot\v08x\085\085_3\logs\trade_context\20260316_201158_QTUM-USDT-SWAP_long_trade.json,20260316_201047_QTUM-USDT-SWAP_long,0.939,2
1.013,защита_тренда:_откат_от_пика_49595003333.33r_→_4095003333.33r,75,0.0,,1.0089049966666679,1.013,1.0089049966666679,1.0089049966666679,BREV-USDT-SWAP,0.0,0.0,0.0,0.004095,0.405886,4095003333.332015,1.0585,595.1400399999853,0.0,49.140039999984175,0.4058859205635357,0.0,120000.0,Защита тренда: откат от пика 49595003333.33R → 4095003333.33R,0.0,0.0,long,Turtle 20,2026-03-16 20:11:25,D:\GIT\okx-trading-bot\v08x\085\085_3\logs\trade_context\20260316_201125_BREV-USDT-SWAP_long_trade.json,20260316_201010_BREV-USDT-SWAP_long,1.0089049966666679,1
0.10395,локальный_защитный_выход_2.0n,67,5.7499999999999216e-05,,0.1026926093294466,0.10363,0.1028076093294466,0.1028076093294466,CRO-USDT-SWAP,0.00135739,1.3218,11.803397,0.0,0.0,0.0,0.10363,0.0,0.0,-70.07932653057223,-0.9128122039884796,0.0,7476.0,Локальный защитный выход 2.0N,0.0,0.0,short,Turtle 20,2026-03-16 20:11:18,D:\GIT\okx-trading-bot\v08x\085\085_3\logs\trade_context\20260316_201118_CRO-USDT-SWAP_short_trade.json,20260316_201010_CRO-USDT-SWAP_short,0.1026926093294466,1
0.00182,канальный_выход_10_свечей,60,0.0,,0.0022997787153212,0.00182,0.0022997787153212,0.0022997787153212,RAVE-USDT-SWAP,0.00151022,65.668113,1510221284.6788,0.00047978,20.861951,479778715.3212,0.00237,0.0,0.0,42.997268537664574,20.86195128796082,0.0,18820.0,Канальный выход 10 свечей,0.0,0.0,short,Turtle 20,2026-03-16 20:11:10,D:\GIT\okx-trading-bot\v08x\085\085_3\logs\trade_context\20260316_201110_RAVE-USDT-SWAP_short_trade.json,20260316_201010_RAVE-USDT-SWAP_short,0.00182,1
0.1986,локальный_защитный_выход_2.0n,54,0.0,,0.1986,0.1986,0.1986,0.1986,ADA-USDT-SWAP,0.0008,0.40282,799999999.999995,0.0024,1.208459,2400000000.000013,0.2004,6.371999999999986,0.0,0.0,0.0,0.0,35.4,Локальный защитный выход 2.0N,0.0,0.0,long,Turtle 20,2026-03-16 20:11:03,D:\GIT\okx-trading-bot\v08x\085\085_3\logs\trade_context\20260316_201103_ADA-USDT-SWAP_long_trade.json,20260316_201009_ADA-USDT-SWAP_long,0.1986,1
1.013,защита_тренда:_откат_от_пика_51095003333.33r_→_4095003333.33r,65,0.0,,1.0089049966666679,1.013,1.0089049966666679,1.0089049966666679,BREV-USDT-SWAP,0.0,0.0,0.0,0.004095,0.405886,4095003333.332015,1.06,613.140039999986,0.0,49.140039999984175,0.4058859205635357,0.0,120000.0,Защита тренда: откат от пика 51095003333.33R → 4095003333.33R,0.0,0.0,long,Turtle 20,2026-03-16 20:10:04,D:\GIT\okx-trading-bot\v08x\085\085_3\logs\trade_context\20260316_201004_BREV-USDT-SWAP_long_trade.json,20260316_200858_BREV-USDT-SWAP_long,1.0089049966666679,1
0.10395,локальный_защитный_выход_2.0n,59,5.7499999999999216e-05,,0.1026926093294466,0.10363,0.1028076093294466,0.1028076093294466,CRO-USDT-SWAP,0.00135739,1.3218,11.803397,0.0,0.0,0.0,0.10363,0.0,0.0,-70.07932653057223,-0.9128122039884796,0.0,7476.0,Локальный защитный выход 2.0N,0.0,0.0,short,Turtle 20,2026-03-16 20:09:56,D:\GIT\okx-trading-bot\v08x\085\085_3\logs\trade_context\20260316_200956_CRO-USDT-SWAP_short_trade.json,20260316_200857_CRO-USDT-SWAP_short,0.1026926093294466,1
0.00182,канальный_выход_10_свечей,53,0.0,,0.0022997787153212,0.00182,0.0022997787153212,0.0022997787153212,RAVE-USDT-SWAP,0.00315022,136.979322,3150221284.6788,0.00047978,20.861951,479778715.3212,0.00237,0.0,0.0,42.997268537664574,20.86195128796082,0.0,18820.0,Канальный выход 10 свечей,0.0,0.0,short,Turtle 20,2026-03-16 20:09:50,D:\GIT\okx-trading-bot\v08x\085\085_3\logs\trade_context\20260316_200950_RAVE-USDT-SWAP_short_trade.json,20260316_200857_RAVE-USDT-SWAP_short,0.00182,1
