duration_sec,early_exit_flag,early_exit_gap_pct,entry_quality,entry_type,exit_efficiency,exit_reason,inst_id,last_stop_move_reason,mae_pct,mae_r,market_risk_score,mfe_pct,mfe_r,pyramid_effect_label,pyramid_effect_score,realized_pnl,realized_pnl_pct,side,stop_efficiency,stop_errors_for_symbol,stop_move_count,stop_rejects_for_symbol,trade_id,trend_capture_ratio,trend_strength_r,unit_add_count,units
29,False,0.0,strong,Turtle 20,0.0,канальный_выход_10_свечей,RAVE-USDT-SWAP,pre_close:Канальный выход 10 свечей,65.668113,1510221284.6788,30.0,20.861951,479778715.3212,no_pyramid,20.861951,42.997268537664574,20.86195128796082,short,0.8,15,0,0,20260316_201139_RAVE-USDT-SWAP_short,1.0,479778715.3212,0,1
25,False,1.208459,strong,Turtle 20,0.0,локальный_защитный_выход_2.0n,ADA-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,0.40282,799999999.999995,71.5,1.208459,2400000000.000013,no_pyramid,0.0,0.0,0.0,long,0.2,17,0,15,20260316_201138_ADA-USDT-SWAP_long,0.0,2400000000.000013,0,1
71,False,1.549382,strong,Turtle 20,0.0,stopout_cooldown,QTUM-USDT-SWAP,pre_close:ATR стоп 2.0N,2.054667,8.427559,6.0,1.549382,6.355049,hurt,-0.376998,-9.295353256021983,-0.7539957911252037,long,-0.091986,3,0,0,20260316_201047_QTUM-USDT-SWAP_long,-0.486643,6.355049,1,2
75,False,0.0,strong,Turtle 20,0.082569,защита_тренда:_откат_от_пика_49595003333.33r_→_4095003333.33r,BREV-USDT-SWAP,pre_close:Защита тренда: откат от пика 49595003333.33R → 4095003333.33R,0.0,0.0,28.0,0.405886,4095003333.332015,no_pyramid,0.405886,49.140039999984175,0.4058859205635357,long,0.8,14,0,0,20260316_201010_BREV-USDT-SWAP_long,1.0,4095003333.332015,0,1
67,False,0.0,unknown,Turtle 20,0.0,локальный_защитный_выход_2.0n,CRO-USDT-SWAP,manage_open_positions,1.3218,11.803397,321.5,0.0,0.0,no_pyramid,-0.912812,-70.07932653057223,-0.9128122039884796,short,0.2,72,0,71,20260316_201010_CRO-USDT-SWAP_short,0.0,0.0,0,1
60,False,0.0,strong,Turtle 20,0.0,канальный_выход_10_свечей,RAVE-USDT-SWAP,pre_close:Канальный выход 10 свечей,65.668113,1510221284.6788,30.0,20.861951,479778715.3212,no_pyramid,20.861951,42.997268537664574,20.86195128796082,short,0.8,15,0,0,20260316_201010_RAVE-USDT-SWAP_short,1.0,479778715.3212,0,1
54,False,1.208459,strong,Turtle 20,0.0,локальный_защитный_выход_2.0n,ADA-USDT-SWAP,LOCAL_PROTECTIVE_EXIT_TRIGGERED,0.40282,799999999.999995,71.5,1.208459,2400000000.000013,no_pyramid,0.0,0.0,0.0,long,0.2,17,0,15,20260316_201009_ADA-USDT-SWAP_long,0.0,2400000000.000013,0,1
65,False,0.0,strong,Turtle 20,0.080145,защита_тренда:_откат_от_пика_51095003333.33r_→_4095003333.33r,BREV-USDT-SWAP,pre_close:Защита тренда: откат от пика 49595003333.33R → 4095003333.33R,0.0,0.0,28.0,0.405886,4095003333.332015,no_pyramid,0.405886,49.140039999984175,0.4058859205635357,long,0.8,14,0,0,20260316_200858_BREV-USDT-SWAP_long,1.0,4095003333.332015,0,1
59,False,0.0,unknown,Turtle 20,0.0,локальный_защитный_выход_2.0n,CRO-USDT-SWAP,manage_open_positions,1.3218,11.803397,321.5,0.0,0.0,no_pyramid,-0.912812,-70.07932653057223,-0.9128122039884796,short,0.2,72,0,71,20260316_200857_CRO-USDT-SWAP_short,0.0,0.0,0,1
53,False,0.0,strong,Turtle 20,0.0,канальный_выход_10_свечей,RAVE-USDT-SWAP,pre_close:Канальный выход 10 свечей,136.979322,3150221284.6788,30.0,20.861951,479778715.3212,no_pyramid,20.861951,42.997268537664574,20.86195128796082,short,0.8,15,0,0,20260316_200857_RAVE-USDT-SWAP_short,1.0,479778715.3212,0,1
