duration_sec,early_exit_flag,early_exit_gap_pct,entry_quality,entry_type,exit_efficiency,exit_reason,inst_id,last_stop_move_reason,mae_pct,mae_r,market_risk_score,mfe_pct,mfe_r,pyramid_effect_label,pyramid_effect_score,realized_pnl,realized_pnl_pct,side,stop_efficiency,stop_errors_for_symbol,stop_move_count,stop_rejects_for_symbol,trade_id,trend_capture_ratio,trend_strength_r,unit_add_count,units
20,False,0.0,unknown,Turtle 55,0.0,stopout_cooldown,ICP-USDT-SWAP,pre_close:ATR стоп 2.0N,1.136985,8.870324,39.25,0.0,0.0,no_pyramid,-0.227331,-5.797018999999583,-0.22733098985012345,short,0.2,16,0,2,20260322_104730_ICP-USDT-SWAP_short,0.0,0.0,0,1
94,False,0.0,unknown,Turtle 55,0.0,stopout_cooldown,ICP-USDT-SWAP,pre_close:ATR стоп 2.0N,1.14217,8.910317,39.25,0.0,0.0,no_pyramid,-0.232469,-5.928578999999628,-0.23246920292389364,short,0.2,16,0,2,20260322_104524_ICP-USDT-SWAP_short,0.0,0.0,0,1
18596,False,1.326319,strong,Turtle 20,-3.934564,stopout_cooldown,BTC-USDT-SWAP,STOP_TRIGGERED,1.434306,3.249023,435.5,1.326319,3.00441,hurt,-0.27339,-28.359589999999663,-0.5467804982178152,long,-0.047352,94,0,99,20260322_053113_BTC-USDT-SWAP_long,-0.412254,3.00441,1,2
1040,False,0.139953,weak,Turtle 55,-2.34571,stopout_cooldown,CFX-USDT-SWAP,pre_close:ATR стоп 2.0N,1.742857,4.476592,35.25,0.139953,0.359473,no_pyramid,-0.29086,-7.249980000003359,-0.2908598823144512,long,-0.846961,12,1,4,20260322_100638_CFX-USDT-SWAP_long,-2.078268,0.359473,0,1
76,False,0.0,unknown,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,MAGIC-USDT-SWAP,pre_close:Ошибка: первичный стоп не подтверждён на бирже,6.055745,51.378176,50.5,0.0,0.0,no_pyramid,-0.195642,-4.833520000005658,-0.19564192466680286,long,0.2,24,0,1,20260322_100643_MAGIC-USDT-SWAP_long,0.0,0.0,0,1
5495,False,0.384897,normal,Turtle 20,-0.603883,канальный_выход_10_свечей,LTC-USDT-SWAP,closed_candle,0.714809,4.105263,88.5,0.384897,2.210526,hurt,-0.039729,-14.30600000000017,-0.1589147674319166,short,0.152274,39,1,3,20260322_083031_LTC-USDT-SWAP_short,-0.412876,2.210526,3,4
5219,False,0.522055,normal,Turtle 20,0.344262,канальный_выход_10_свечей,INJ-USDT-SWAP,closed_candle,1.028192,2.897196,61.25,0.696517,1.962617,neutral,0.043616,15.838200000000601,0.1744620752679305,short,0.550287,26,3,3,20260322_083026_INJ-USDT-SWAP_short,0.250478,1.962617,3,4
1093,False,0.08794,weak,Turtle 55,-2.301922,stopout_cooldown,AUCTION-USDT-SWAP,pre_close:ATR стоп 2.0N,0.954584,4.35599,12.75,0.08794,0.401291,hurt,-0.081575,-7.247599999999884,-0.16315033674575008,short,-0.713148,5,1,1,20260322_093536_AUCTION-USDT-SWAP_short,-1.855246,0.401291,1,2
13549,False,1.066917,normal,Turtle 20,0.283281,канальный_выход_10_свечей,NEAR-USDT-SWAP,pre_close:Канальный выход 10 свечей,2.882911,5.459854,228.0,1.210206,2.291971,neutral,0.035822,14.67549999999922,0.14328891983801648,long,0.47104,108,1,4,20260322_053118_NEAR-USDT-SWAP_long,0.1184,2.291971,3,4
11978,False,2.060706,strong,Turtle 20,-0.899068,канальный_выход_10_свечей,LINK-USDT-SWAP,pre_close:Канальный выход 10 свечей,2.283739,4.09089,207.25,2.060706,3.691368,hurt,-0.051117,-20.524069999999945,-0.2044683023811392,long,0.340467,102,1,1,20260322_053127_LINK-USDT-SWAP_long,-0.099222,3.691368,3,4
119,False,0.0,unknown,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,LDO-USDT-SWAP,pre_close:Ошибка: первичный стоп не подтверждён на бирже,0.801736,4.927844,35.0,0.0,0.0,no_pyramid,-0.282496,-6.123099999999372,-0.28249648442254893,short,0.2,16,0,1,20260322_084635_LDO-USDT-SWAP_short,0.0,0.0,0,1
3809,False,0.085452,weak,Turtle 20,-6.333333,stopout_cooldown,BCH-USDT-SWAP,pre_close:ATR стоп 2.0N,2.157659,5.58011,83.5,0.085452,0.220994,no_pyramid,-0.405896,-9.146600000000165,-0.4058961760307699,long,-2.649994,37,0,3,20260322_073547_BCH-USDT-SWAP_long,-4.74999,0.220994,0,1
151,False,0.120867,normal,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,XTZ-USDT-SWAP,pre_close:Ошибка: первичный стоп не подтверждён на бирже,0.830118,6.871792,21.0,0.120867,1.000549,no_pyramid,-0.264667,-5.830399999999747,-0.2646674012687978,short,-1.113845,8,0,2,20260322_083039_XTZ-USDT-SWAP_short,-2.189741,1.000549,0,1
5962,False,0.04415,weak,Turtle 20,-4.333333,stopout_cooldown,XAG-USDT-SWAP,pre_close:ATR стоп 2.0N,0.147167,2.777778,101.0,0.04415,0.833333,hurt,-0.047826,-4.144399999999855,-0.09565153410344747,long,-1.099908,38,0,10,20260322_064146_XAG-USDT-SWAP_long,-2.166513,0.833333,1,2
3220,False,2.616238,strong,Turtle 20,-2.967207,канальный_выход_10_свечей,MAGIC-USDT-SWAP,pre_close:Ошибка: первичный стоп не подтверждён на бирже,9.157203,35.10003,50.5,2.616238,10.028175,hurt,-0.159413,-56.61828000005069,-0.6376525880191305,long,0.053763,24,0,1,20260322_072225_MAGIC-USDT-SWAP_long,-0.243729,10.028175,3,4
150,False,0.0,weak,Turtle 20,0.0,ошибка:_первичный_стоп_не_подтверждён_на_бирже,IMX-USDT-SWAP,closed_candle,3.657834,4.838529,70.25,0.333743,0.441471,no_pyramid,0.636135,14.87719999999842,0.6361354272512533,long,1.343638,30,0,4,20260322_070015_IMX-USDT-SWAP_long,1.906064,0.441471,0,1
1148,False,0.502008,normal,Turtle 20,-2.5,stopout_cooldown,ENA-USDT-SWAP,pre_close:ATR стоп 2.0N,1.706827,3.541667,23.0,0.502008,1.041667,no_pyramid,-0.502008,-11.27000000000001,-0.5020080321285145,long,-0.4,9,0,2,20260322_063431_ENA-USDT-SWAP_long,-1.0,1.041667,0,1
