early_exit_flag,exit_reason,hybrid_stop_mode,inst_id,realized_r,retained_r_share,side,system_name,trade_id,trend_hold_state,trend_move_r,units
False,stopout_cooldown,ATR_INITIAL,ICP-USDT-SWAP,0.0,0.0,short,Turtle 55,20260322_104730_ICP-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,ICP-USDT-SWAP,0.0,0.0,short,Turtle 55,20260322_104524_ICP-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,DONCHIAN_ACTIVE,BTC-USDT-SWAP,-1.23858,-0.412254,long,Turtle 20,20260322_053113_BTC-USDT-SWAP_long,TREND_HOLD,3.00441,2
False,stopout_cooldown,ATR_INITIAL,CFX-USDT-SWAP,-0.747081,-2.078267,long,Turtle 55,20260322_100638_CFX-USDT-SWAP_long,INITIAL_RISK,0.359473,1
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,ATR_INITIAL,MAGIC-USDT-SWAP,0.0,0.0,long,Turtle 20,20260322_100643_MAGIC-USDT-SWAP_long,INITIAL_RISK,0.0,1
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,LTC-USDT-SWAP,-0.912673,-0.412876,short,Turtle 20,20260322_083031_LTC-USDT-SWAP_short,TREND_HOLD,2.210526,4
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,INJ-USDT-SWAP,0.491592,0.250478,short,Turtle 20,20260322_083026_INJ-USDT-SWAP_short,TREND_HOLD,1.962617,4
False,stopout_cooldown,DONCHIAN_ACTIVE,AUCTION-USDT-SWAP,-0.744494,-1.855247,short,Turtle 55,20260322_093536_AUCTION-USDT-SWAP_short,TREND_ACTIVE,0.401291,2
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,NEAR-USDT-SWAP,0.271369,0.1184,long,Turtle 20,20260322_053118_NEAR-USDT-SWAP_long,TREND_HOLD,2.291971,4
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,LINK-USDT-SWAP,-0.366265,-0.099222,long,Turtle 20,20260322_053127_LINK-USDT-SWAP_long,TREND_HOLD,3.691368,4
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,ATR_INITIAL,LDO-USDT-SWAP,0.0,0.0,short,Turtle 20,20260322_084635_LDO-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,BCH-USDT-SWAP,-1.049719,-4.749989,long,Turtle 20,20260322_073547_BCH-USDT-SWAP_long,INITIAL_RISK,0.220994,1
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,DONCHIAN_ACTIVE,XTZ-USDT-SWAP,-2.190943,-2.189741,short,Turtle 20,20260322_083039_XTZ-USDT-SWAP_short,TREND_HOLD,1.000549,1
False,stopout_cooldown,DONCHIAN_ACTIVE,XAG-USDT-SWAP,-1.805427,-2.166513,long,Turtle 20,20260322_064146_XAG-USDT-SWAP_long,TREND_ACTIVE,0.833333,2
False,канальный_выход_10_свечей,DONCHIAN_ACTIVE,MAGIC-USDT-SWAP,-2.444157,-0.243729,long,Turtle 20,20260322_072225_MAGIC-USDT-SWAP_long,TREND_HOLD,10.028175,4
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,DONCHIAN_ACTIVE,IMX-USDT-SWAP,0.841472,1.906064,long,Turtle 20,20260322_070015_IMX-USDT-SWAP_long,TREND_ACTIVE,0.441471,1
False,stopout_cooldown,DONCHIAN_ACTIVE,ENA-USDT-SWAP,-1.041667,-1.0,long,Turtle 20,20260322_063431_ENA-USDT-SWAP_long,TREND_HOLD,1.041667,1
False,stopout_cooldown,DONCHIAN_ACTIVE,LTC-USDT-SWAP,-1.03379,-1.497487,long,Turtle 20,20260322_063449_LTC-USDT-SWAP_long,TREND_ACTIVE,0.69035,1
False,stopout_cooldown,ATR_INITIAL,XTZ-USDT-SWAP,-1.083331,-3.249996,long,Turtle 20,20260322_063454_XTZ-USDT-SWAP_long,INITIAL_RISK,0.333333,1
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,DONCHIAN_ACTIVE,SAND-USDT-SWAP,0.0,0.0,long,Turtle 20,20260322_063436_SAND-USDT-SWAP_long,TREND_HOLD,15.0,1
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,DONCHIAN_ACTIVE,LDO-USDT-SWAP,-0.486973,-0.904032,long,Turtle 20,20260322_063426_LDO-USDT-SWAP_long,TREND_ACTIVE,0.538668,1
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,DONCHIAN_ACTIVE,1INCH-USDT-SWAP,0.0,0.0,long,Turtle 20,20260322_063422_1INCH-USDT-SWAP_long,TREND_ACTIVE,0.769231,1
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,ATR_INITIAL,XTZ-USDT-SWAP,0.0,0.0,long,Turtle 20,20260322_063016_XTZ-USDT-SWAP_long,INITIAL_RISK,0.0,1
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,ATR_INITIAL,LPT-USDT-SWAP,0.004942,0.0114,long,Turtle 20,20260322_063007_LPT-USDT-SWAP_long,INITIAL_RISK,0.433514,1
True,канальный_выход_20_свечей,DONCHIAN_ACTIVE,ICP-USDT-SWAP,13.409432,0.484332,short,Turtle 55,20260322_015915_ICP-USDT-SWAP_short,TREND_HOLD,27.686447,4
False,stopout_cooldown,DONCHIAN_ACTIVE,SUI-USDT-SWAP,-0.852369,-0.19375,long,Turtle 20,20260322_053141_SUI-USDT-SWAP_long,TREND_HOLD,4.399323,1
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,DONCHIAN_ACTIVE,MINA-USDT-SWAP,-0.87358,-0.045844,long,Turtle 20,20260322_060032_MINA-USDT-SWAP_long,TREND_HOLD,19.055498,1
False,stopout_cooldown,DONCHIAN_ACTIVE,YGG-USDT-SWAP,-1.314089,-0.249677,long,Turtle 20,20260322_053104_YGG-USDT-SWAP_long,TREND_HOLD,5.263158,2
False,stopout_cooldown,DONCHIAN_ACTIVE,CFX-USDT-SWAP,-1.003343,-0.306122,long,Turtle 20,20260322_053150_CFX-USDT-SWAP_long,TREND_HOLD,3.277592,1
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,DONCHIAN_ACTIVE,AUCTION-USDT-SWAP,-2.279525,-0.947951,long,Turtle 20,20260322_053145_AUCTION-USDT-SWAP_long,TREND_HOLD,2.404687,1
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,DONCHIAN_ACTIVE,TSLA-USDT-SWAP,-20.035302,-22.272855,short,Turtle 20,20260322_053136_TSLA-USDT-SWAP_short,TREND_ACTIVE,0.899539,1
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,DONCHIAN_ACTIVE,ETC-USDT-SWAP,-0.238095,-0.076923,long,Turtle 20,20260322_053131_ETC-USDT-SWAP_long,TREND_HOLD,3.095238,1
False,ошибка:_первичный_стоп_не_подтверждён_на_бирже,DONCHIAN_ACTIVE,FIL-USDT-SWAP,-0.243902,-0.030303,long,Turtle 20,20260322_053122_FIL-USDT-SWAP_long,TREND_HOLD,8.04878,1
False,stopout_cooldown,ATR_INITIAL,XSR-USDT-SWAP,0.0,0.0,short,Turtle 20,20260322_052254_XSR-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,XSR-USDT-SWAP,0.0,0.0,short,Turtle 20,20260322_052138_XSR-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,XSR-USDT-SWAP,0.0,0.0,short,Turtle 20,20260322_052010_XSR-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,XSR-USDT-SWAP,0.0,0.0,short,Turtle 20,20260322_051907_XSR-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,XSR-USDT-SWAP,0.0,0.0,short,Turtle 20,20260322_051803_XSR-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,XSR-USDT-SWAP,0.0,0.0,short,Turtle 20,20260322_051700_XSR-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,XSR-USDT-SWAP,0.0,0.0,short,Turtle 20,20260322_051547_XSR-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,XSR-USDT-SWAP,0.0,0.0,short,Turtle 20,20260322_051444_XSR-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,XSR-USDT-SWAP,0.0,0.0,short,Turtle 20,20260322_051339_XSR-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,XSR-USDT-SWAP,0.0,0.0,short,Turtle 20,20260322_051234_XSR-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,XSR-USDT-SWAP,0.0,0.0,short,Turtle 20,20260322_051130_XSR-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,XSR-USDT-SWAP,0.0,0.0,short,Turtle 20,20260322_051016_XSR-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,XSR-USDT-SWAP,0.0,0.0,short,Turtle 20,20260322_050913_XSR-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,XSR-USDT-SWAP,0.0,0.0,short,Turtle 20,20260322_050812_XSR-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,XSR-USDT-SWAP,0.0,0.0,short,Turtle 20,20260322_050708_XSR-USDT-SWAP_short,INITIAL_RISK,0.0,1
False,stopout_cooldown,ATR_INITIAL,XSR-USDT-SWAP,0.0,0.0,short,Turtle 20,20260322_050604_XSR-USDT-SWAP_short,INITIAL_RISK,0.0,1
