action,inst_id,latency_ms,price,qty,response_code,response_message,side,success,timestamp,trade_id
OPEN,KSM-USDT-SWAP,0.0,4.560939866707058,6602.0,,Первичный вход,short,True,2026-03-21 20:20:22,20260321_202020_KSM-USDT-SWAP_short
position_opened,KSM-USDT-SWAP,0.0,4.560939866707058,6602.0,,,short,True,2026-03-21 20:20:23,20260321_202020_KSM-USDT-SWAP_short
position_opened,MASK-USDT-SWAP,0.0,0.4702767761288286,6334.0,,,short,True,2026-03-21 20:20:25,20260321_202023_MASK-USDT-SWAP_short
OPEN,MASK-USDT-SWAP,0.0,0.4702767761288286,6334.0,,Первичный вход,short,True,2026-03-21 20:20:25,20260321_202023_MASK-USDT-SWAP_short
position_opened,DOT-USDT-SWAP,0.0,1.496,1968.2,,,short,True,2026-03-21 20:20:28,20260321_202026_DOT-USDT-SWAP_short
OPEN,DOT-USDT-SWAP,0.0,1.496,1968.2,,Первичный вход,short,True,2026-03-21 20:20:28,20260321_202026_DOT-USDT-SWAP_short
position_closed,DOT-USDT-SWAP,0.0,0.0,1968.2,ошибка:_первичный_стоп_не_подтверждён_на_бирже,Ошибка: первичный стоп не подтверждён на бирже,short,True,2026-03-21 20:22:50,20260321_202026_DOT-USDT-SWAP_short
CLOSE,DOT-USDT-SWAP,0.0,1.496,1968.2,,Ошибка: первичный стоп не подтверждён на бирже,short,True,2026-03-21 20:22:50,20260321_202026_DOT-USDT-SWAP_short
position_closed,KSM-USDT-SWAP,0.0,0.0,6602.0,stopout_cooldown,ATR стоп 2.0N,short,True,2026-03-21 20:23:42,20260321_202020_KSM-USDT-SWAP_short
CLOSE,KSM-USDT-SWAP,0.0,4.582,6602.0,,ATR стоп 2.0N,short,True,2026-03-21 20:23:42,20260321_202020_KSM-USDT-SWAP_short
position_opened,KSM-USDT-SWAP,0.0,4.570904506437769,6524.0,,,short,True,2026-03-21 20:24:11,20260321_202408_KSM-USDT-SWAP_short
